Actual,xgboost,linear,l1,l2,poly2,poly3,regtree,forest
5355.0,5504.753,5215.7810939389,5234.910361649419,5270.184886760779,5336.738372739579,5515.327796936035,5504.75,5509.186597569098
2578.0,2551.5657,2479.393731214086,2489.1229041198403,2523.859911075044,2662.508671020565,2706.2613945007324,2551.5,2573.775988095238
2425.0,2380.9976,2647.8448067455956,2717.0770438429736,2799.321711895047,2251.581191315723,2399.7289123535156,2381.0,2391.695142857143
1772.0,1870.3318,1776.933268493336,1750.1226995523812,1762.3341253649705,1909.0256675641867,1792.959114074707,1870.3333333333333,1867.1637976190475
6105.0,7058.148,7023.093556879905,6953.007957637221,6875.3214060737355,7048.010864717711,7055.778148651123,7058.142857142857,7052.207023171274
3901.0,4101.2437,4886.701673500449,4872.101902051765,4855.055111355619,4368.602438362839,4143.037307739258,4101.25,4135.803400793651
3263.0,3129.7488,3275.6577767715553,3276.729637149705,3268.846926478058,3126.4031986862537,3171.875743865967,3129.75,3150.818904761905
1654.0,1578.0039,1447.853848054885,1387.314239954725,1347.2043499598112,1624.4305460713222,1578.4495658874512,1578.0,1577.939511904762
2301.0,2316.336,2198.623267231904,2192.4034370919708,2168.7027264905664,2445.6815674689715,2282.0190391540527,2316.3333333333335,2312.3172539682546
2959.0,3129.7488,3275.6577767715553,3276.729637149705,3268.846926478058,3126.4031986862537,3171.875743865967,3129.75,3150.818904761905
3069.0,2965.5112,3115.8681017787203,3074.287771587504,3045.3910007075738,2729.063959130144,2820.665458679199,2940.0,2958.3298174603174
2391.0,2371.0132,2750.3097901209894,2791.1958464663094,2834.7888166375033,2550.7526880464866,2401.1002769470215,2371.0,2381.899166666667
5357.0,5463.4414,5469.020017145956,5449.236959465879,5401.091687066373,5590.269219179696,5455.456108093262,5463.444444444444,5455.398751776001
1937.0,2012.3737,2329.33094153632,2278.300019346607,2273.2836742556883,1959.4466171313543,2015.9326977729797,2012.375,2012.9752876290386
1744.0,1790.0161,1884.8495869616181,1827.0550635941727,1807.7175579255745,1879.574024251633,1772.1987795829773,1790.0,1803.4909047619046
3781.0,3724.3306,3699.7739753447586,3722.0873640942355,3751.169048321759,3792.1899326153216,3672.541916847229,3724.3333333333335,3723.9895357142855
2253.0,2287.9998,2086.9604411064647,2111.2574600374755,2121.688553002128,2269.5989253293083,2300.430142879486,2288.0,2291.603369047619
4043.0,4160.901,3776.6262268750015,3753.3771121329028,3722.7257568036566,3880.895389559999,4058.286196708679,4161.0,4149.2029999999995
2765.0,2870.355,2531.4417956811667,2562.5024157899097,2587.254669332243,2720.1114938300743,2880.4518880844116,2870.3333333333335,2862.893547619048
7353.0,6879.8545,6944.816646727197,6871.2698104005885,6801.36543217852,6886.000120224082,6880.244448184967,6879.857142857143,6878.1669431401915
2377.0,2367.3416,2714.813465123647,2753.71866793542,2788.373002091501,2533.6031500899408,2407.8686566352844,2367.3333333333335,2367.2603809523807
4278.0,4139.528,4221.1075814497035,4204.622067885337,4188.29187313377,4420.132293901144,4215.69934129715,4139.5,4137.658788073038
4272.0,4139.528,4221.1075814497035,4204.622067885337,4188.29187313377,4420.132293901144,4215.69934129715,4139.5,4137.658788073038
4052.0,4160.901,3776.6262268750015,3753.3771121329028,3722.7257568036566,3880.895389559999,4058.286196708679,4161.0,4149.2029999999995
2388.0,2367.3416,2714.813465123647,2753.71866793542,2788.373002091501,2533.6031500899408,2407.8686566352844,2367.3333333333335,2367.2603809523807
2965.0,3162.9966,3140.149270156884,3170.374587072576,3193.832013333482,2955.157546947332,3058.8580107688904,3163.0,3159.1468412698396
4998.0,4934.052,4983.181349884166,4957.805488297818,4898.791268648703,4756.851710106537,4862.836425304413,4934.0,4962.090265873016
3696.0,3762.9988,3814.5109611188327,3880.95229304597,3895.685524209084,3681.21180218854,3762.978313446045,3763.0,3761.4819248333365
2996.0,2988.67,2918.5546573688316,2934.314907066475,2980.562547718695,3011.135640508146,2949.758894443512,2988.6666666666665,2984.0639040404044
2990.0,2915.5498,3014.552458440541,3000.1936917204202,3012.2263612887245,2964.847320194356,2939.191837310791,2915.5,2925.528880952381
1579.0,1580.5,1344.3704313152084,1309.9313231877932,1310.4876280254311,1519.1339096389129,1652.350263595581,1580.5,1583.0025
1507.0,1580.5,1344.3704313152084,1309.9313231877932,1310.4876280254311,1519.1339096389129,1652.350263595581,1580.5,1583.0025
1666.0,1574.999,1440.3682323869161,1375.8101078417385,1342.1514415954607,1627.8976148441725,1577.9158749580383,1575.0,1579.8150317460322
3811.0,3704.537,3603.776174273051,3656.2085794402883,3719.5052347517303,3808.191355981049,3790.270763874054,3704.5,3709.5879502164507
4038.0,3965.7773,3680.628425803294,3687.4983274789556,3691.061943233626,3905.909793614148,4149.512711048126,3965.5,4001.7930000000006
2854.0,2870.355,2531.4417956811667,2562.5024157899097,2587.254669332243,2720.1114938300743,2880.4518880844116,2870.3333333333335,2862.893547619048
4997.0,4934.052,4983.181349884166,4957.805488297818,4898.791268648703,4756.851710106537,4862.836425304413,4934.0,4962.090265873016
2990.0,2937.7153,3070.2995606239547,3076.0875863273814,3080.8336573320266,2960.427331702871,2598.62353515625,2937.714285714286,2938.632235569986
3326.0,3312.7039,3234.2383442816936,3249.5557847843393,3281.483128128092,3317.0331182950176,2733.21435546875,3312.6666666666665,3324.8805000000007
3240.0,3312.7039,3234.2383442816936,3249.5557847843393,3281.483128128092,3317.0331182950176,2733.21435546875,3312.6666666666665,3324.8805000000007
4076.0,4103.9116,3855.4493341454017,3803.729081408128,3749.7718113935316,3781.2312548922782,3926.15234375,4104.0,4062.2631666666657
5439.0,5494.2734,5207.995883953545,5229.592850337807,5252.710203854454,5364.701822145173,5117.8798828125,5494.25,5494.1026775169275
3325.0,3184.33,3267.209799658898,3352.29033972264,3401.3067722308097,3274.8395287804888,3641.2548828125,3184.3333333333335,3182.807260461761
3736.0,3758.9998,3797.366143037105,3857.1943409325704,3888.6519825458454,3685.7576638536993,3725.23388671875,3759.0,3758.532272725813
5602.0,5441.9985,5429.86324100453,5410.787514711514,5371.242935168586,5574.310517221951,5108.27294921875,5442.0,5451.96690724798
4348.0,4218.134,4303.4530257786555,4256.702127856237,4213.668658003458,4189.548166223394,5307.37060546875,4173.285714285715,4138.3042212183245
5390.0,5441.9985,5429.86324100453,5410.787514711514,5371.242935168586,5574.310517221951,5108.27294921875,5442.0,5451.96690724798
