Actual,xgboost,linear,svm,l1,l2,poly2,poly3,regtree,forest
3946.0,4025.1614,3697.370102985553,3198.950315060669,3701.520345751718,3703.6248218308574,3933.86945837205,4470.51708984375,4025.0,4028.3731178266185
3308.0,3300.809,3210.5197139319735,3199.224458723093,3234.633830604007,3266.673400119147,3306.8530529972777,3245.69189453125,3300.8,3302.490584415583
5412.0,5457.3306,5441.5545440071965,3203.338027046613,5421.959178628767,5381.412274163766,5558.8940244787955,5329.891357421875,5457.333333333333,5453.5922041014555
2059.0,1997.4886,2404.9555432619327,3202.220274573406,2353.7035032366457,2328.6244833019173,1914.0642533305363,1989.895751953125,1997.5,2000.1775833333327
2872.0,3009.3513,2939.4719833200725,3202.7782994810054,2952.660857826453,2991.8426236580653,3029.372326479366,3037.0908203125,3009.3333333333335,3008.31288888889
1573.0,1595.6637,1510.539002398511,3194.0242610151704,1449.6462745503159,1400.4653344157978,1610.6065798120253,1588.345947265625,1595.6666666666667,1597.8927889610384
3901.0,3940.75,4818.21709511351,3199.592161445552,4802.293606867923,4783.314027499004,4245.660304083125,3880.78515625,3940.75,3944.4563333333335
2872.0,2954.5862,3115.601161782046,3202.415932262526,3120.2978152441337,3125.8612958797694,2955.868720450817,2831.920166015625,2954.5714285714284,2955.25193983794
2260.0,2285.0159,2136.925222949387,3194.5384070054815,2116.1257454055794,2101.5295800459417,2226.1741739848076,1997.360107421875,2285.0,2283.9327499999995
2990.0,2915.5059,3031.3417638128103,3202.7815591482818,3020.1829740919075,3029.688728932062,2933.8443820442335,3148.260009765625,2915.5,2929.559831890332
3169.0,3063.391,3254.0548961987715,3120.353171311711,3254.270096794551,3244.930934076413,3105.5844197649712,3065.951416015625,3063.4,3061.3895515873023
3790.0,3721.3286,3654.2757508748255,3128.069734213731,3683.49984018101,3727.502928180873,3775.158968185846,3793.015625,3721.3333333333335,3711.951408730159
4043.0,4108.2827,3774.4551709743337,3124.1064250785953,3753.8178587879665,3732.0988493213317,3903.3442948294105,4251.326904296875,4108.333333333333,4099.559853174604
4038.0,3994.4478,3697.232565178132,3124.1033696320615,3702.568736627096,3703.3471111176405,3913.391434794423,4412.16357421875,3994.3333333333335,4012.9168333333328
3263.0,3063.391,3254.0548961987715,3120.353171311711,3254.270096794551,3244.930934076413,3105.5844197649712,3065.951416015625,3063.4,3061.3895515873023
5337.0,5465.666,5424.292395520675,3128.0923746834983,5402.296470377163,5366.480899815384,5597.267708184518,5329.681640625,5465.666666666667,5459.998806263183
5302.0,6118.799,5263.8763174133255,3128.4379370118227,5255.367713260794,5251.173594406626,5216.940484282546,6248.263427734375,6119.0,5852.210825813075
3110.0,3200.6587,3176.8322904025717,3120.350323329307,3203.0209746336823,3216.1791958727226,2987.2980650663085,2894.659912109375,3200.6666666666665,3172.322619047619
2264.0,2180.7168,2047.3953406317924,3120.075046560242,2054.0901250378993,2068.965060623588,2088.922844343586,1907.51513671875,2278.8,2318.125575036074
4210.0,4108.2827,3774.4551709743337,3124.1064250785953,3753.8178587879665,3732.0988493213317,3903.3442948294105,4251.326904296875,4108.333333333333,4099.559853174604
3020.0,2935.3381,3094.166756697865,3127.1500003912147,3097.6161618193564,3101.1047201148003,2962.632240234452,2821.50732421875,2935.3333333333335,2931.848210678211
4922.0,4976.3506,4981.114726541313,3124.39798669463,4953.997830544618,4908.064722774156,4822.097326865187,4997.908447265625,4976.333333333333,4960.229804945055
3240.0,3322.0103,3211.098081895463,3124.3764969118456,3235.201200348465,3269.0867511396464,3300.635346384035,3253.723388671875,3322.0,3322.9960988455987
4085.0,4171.6807,4217.632839953694,3127.80759550645,4202.116498620511,4190.515026362558,4426.638853014811,4192.669189453125,4171.666666666667,4180.9803124098125
1883.0,1857.9934,1847.270543123048,3123.249925608727,1820.8254515532917,1814.4274623936744,1886.9426511747442,2070.49609375,1858.0,1857.9801210178714
4272.0,4171.6807,4217.632839953694,3127.80759550645,4202.116498620511,4190.515026362558,4426.638853014811,4192.669189453125,4171.666666666667,4180.9803124098125
3801.0,3732.3494,3731.4983566710252,3128.0724574239953,3734.7489623418787,3756.254666384564,3726.547622750266,3952.505615234375,3721.3333333333335,3711.951408730159
3905.0,4395.9814,4743.476042637763,3124.7529060225947,4755.81995126738,4764.005679161708,4289.350336393283,3982.5,4396.0,4249.25625
2922.0,2935.3381,3094.166756697865,3127.1500003912147,3097.6161618193564,3101.1047201148003,2962.632240234452,2821.50732421875,2935.3333333333335,2931.848210678211
2378.0,2419.0007,2613.475201323701,3120.6135739212045,2684.404316194181,2753.167097691038,2253.8214746181184,2497.052001953125,2419.0,2424.5349523809527
2708.0,2714.5393,2645.0182212035543,3123.8172633016566,2604.8870091921817,2584.8847140721964,2686.289498337981,2488.416259765625,2714.5,2714.3629999999994
3698.0,3387.408,3133.8754760992633,3124.3734753666463,3183.9520781875945,3240.335012935956,3220.913197155911,3579.290283203125,3387.5,3391.66995093795
2425.0,2419.0007,2613.475201323701,3120.6135739212045,2684.404316194181,2753.167097691038,2253.8214746181184,2497.052001953125,2419.0,2424.5349523809527
1495.0,1608.6655,1481.3154799398853,3119.554395583461,1423.7759338816168,1384.7630235561373,1624.1631535641354,1558.73974609375,1608.6666666666667,1610.557149350649
3661.0,4000.7551,4816.010875249041,3150.0022017136735,4799.846585930846,4784.441766202727,4309.4991488798405,4042.232666015625,4000.75,4014.752178571428
1943.0,2027.4386,2281.652581798746,3152.2956015488016,2261.2632756556313,2279.9395982243486,2053.019307248993,2358.205810546875,1990.625,1993.2500809533612
4201.0,4182.0664,4219.777657004779,3153.1490524481173,4203.545908288262,4189.482952013258,4438.715959812835,4382.666259765625,4182.0,4181.517555555556
5392.0,5512.42,5162.092193941116,3153.7695579719275,5178.992188989888,5204.746075985554,5327.48088667955,5461.91455078125,5512.428571428572,5511.481429514929
1893.0,1856.3329,1845.5851692394735,3148.510143177257,1819.7944697701196,1826.4022775334315,1896.1351914453553,2012.202880859375,1856.3333333333333,1854.7808849206347
2111.0,1990.6256,2371.638675665945,3152.2988040892233,2323.5864784821033,2313.172609132439,1938.3547390080348,1970.75146484375,1990.625,1993.2500809533612
4094.0,4182.0664,4219.777657004779,3153.1490524481173,4203.545908288262,4189.482952013258,4438.715959812835,4382.666259765625,4182.0,4181.517555555556
2332.0,2300.6016,2225.356107215499,3144.8896492814397,2220.5156101626644,2200.6791648429453,2415.113735324121,2343.104248046875,2300.6,2301.527355699857
3790.0,3625.533,3488.401047365969,3153.406400730368,3573.9772851510106,3670.1827022223797,3750.6894834526174,2379.61474609375,3725.8,3728.5160144300135
4052.0,4131.416,3783.710244445505,3149.35829400715,3762.07710240275,3735.945631322341,3949.733443436824,3852.735595703125,4131.5,4130.718317460317
2928.0,2975.6062,2930.019861515957,3152.8609705758477,2948.781881816557,2991.6776556774093,3020.900429882633,2828.906005859375,2975.6,2971.846681818181
2492.0,2395.6726,2616.2662222474246,3145.7618198082782,2691.039673379987,2763.1080608405446,2231.3493878366135,2033.744873046875,2395.6666666666665,2401.607772727272
5784.0,5415.9844,5419.549358626402,3153.4278753368462,5395.986731933493,5354.055237441017,5546.643718369101,5329.654541015625,5416.0,5417.933921689421
2682.0,2806.3342,2571.437425907574,3148.7047636717757,2599.661213221706,2620.983474625772,2743.8998668425193,2813.869873046875,2806.3333333333335,2807.8460432206693
3863.0,3746.2964,3823.343189002142,3152.6928907669608,3883.319965385276,3902.335003317122,3666.331873844407,3804.614990234375,3746.3,3744.259075008324
5414.0,5512.42,5162.092193941116,3153.7695579719275,5178.992188989888,5204.746075985554,5327.48088667955,5461.91455078125,5512.428571428572,5511.481429514929
4934.0,4972.3755,4983.481946067128,3149.644582451834,4954.517926047981,4900.517916750098,4823.619234073529,4651.8271484375,4972.333333333333,4970.473607142858
3122.0,2975.6062,2930.019861515957,3152.8609705758477,2948.781881816557,2991.6776556774093,3020.900429882633,2828.906005859375,2975.6,2971.846681818181
7353.0,6879.8584,6925.769434383459,3154.121507954939,6846.330295655237,6772.542460656822,6898.648780835414,6738.28564453125,6879.857142857143,6901.4854555444535
3122.0,3205.002,3297.2896825756725,3148.9000044578465,3379.5279566732906,3415.5646717181144,3293.853473505762,3131.8623046875,3205.0,3198.719422650878
2381.0,2395.6726,2616.2662222474246,3145.7618198082782,2691.039673379987,2763.1080608405446,2231.3493878366135,2033.744873046875,2395.6666666666665,2401.607772727272
5449.0,5546.481,5509.535452493599,3153.430822658903,5458.309934759965,5387.288248349106,5342.794181828998,5195.63623046875,5710.5,5607.042056832058
3193.0,3314.066,3387.2757764428698,3148.903091285286,3441.8511594997626,3448.7976826262047,3404.2439134390734,4540.170654296875,3205.0,3461.4726731830265
3326.0,3307.6824,3232.305822541093,3149.6297079988867,3257.1548849184446,3283.1114033476415,3336.4752855371044,3561.1630859375,3307.6666666666665,3308.7759581529594
