Actual,xgboost,linear,svm,l1,l2,poly2,poly3,regtree,forest
4155.0,4105.7773,3763.322845528175,3187.442996925697,3741.738986780425,3715.6767154470836,3895.4706530246767,4221.387939453125,4105.75,4100.44809920635
3210.0,3195.2217,3290.16449484258,3186.9984125683204,3369.2176629753685,3395.3332099293584,3273.114596521249,3104.865966796875,3195.222222222222,3196.7564103918958
2860.0,2786.2917,2554.693797433274,3186.810790357574,2581.3711343375344,2600.7107978025806,2727.8441899333557,2759.093994140625,2786.285714285714,2783.362524531025
2854.0,2786.2917,2554.693797433274,3186.810790357574,2581.3711343375344,2600.7107978025806,2727.8441899333557,2759.093994140625,2786.285714285714,2783.362524531025
1654.0,1582.1696,1460.8766772384151,3182.8285972052017,1402.5045058378746,1374.8509974108047,1609.7589493748965,1550.945068359375,1582.1666666666667,1580.9134484126987
3062.0,2977.6619,2934.5853795244584,3190.9675940401903,2950.9892936854976,2990.6250874208636,3028.8725182304333,2997.829345703125,2977.6666666666665,2984.8569155844166
5533.0,5514.5703,5463.147328420735,3180.935173981986,5438.669627371564,5393.423426074791,5658.400925738999,5321.879638671875,5514.571428571428,5511.68402985903
4174.0,4177.8076,4243.564943002519,3180.658797537255,4226.508622328507,4208.717051629968,4471.651452755759,4258.677001953125,4177.833333333333,4172.9974881784865
4404.0,4399.7563,4148.623208886576,3180.655681029811,4158.179627969605,4171.519425678305,4561.165357051796,3953.580810546875,4400.0,4309.660654761905
1851.0,1863.313,1827.0197747738457,3176.2216982920154,1801.5832110747979,1800.6201908641997,1887.5981431835098,2192.488525390625,1863.3333333333333,1864.0669729437227
3421.0,3097.001,3170.299415874597,3173.3897386205063,3195.997475867929,3217.3374593152275,2938.521624855901,2745.51171875,3097.0,3103.535166666666
2292.0,2276.3298,2112.0885957609553,3172.7861612513902,2133.964071340115,2146.81728002041,2258.084253154957,2157.560791015625,2276.3333333333335,2270.436825396826
5356.0,5514.5703,5463.147328420735,3180.935173981986,5438.669627371564,5393.423426074791,5658.400925738999,5321.879638671875,5514.571428571428,5511.68402985903
3343.0,3417.0757,3337.5632814987257,3177.333434233798,3333.258865753329,3330.416823094678,3327.030207480624,2875.683349609375,3310.285714285714,3310.5707252747256
3685.0,3994.8271,4860.084733668144,3177.698515308969,4841.615447984934,4820.7450607190785,4321.60243880999,3931.01513671875,3994.75,4015.9769246031733
1573.0,1595.6606,1480.2704794417696,3172.610389537779,1422.985626562313,1379.3256466101575,1625.5609977871063,1539.84765625,1595.6666666666667,1597.5174159451658
2384.0,2418.9998,2611.04704970288,3173.6514890933004,2681.3453038052376,2760.3317750339793,2284.899604655453,2480.41015625,2419.0,2421.9370508658003
2277.0,2311.622,2207.0303298768977,3172.789006029692,2202.2930656990156,2184.0149059720734,2399.0301573984616,2534.547607421875,2311.6,2310.271238095238
2630.0,2812.1355,2553.779625208974,3176.414214157602,2580.8906502115005,2605.3094502261165,2748.1277239887568,2739.766845703125,2812.1111111111113,2814.8663988095236
2349.0,2265.4924,2235.5422328042096,3173.128596641219,2188.8234539015775,2144.2239627253966,2311.882794200268,2474.04931640625,2265.5,2264.640297619048
4146.0,4177.8076,4243.564943002519,3180.658797537255,4226.508622328507,4208.717051629968,4471.651452755759,4258.677001953125,4177.833333333333,4172.9974881784865
2357.0,2393.6082,2705.9887838188224,3173.654569599603,2749.6742981641382,2797.5294009856443,2508.5934502525197,2445.52197265625,2393.6,2397.159619408369
5037.0,5514.5703,5463.147328420735,3180.935173981986,5438.669627371564,5393.423426074791,5658.400925738999,5321.879638671875,5514.571428571428,5511.68402985903
6316.0,7074.174,7014.180683517465,3181.624067688138,6933.556597805731,6843.960720452515,7067.034546952345,7182.75,7074.166666666667,7072.410523615275
3781.0,3724.299,3684.312576830802,3180.920419419905,3711.8564502658137,3751.711367348722,3778.9773452983936,3758.989501953125,3724.3333333333335,3729.3827222222217
2959.0,2942.1829,3090.412388772933,3180.0124474411664,3096.1462234417904,3100.999246383488,2970.921002119343,2734.751708984375,2942.1428571428573,2943.6265442057943
2934.0,2998.9783,2929.04082346836,3180.373386864765,2946.0186229265473,2986.813051233481,3025.8670774144703,2910.24951171875,2999.0,2996.961830280831
3228.0,3193.222,3280.539475644102,3176.607314261282,3360.198089348205,3409.9987095880333,3280.1439628685766,3074.776123046875,3193.222222222222,3195.4291719971184
3122.0,3104.502,3265.2411499905393,3173.392685789045,3264.3264702268316,3254.5350852668907,3111.737061532913,3207.179443359375,3104.5,3105.463396769898
6751.0,7074.174,7014.180683517465,3181.624067688138,6933.556597805731,6843.960720452515,7067.034546952345,7182.75,7074.166666666667,7072.410523615275
4278.0,4158.432,4214.476071416906,3187.1608910291543,4201.010477853024,4189.84932207786,4419.515583198066,4143.077880859375,4158.428571428572,4160.199454711957
3002.0,2936.005,3089.3971685012893,3186.4932681920864,3099.0670407682574,3105.572260494222,2947.4844697306544,2892.7939453125,2936.0,2931.9408870851357
2965.0,3130.6667,3251.7158884051114,3179.2356670132463,3251.506469449241,3241.637695844971,3151.222221983451,3165.4595947265625,3130.6666666666665,3131.715453781512
3014.0,2985.6619,2913.0443856147504,3186.8658922415793,2932.3020320282412,2974.7148590792694,3036.7761398023285,2991.8077392578125,2985.6666666666665,2987.5768650793643
2285.0,2281.5034,2222.9135949247247,3178.9639890283966,2170.6175530499477,2128.721103964066,2330.2906140428677,2302.232666015625,2281.5,2282.1111341991345
2591.0,2545.0647,2477.10252616248,3182.933231589321,2488.853282730597,2517.6453578157734,2659.925668181677,2801.358642578125,2545.0,2570.8675476190474
2941.0,2940.0166,3003.920849722008,3186.8693944002584,2994.9085418367376,3008.7874827851647,2956.865169027995,2988.6256103515625,2940.0,2950.856285714286
3233.0,3170.6602,3297.0156352208796,3182.760793098359,3383.2979005148572,3421.1853926605436,3293.5379476721573,3091.3975830078125,3170.6666666666665,3176.8347142857147
3325.0,3170.6602,3297.0156352208796,3182.760793098359,3383.2979005148572,3421.1853926605436,3293.5379476721573,3091.3975830078125,3170.6666666666665,3176.8347142857147
3181.0,3170.6602,3297.0156352208796,3182.760793098359,3383.2979005148572,3421.1853926605436,3293.5379476721573,3091.3975830078125,3170.6666666666665,3176.8347142857147
1672.0,1524.9977,1392.2001952103783,3178.426836603269,1359.2769135117323,1350.6053771256247,1510.6176452580112,1565.3603515625,1525.0,1526.925571428572
3697.0,3763.0144,3562.0048571145835,3187.42727983306,3618.429651949462,3684.685338505924,3843.730831372013,3815.6142578125,3763.0,3758.7760555555556
3354.0,3559.4485,3126.062997662315,3183.503961437144,3174.9809026518196,3227.615837242427,3263.363030837718,3509.7183837890625,3559.5,3551.138523809524
3985.0,4012.013,3687.65774785738,3183.226168826152,3694.9552187468835,3698.707197108468,3933.7473354337417,4252.166015625,4012.0,4023.788047619047
5439.0,5484.714,5157.802046118011,3187.7954057224656,5177.740895320798,5205.981136249706,5299.226213196103,5515.4398193359375,5484.714285714285,5481.501658313908
3204.0,3170.6602,3297.0156352208796,3182.760793098359,3383.2979005148572,3421.1853926605436,3293.5379476721573,3091.3975830078125,3170.6666666666665,3176.8347142857147
2879.0,2784.4517,2562.5788449417632,3182.561679790084,2593.011781662115,2614.4301355248335,2726.2317381492467,2773.17822265625,2784.4444444444443,2780.0602218475965
5720.0,5423.1104,5425.031293111804,3187.4460703111704,5407.11241386931,5370.911161370554,5552.661765544093,5376.2843017578125,5423.111111111111,5427.251152833279
4056.0,4320.4966,4721.860186665741,3183.8838331181387,4734.2921460231555,4748.911634986211,4287.615763389927,3920.8736572265625,4320.5,4189.471904761905
2753.0,2701.7446,2567.9789902697376,3182.936776863269,2551.4597925390954,2551.7179815216678,2686.22698502407,2697.3402099609375,2701.75,2698.756202380952
2355.0,2352.1172,2308.389913704006,3178.6169865787037,2274.7760519814674,2225.5058816731253,2548.625443862795,2564.391357421875,2305.8333333333335,2299.1884523809513
5561.0,5484.714,5157.802046118011,3187.7954057224656,5177.740895320798,5205.981136249706,5299.226213196103,5515.4398193359375,5484.714285714285,5481.501658313908
2727.0,2705.0068,2658.855454376995,3182.9403193042463,2614.0663023475918,2585.790605227563,2686.6843567057513,2721.2020263671875,2705.0,2704.370726190476
3643.0,3763.0144,3562.0048571145835,3187.42727983306,3618.429651949462,3684.685338505924,3843.730831372013,3815.6142578125,3763.0,3758.7760555555556
4400.0,4403.449,4135.995246180435,3228.5098667717475,4147.262978450284,4160.813164428353,4564.201871836645,3986.847900390625,4404.0,4281.3106994949485
2934.0,2878.8303,3026.858784772092,3227.8419719526773,3060.9731771924035,3091.465753012253,3027.79127244596,2511.068115234375,2943.3333333333335,2903.974729104228
3122.0,3205.0002,3308.444151237305,3223.8775904366203,3393.5091394610045,3424.018413627704,3288.8857979362365,3129.115966796875,3205.0,3205.971499486623
4118.0,4114.9893,3777.22700974279,3224.35102613245,3754.7308841515005,3730.3962361482118,3929.7241519495146,4204.069091796875,4115.0,4103.60628030303
3653.0,3766.777,3842.0920229228886,3228.0417036974663,3906.855096023899,3922.632788469553,3664.195727030048,3953.520751953125,3766.777777777778,3764.0174445415705
3772.0,3766.777,3842.0920229228886,3228.0417036974663,3906.855096023899,3922.632788469553,3664.195727030048,3953.520751953125,3766.777777777778,3764.0174445415705
2996.0,2988.6858,2945.1883116794816,3228.2244952589353,2959.963536985915,2997.088754644117,3024.2648117205536,2851.8984375,2988.6666666666665,2985.096215007215
7623.0,6841.2876,6898.9521560638605,3229.4985558768713,6822.67667493746,6760.54108323648,6861.003935715475,6946.298828125,6841.285714285715,6830.094167082915
2002.0,2004.2444,2386.5051818692355,3227.647577099746,2335.9051206250206,2328.4961641166574,1951.9127070987888,2039.893310546875,2004.25,2004.8569607614609
2702.0,2717.6694,2673.8598928658066,3224.0680553471266,2627.8383738191897,2600.770549644827,2687.314494231832,2431.893310546875,2717.5,2717.897071428572
2765.0,2790.88,2580.6507307104766,3223.683190532778,2608.034151761565,2626.950101451257,2739.057624588633,2671.99365234375,2790.875,2788.301999916749
2388.0,2387.414,2698.8951509904728,3220.4043207054547,2738.550833617186,2770.748765330438,2506.2738247450907,2408.74560546875,2387.4,2385.0664610389613
1766.0,1920.9503,1940.2971278076202,3223.493126594935,1882.9660951941805,1863.9805125556613,1889.7042056990613,1718.74609375,1861.5714285714287,1881.5421287046288
2990.0,2943.3757,3114.298602396062,3227.8457820498443,3121.38010832446,3125.564476293106,2955.311903248279,2723.524169921875,2943.3333333333335,2942.386266539016
1814.0,1920.9503,1940.2971278076202,3223.493126594935,1882.9660951941805,1863.9805125556613,1889.7042056990613,1718.74609375,1861.5714285714287,1881.5421287046288
1578.0,1594.8429,1494.089073746005,3219.326189450975,1430.0270697633405,1399.4648609946653,1633.0138628028217,1510.140869140625,1594.8333333333333,1589.5771576479078
2904.0,2943.3757,3114.298602396062,3227.8457820498443,3121.38010832446,3125.564476293106,2955.311903248279,2723.524169921875,2943.3333333333335,2942.386266539016
2256.0,2288.727,2227.6518388041914,3219.8606348457506,2174.899348388348,2136.254898083831,2341.822511619568,2489.87451171875,2288.75,2290.405007575758
2959.0,3131.6885,3243.5791380572045,3220.125871250689,3241.384927588604,3231.781861306361,3140.124206944718,3227.9326171875,3131.6666666666665,3127.9821471861464
1744.0,1920.9503,1940.2971278076202,3223.493126594935,1882.9660951941805,1863.9805125556613,1889.7042056990613,1718.74609375,1861.5714285714287,1881.5421287046288
2847.0,2790.88,2580.6507307104766,3223.683190532778,2608.034151761565,2626.950101451257,2739.057624588633,2671.99365234375,2790.875,2788.301999916749
4348.0,4198.95,4310.874881428375,3228.5170387451158,4268.076840714397,4229.010610990059,4277.911684335355,4627.77490234375,4178.571428571428,4156.679421245421
2689.0,2717.6987,2586.4200752418365,3224.0643641340416,2567.4314426871333,2566.671826363974,2691.420525399124,2620.56103515625,2717.75,2716.882571428571
4137.0,4178.5713,4223.435063804405,3228.513504802061,4207.669909582341,4194.911887709208,4438.35739235708,4287.792724609375,4178.571428571428,4179.384793956043
1872.0,1859.8282,1865.8774923374858,3198.1144846932802,1834.1527726280256,1826.6988035848617,1895.0694434429752,2018.707763671875,1859.8333333333333,1859.8416190476198
6119.0,5302.033,5265.425365545221,3203.68035119307,5254.322221211087,5247.3936019420635,5114.49520811894,5774.8203125,5302.0,5397.772642135641
1983.0,1997.4886,2404.9555432619327,3202.220274573406,2353.7035032366457,2328.6244833019173,1914.0642533305363,1989.895751953125,1997.5,2000.1775833333327
5525.0,5483.501,5173.555585052483,3203.677221328817,5186.8001049456325,5209.547496668067,5243.482321588774,5541.334228515625,5483.5,5487.935201909201
6312.0,7028.5684,6964.992527219494,3204.0242555697814,6889.504113740459,6801.880334595917,7014.2809783294215,7100.61474609375,7028.571428571428,7032.914590187592
2377.0,2389.6108,2671.4416630075266,3195.0695077127775,2715.083099995387,2764.7477204020906,2486.4709833193483,2489.4599609375,2389.6,2390.4529747474744
3008.0,3123.478,3250.161832553842,3194.8048031444937,3249.4917314085524,3239.5452473877976,3145.23221635363,3168.3310546875,3123.5,3115.8979700577206
2009.0,1997.4886,2404.9555432619327,3202.220274573406,2353.7035032366457,2328.6244833019173,1914.0642533305363,1989.895751953125,1997.5,2000.1775833333327
3421.0,3525.9097,3118.6499334392374,3199.221189571285,3167.111714338551,3228.8272948451504,3254.9571330610634,3586.0419921875,3526.0,3477.7181904761906
2279.0,2285.0159,2136.925222949387,3194.5384070054815,2116.1257454055794,2101.5295800459417,2226.1741739848076,1997.360107421875,2285.0,2283.9327499999995
3360.0,3300.809,3210.5197139319735,3199.224458723093,3234.633830604007,3266.673400119147,3306.8530529972777,3245.69189453125,3300.8,3302.490584415583
3801.0,3752.5005,3826.246780302161,3202.609412898599,3886.89212725162,3923.0981084576197,3670.558313966161,3933.48681640625,3752.5,3755.9966745871525
3085.0,3209.1047,3287.168729377714,3198.4983547388897,3367.3413966430016,3421.172428740565,3282.125891239004,3059.193115234375,3209.1111111111113,3207.7384419012365
5024.0,4967.324,4902.476493082748,3199.232917353503,4902.408448020147,4879.486594446709,4883.7174844908295,5048.5556640625,4967.333333333333,4967.724525363526
