,0
Year,17.0
CDSCode,39686760119743.0
Year,17.0
CDSCode,39686760119784.0
Year,17.0
CDSCode,39686760123802.0
Year,17.0
CDSCode,39686760124248.0
Year,17.0
CDSCode,39686763930211.0
Year,17.0
CDSCode,39686763930427.0
Year,17.0
CDSCode,39686763932100.0
Year,17.0
CDSCode,39686763937653.0
Year,17.0
CDSCode,39686766104368.0
Year,17.0
CDSCode,39745423990033.0
Year,17.0
CDSCode,39754990102392.0
Year,17.0
CDSCode,39754990114140.0
Year,17.0
CDSCode,39754990119040.0
Year,17.0
CDSCode,39754990139949.0
Year,17.0
CDSCode,39754993930302.0
Year,17.0
CDSCode,39754993930393.0
Year,17.0
CDSCode,39754993937976.0
Year,17.0
CDSCode,39754993938008.0
Year,17.0
CDSCode,39767600128967.0
Year,17.0
CDSCode,39773880141242.0
Year,17.0
CDSCode,40104050101725.0
Year,17.0
CDSCode,40104054030078.0
Year,17.0
CDSCode,40104054030250.0
Year,17.0
CDSCode,40687004030151.0
Year,17.0
CDSCode,40687004030755.0
Year,17.0
CDSCode,40687590125328.0
Year,17.0
CDSCode,40687594030268.0
Year,17.0
CDSCode,40687594030557.0
Year,17.0
CDSCode,40687594033205.0
Year,17.0
CDSCode,40688094030045.0
Year,17.0
CDSCode,40688094034807.0
Year,17.0
CDSCode,40688094036703.0
Year,17.0
CDSCode,40688334037008.0
Year,17.0
CDSCode,40688414030128.0
Year,17.0
CDSCode,40688414030185.0
Year,17.0
CDSCode,40688414037701.0
Year,17.0
CDSCode,40754570119354.0
Year,17.0
CDSCode,40754574035754.0
Year,17.0
CDSCode,40754574035762.0
Year,17.0
CDSCode,40754654030144.0
Year,17.0
CDSCode,40754654032009.0
Year,17.0
CDSCode,41104130113332.0
Year,17.0
CDSCode,41104130117143.0
Year,17.0
CDSCode,41104130128652.0
Year,17.0
CDSCode,41104130135269.0
Year,17.0
CDSCode,41104134130076.0
Year,17.0
CDSCode,41688904130027.0
Year,17.0
CDSCode,41688904132817.0
Year,17.0
CDSCode,41689240127548.0
Year,17.0
CDSCode,41689244133393.0
Year,17.0
CDSCode,41689244135075.0
Year,17.0
CDSCode,41689244137535.0
Year,17.0
CDSCode,41689244137592.0
Year,17.0
CDSCode,41689244137790.0
Year,17.0
CDSCode,41689404135331.0
Year,17.0
CDSCode,41690470129759.0
Year,17.0
CDSCode,41690470135814.0
Year,17.0
CDSCode,41690474130217.0
Year,17.0
CDSCode,41690474130472.0
Year,17.0
CDSCode,41690474130738.0
Year,17.0
CDSCode,41690474133070.0
Year,17.0
CDSCode,41690474134557.0
Year,17.0
CDSCode,41690474136370.0
Year,17.0
CDSCode,41690620112722.0
Year,17.0
CDSCode,41690620119503.0
Year,17.0
CDSCode,41690620126722.0
Year,17.0
CDSCode,41690620138420.0
Year,17.0
CDSCode,41690620139915.0
Year,17.0
CDSCode,41690624130993.0
Year,17.0
CDSCode,41690624133716.0
Year,17.0
CDSCode,41690624135687.0
Year,17.0
CDSCode,41690624136636.0
Year,17.0
CDSCode,41690624136693.0
Year,17.0
CDSCode,41690624138053.0
Year,17.0
CDSCode,41690700127563.0
Year,17.0
CDSCode,41690704130324.0
Year,17.0
CDSCode,41690704132551.0
Year,17.0
CDSCode,41690704137279.0
Year,17.0
CDSCode,42104214230157.0
Year,17.0
CDSCode,42104214230207.0
Year,17.0
CDSCode,42691464230587.0
Year,17.0
CDSCode,42692290132738.0
Year,17.0
CDSCode,42692294230454.0
Year,17.0
CDSCode,42692294233029.0
Year,17.0
CDSCode,42692294233060.0
Year,17.0
CDSCode,42693100102285.0
Year,17.0
CDSCode,42693104231452.0
Year,17.0
CDSCode,42693104234613.0
Year,17.0
CDSCode,42693104236030.0
Year,17.0
CDSCode,42693284230074.0
Year,17.0
CDSCode,42693284236345.0
Year,17.0
CDSCode,42745674290011.0
Year,17.0
CDSCode,42750104230173.0
Year,17.0
CDSCode,42750104231205.0
Year,17.0
CDSCode,42767860120402.0
Year,17.0
CDSCode,42767864231726.0
Year,17.0
CDSCode,42767864232690.0
Year,17.0
CDSCode,42767864235230.0
Year,17.0
CDSCode,42767864235727.0
Year,17.0
CDSCode,43104390113431.0
Year,17.0
CDSCode,43104390123794.0
Year,17.0
CDSCode,43104390135087.0
Year,17.0
CDSCode,43104394330254.0
Year,17.0
CDSCode,43104394330320.0
Year,17.0
CDSCode,43694014330239.0
Year,17.0
CDSCode,43694014330759.0
Year,17.0
CDSCode,43694014330866.0
Year,17.0
CDSCode,43694014331955.0
Year,17.0
CDSCode,43694014336137.0
Year,17.0
CDSCode,43694014338505.0
Year,17.0
CDSCode,43694270107151.0
Year,17.0
CDSCode,43694270116889.0
Year,17.0
CDSCode,43694270125427.0
Year,17.0
CDSCode,43694270125617.0
Year,17.0
CDSCode,43694270130856.0
Year,17.0
CDSCode,43694270131995.0
Year,17.0
CDSCode,43694270132274.0
Year,17.0
CDSCode,43694274330015.0
Year,17.0
CDSCode,43694274330023.0
Year,17.0
CDSCode,43694274330031.0
Year,17.0
CDSCode,43694274330312.0
Year,17.0
CDSCode,43694274330353.0
Year,17.0
CDSCode,43694274330361.0
Year,17.0
CDSCode,43694274330668.0
Year,17.0
CDSCode,43694274330676.0
Year,17.0
CDSCode,43694274330692.0
Year,17.0
CDSCode,43694274332318.0
Year,17.0
CDSCode,43694274332995.0
Year,17.0
CDSCode,43694274333639.0
Year,17.0
CDSCode,43694274334900.0
Year,17.0
CDSCode,43694274335204.0
Year,17.0
CDSCode,43694274335428.0
Year,17.0
CDSCode,43694274335907.0
Year,17.0
CDSCode,43694274337903.0
Year,17.0
CDSCode,43694684330569.0
Year,17.0
CDSCode,43694684331799.0
Year,17.0
CDSCode,43694684332474.0
Year,17.0
CDSCode,43694684333316.0
Year,17.0
CDSCode,43694684334421.0
Year,17.0
CDSCode,43694684334462.0
Year,17.0
CDSCode,43694840114496.0
Year,17.0
CDSCode,43694840118380.0
Year,17.0
CDSCode,43694844332839.0
Year,17.0
CDSCode,43694844334850.0
Year,17.0
CDSCode,43695344334371.0
Year,17.0
CDSCode,43695344337762.0
Year,17.0
CDSCode,43695830102368.0
Year,17.0
CDSCode,43695834333951.0
Year,17.0
CDSCode,43695834334488.0
Year,17.0
CDSCode,43696094334116.0
Year,17.0
CDSCode,43696094334728.0
Year,17.0
CDSCode,43696094334736.0
Year,17.0
CDSCode,43696414332904.0
Year,17.0
CDSCode,43696414335782.0
Year,17.0
CDSCode,43696664330080.0
Year,17.0
CDSCode,43696664330585.0
Year,17.0
CDSCode,43696664330593.0
Year,17.0
CDSCode,43696664332110.0
Year,17.0
CDSCode,43696664333522.0
Year,17.0
CDSCode,43696664333795.0
Year,17.0
CDSCode,43696664335949.0
Year,17.0
CDSCode,43696664337200.0
Year,17.0
CDSCode,43696664338950.0
Year,17.0
CDSCode,43696740125443.0
Year,17.0
CDSCode,43696740135970.0
Year,17.0
CDSCode,43696740141283.0
Year,17.0
CDSCode,43696744330122.0
Year,17.0
CDSCode,43696744330247.0
Year,17.0
CDSCode,43696744338406.0
Year,17.0
CDSCode,43696744338802.0
Year,17.0
CDSCode,43733870140673.0
Year,17.0
CDSCode,43733874331039.0
Year,17.0
CDSCode,43733874334470.0
Year,17.0
CDSCode,43742944395018.0
Year,17.0
CDSCode,43743024395042.0
Year,17.0
CDSCode,43766200119941.0
Year,17.0
CDSCode,43771490137315.0
Year,17.0
CDSCode,44104470136572.0
Year,17.0
CDSCode,44104474430146.0
Year,17.0
CDSCode,44104474430252.0
Year,17.0
CDSCode,44697990105858.0
Year,17.0
CDSCode,44697994430203.0
Year,17.0
CDSCode,44697994430245.0
Year,17.0
CDSCode,44697994430518.0
Year,17.0
CDSCode,44697994437794.0
Year,17.0
CDSCode,44697994437901.0
Year,17.0
CDSCode,44698074436754.0
Year,17.0
CDSCode,44698234430187.0
Year,17.0
CDSCode,44698234432340.0
Year,17.0
CDSCode,44698234436960.0
Year,17.0
CDSCode,44698234437109.0
Year,17.0
CDSCode,44698234437406.0
Year,17.0
CDSCode,44745754490017.0
Year,17.0
CDSCode,44754324430211.0
Year,17.0
CDSCode,45104540132647.0
Year,17.0
CDSCode,45104544530150.0
Year,17.0
CDSCode,45698564530028.0
Year,17.0
CDSCode,45698564530051.0
Year,17.0
CDSCode,45698564530069.0
Year,17.0
CDSCode,45698564530192.0
Year,17.0
CDSCode,45698564530333.0
Year,17.0
CDSCode,45698564530762.0
Year,17.0
CDSCode,45698564530804.0
Year,17.0
CDSCode,45699894530010.0
Year,17.0
CDSCode,45699894530226.0
Year,17.0
CDSCode,45699894530242.0
Year,17.0
CDSCode,45699894531000.0
Year,17.0
CDSCode,45699894533600.0
Year,17.0
CDSCode,45699896050314.0
Year,17.0
CDSCode,45701364530044.0
Year,17.0
CDSCode,45701364530200.0
Year,17.0
CDSCode,45701364530267.0
Year,17.0
CDSCode,45701364530309.0
Year,17.0
CDSCode,45701364532750.0
Year,17.0
CDSCode,45701364537304.0
Year,17.0
CDSCode,45745834590014.0
Year,17.0
CDSCode,45752674530077.0
Year,17.0
CDSCode,45752674530176.0
Year,17.0
CDSCode,45752674531901.0
Year,17.0
CDSCode,46104626077267.0
Year,17.0
CDSCode,46701774630034.0
Year,17.0
CDSCode,46701774632303.0
Year,17.0
CDSCode,46701774634259.0
Year,17.0
CDSCode,46748804690012.0
Year,17.0
CDSCode,47702504730164.0
Year,17.0
CDSCode,47702504732707.0
Year,17.0
CDSCode,47704664734356.0
Year,17.0
CDSCode,47704664734901.0
Year,17.0
CDSCode,47704664735403.0
Year,17.0
CDSCode,47704664738753.0
Year,17.0
CDSCode,47705164730024.0
Year,17.0
CDSCode,47705164730073.0
Year,17.0
CDSCode,47705164730156.0
Year,17.0
CDSCode,47705164739207.0
Year,17.0
CDSCode,47736844730081.0
Year,17.0
CDSCode,47736844731253.0
Year,17.0
CDSCode,47748724790019.0
Year,17.0
CDSCode,47764554730107.0
Year,17.0
CDSCode,47764554730206.0
Year,17.0
CDSCode,47764554733309.0
Year,17.0
CDSCode,48104884830071.0
Year,17.0
CDSCode,48104886089668.0
Year,17.0
CDSCode,48705240118968.0
Year,17.0
CDSCode,48705244830048.0
Year,17.0
CDSCode,48705244831004.0
Year,17.0
CDSCode,48705320102012.0
Year,17.0
CDSCode,48705324830055.0
Year,17.0
CDSCode,48705324832259.0
Year,17.0
CDSCode,48705404830170.0
Year,17.0
CDSCode,48705404830451.0
Year,17.0
CDSCode,48705404833000.0
Year,17.0
CDSCode,48705404836003.0
Year,17.0
CDSCode,48705654830022.0
Year,17.0
CDSCode,48705654830154.0
Year,17.0
CDSCode,48705654838801.0
Year,17.0
CDSCode,48705730135095.0
Year,17.0
CDSCode,48705730141150.0
Year,17.0
CDSCode,48705734830089.0
Year,17.0
CDSCode,48705734830113.0
Year,17.0
CDSCode,48705734837803.0
Year,17.0
CDSCode,48705810139816.0
Year,17.0
CDSCode,48705814830147.0
Year,17.0
CDSCode,48705814830196.0
Year,17.0
CDSCode,48705814838058.0
Year,17.0
CDSCode,48705814838504.0
Year,17.0
CDSCode,48705816069900.0
Year,17.0
CDSCode,49104964930079.0
Year,17.0
CDSCode,49104964930343.0
Year,17.0
CDSCode,49706074930327.0
Year,17.0
CDSCode,49706074930400.0
Year,17.0
CDSCode,49706560128983.0
Year,17.0
CDSCode,49706560139022.0
Year,17.0
CDSCode,49706564930848.0
Year,17.0
CDSCode,49706564930855.0
Year,17.0
CDSCode,49707064930053.0
Year,17.0
CDSCode,49708624930012.0
Year,17.0
CDSCode,49708624930103.0
Year,17.0
CDSCode,49708624930111.0
Year,17.0
CDSCode,49708624930236.0
Year,17.0
CDSCode,49708624935151.0
Year,17.0
CDSCode,49708624935862.0
Year,17.0
CDSCode,49708700106344.0
Year,17.0
CDSCode,49709204930160.0
Year,17.0
CDSCode,49709204930244.0
Year,17.0
CDSCode,49709204934154.0
Year,17.0
CDSCode,49709204935292.0
Year,17.0
CDSCode,49709204935607.0
Year,17.0
CDSCode,49709204936803.0
Year,17.0
CDSCode,49709534930152.0
Year,17.0
CDSCode,49709534937256.0
Year,17.0
CDSCode,49738820123786.0
Year,17.0
CDSCode,49738824930046.0
Year,17.0
CDSCode,49738824930384.0
Year,17.0
CDSCode,49738824935482.0
Year,17.0
CDSCode,49745914990040.0
Year,17.0
CDSCode,49753580138263.0
Year,17.0
CDSCode,49753584930228.0
Year,17.0
CDSCode,49753584930269.0
Year,17.0
CDSCode,49753904930251.0
Year,17.0
CDSCode,49753904932554.0
Year,17.0
CDSCode,50105040129023.0
Year,17.0
CDSCode,50105045030069.0
Year,17.0
CDSCode,50105045030226.0
Year,17.0
CDSCode,50105045030234.0
Year,17.0
CDSCode,50710430107136.0
Year,17.0
CDSCode,50710430108076.0
Year,17.0
CDSCode,50710430133827.0
Year,17.0
CDSCode,50710435030168.0
Year,17.0
CDSCode,50710435030200.0
Year,17.0
CDSCode,50710435030879.0
Year,17.0
CDSCode,50710685031521.0
Year,17.0
CDSCode,50711750110593.0
Year,17.0
CDSCode,50711750121129.0
Year,17.0
CDSCode,50711755030010.0
Year,17.0
CDSCode,50711755030135.0
Year,17.0
CDSCode,50711755031380.0
Year,17.0
CDSCode,50711755031802.0
Year,17.0
CDSCode,50711755034905.0
Year,17.0
CDSCode,50711755034913.0
Year,17.0
CDSCode,50712170131037.0
Year,17.0
CDSCode,50712175030127.0
Year,17.0
CDSCode,50712175036256.0
Year,17.0
CDSCode,50736015030036.0
Year,17.0
CDSCode,50736015030150.0
Year,17.0
CDSCode,50736015030184.0
Year,17.0
CDSCode,50736015030333.0
Year,17.0
CDSCode,50736015035902.0
Year,17.0
CDSCode,50746095090014.0
Year,17.0
CDSCode,50755490116848.0
Year,17.0
CDSCode,50755495032651.0
Year,17.0
CDSCode,50755495032669.0
Year,17.0
CDSCode,50755560112573.0
Year,17.0
CDSCode,50755565036850.0
Year,17.0
CDSCode,50755645030176.0
Year,17.0
CDSCode,50755645030192.0
Year,17.0
CDSCode,50755645031950.0
Year,17.0
CDSCode,50755645035654.0
Year,17.0
CDSCode,50755720117689.0
Year,17.0
CDSCode,50755725030259.0
Year,17.0
CDSCode,50757390124669.0
Year,17.0
CDSCode,50757390131185.0
Year,17.0
CDSCode,50757395030283.0
Year,17.0
CDSCode,50757395036884.0
Year,17.0
CDSCode,50757395037700.0
Year,17.0
CDSCode,51105120114207.0
Year,17.0
CDSCode,51105120140152.0
Year,17.0
CDSCode,51713735132758.0
Year,17.0
CDSCode,51713995130059.0
Year,17.0
CDSCode,51713995135256.0
Year,17.0
CDSCode,51714495130042.0
Year,17.0
CDSCode,51714495137500.0
Year,17.0
CDSCode,51714640107722.0
Year,17.0
CDSCode,51714645130018.0
Year,17.0
CDSCode,51714645139001.0
Year,17.0
CDSCode,51746335190012.0
Year,17.0
CDSCode,52105205230016.0
Year,17.0
CDSCode,52105206119671.0
Year,17.0
CDSCode,52715060137414.0
Year,17.0
CDSCode,52715065231675.0
Year,17.0
CDSCode,52715065231709.0
Year,17.0
CDSCode,52715715235106.0
Year,17.0
CDSCode,52716395237151.0
Year,17.0
CDSCode,52716395237201.0
Year,17.0
CDSCode,52743105295019.0
Year,17.0
CDSCode,53105380125633.0
Year,17.0
CDSCode,53738335330030.0
Year,17.0
CDSCode,53738335337423.0
Year,17.0
CDSCode,53750285330022.0
Year,17.0
CDSCode,53750285337407.0
Year,17.0
CDSCode,53765135330014.0
Year,17.0
CDSCode,53765135337456.0
Year,17.0
CDSCode,54105460119602.0
Year,17.0
CDSCode,54105465430061.0
Year,17.0
CDSCode,54105465430327.0
Year,17.0
CDSCode,54105465430343.0
Year,17.0
CDSCode,54718035430301.0
Year,17.0
CDSCode,54718605430095.0
Year,17.0
CDSCode,54718605430244.0
Year,17.0
CDSCode,54718605430806.0
Year,17.0
CDSCode,54718605433230.0
Year,17.0
CDSCode,54719930124776.0
Year,17.0
CDSCode,54719935430194.0
Year,17.0
CDSCode,54719935430236.0
Year,17.0
CDSCode,54719935432414.0
Year,17.0
CDSCode,54721400136507.0
Year,17.0
CDSCode,54722490107649.0
Year,17.0
CDSCode,54722490116368.0
Year,17.0
CDSCode,54722490130708.0
Year,17.0
CDSCode,54722490133793.0
Year,17.0
CDSCode,54722495430145.0
Year,17.0
CDSCode,54722495435409.0
Year,17.0
CDSCode,54722495435466.0
Year,17.0
CDSCode,54722560109751.0
Year,17.0
CDSCode,54722560120659.0
Year,17.0
CDSCode,54722560139212.0
Year,17.0
CDSCode,54722565430046.0
Year,17.0
CDSCode,54722565430368.0
Year,17.0
CDSCode,54722565432828.0
Year,17.0
CDSCode,54722565434527.0
Year,17.0
CDSCode,54722565435839.0
Year,17.0
CDSCode,54753255430210.0
Year,17.0
CDSCode,54753255430277.0
Year,17.0
CDSCode,54755230116590.0
Year,17.0
CDSCode,54755230137968.0
Year,17.0
CDSCode,54755235430228.0
Year,17.0
CDSCode,54755235430251.0
Year,17.0
CDSCode,54755235430624.0
Year,17.0
CDSCode,54755235432786.0
Year,17.0
CDSCode,54755235434113.0
Year,17.0
CDSCode,54755235434931.0
Year,17.0
CDSCode,54755310102186.0
Year,17.0
CDSCode,54755315431119.0
Year,17.0
CDSCode,54755315431184.0
Year,17.0
CDSCode,54767945430285.0
Year,17.0
CDSCode,54767945436258.0
Year,17.0
CDSCode,54767945436282.0
Year,17.0
CDSCode,54768365430087.0
Year,17.0
CDSCode,54768365431598.0
Year,17.0
CDSCode,54768365431614.0
Year,17.0
CDSCode,55105530134569.0
Year,17.0
CDSCode,55105535530118.0
Year,17.0
CDSCode,55723895530019.0
Year,17.0
CDSCode,55723895530043.0
Year,17.0
CDSCode,55723895536503.0
Year,17.0
CDSCode,55724135530050.0
Year,17.0
CDSCode,55724135530092.0
Year,17.0
CDSCode,55724135530100.0
Year,17.0
CDSCode,55724135530175.0
Year,17.0
CDSCode,55724135530191.0
Year,17.0
CDSCode,55724135536750.0
Year,17.0
CDSCode,55751845530076.0
Year,17.0
CDSCode,55751845530084.0
Year,17.0
CDSCode,56105610109900.0
Year,17.0
CDSCode,56105615630223.0
Year,17.0
CDSCode,56105615630397.0
Year,17.0
CDSCode,56724540124750.0
Year,17.0
CDSCode,56724545630173.0
Year,17.0
CDSCode,56724545632021.0
Year,17.0
CDSCode,56725205631817.0
Year,17.0
CDSCode,56725205634076.0
Year,17.0
CDSCode,56725460120634.0
Year,17.0
CDSCode,56725460125674.0
Year,17.0
CDSCode,56725460131698.0
Year,17.0
CDSCode,56725460136804.0
Year,17.0
CDSCode,56725460141838.0
Year,17.0
CDSCode,56725465630066.0
Year,17.0
CDSCode,56725465630389.0
Year,17.0
CDSCode,56725465631619.0
Year,17.0
CDSCode,56725465631742.0
Year,17.0
CDSCode,56725465632849.0
Year,17.0
CDSCode,56725465634548.0
Year,17.0
CDSCode,56725465634761.0
Year,17.0
CDSCode,56726035630322.0
Year,17.0
CDSCode,56726035634993.0
Year,17.0
CDSCode,56726035635008.0
Year,17.0
CDSCode,56726035635933.0
Year,17.0
CDSCode,56726035636188.0
Year,17.0
CDSCode,56726525630272.0
Year,17.0
CDSCode,56726525630298.0
Year,17.0
CDSCode,56726525630348.0
Year,17.0
CDSCode,56726525630793.0
Year,17.0
CDSCode,56726525637814.0
Year,17.0
CDSCode,56726525637822.0
Year,17.0
CDSCode,56737595630108.0
Year,17.0
CDSCode,56737595630116.0
Year,17.0
CDSCode,56737595633748.0
Year,17.0
CDSCode,56737595637004.0
Year,17.0
CDSCode,56738745630132.0
Year,17.0
CDSCode,56738745630199.0
Year,17.0
CDSCode,56739400121426.0
Year,17.0
CDSCode,56739405630371.0
Year,17.0
CDSCode,56739405633250.0
Year,17.0
CDSCode,56768285635776.0
Year,17.0
CDSCode,56768285636170.0
Year,17.0
CDSCode,57105790113787.0
Year,17.0
CDSCode,57105795730106.0
Year,17.0
CDSCode,57726780119578.0
Year,17.0
CDSCode,57726785732201.0
Year,17.0
CDSCode,57726785732219.0
Year,17.0
CDSCode,57726865730056.0
Year,17.0
CDSCode,57726865732904.0
Year,17.0
CDSCode,57726940135939.0
Year,17.0
CDSCode,57726945735154.0
Year,17.0
CDSCode,57726945739552.0
Year,17.0
CDSCode,57727025730049.0
Year,17.0
CDSCode,57727025738505.0
Year,17.0
CDSCode,57727100101162.0
Year,17.0
CDSCode,57727105738802.0
Year,17.0
CDSCode,57727105738810.0
Year,17.0
CDSCode,57746255790019.0
Year,17.0
CDSCode,58105870113274.0
Year,17.0
CDSCode,58105875830047.0
Year,17.0
CDSCode,58727360131599.0
Year,17.0
CDSCode,58727365830013.0
Year,17.0
CDSCode,58727365830096.0
Year,17.0
CDSCode,58727365830138.0
Year,17.0
CDSCode,58727365835202.0
Year,17.0
CDSCode,58727690123570.0
Year,17.0
CDSCode,58727690133751.0
Year,17.0
CDSCode,58727695838305.0
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
CDSCode,
Year,17.0
