,,,DATA AS OF: FEBRUARY 2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,




School Code ,School Name ,Grade,# of English Language Arts (ELA) Test Takers,ELA -  # Level 1,ELA - # Level 2,ELA - # Level 3,ELA - # Level 4,ELA - # Level 5,ELA # Proficient,ELA - % Level 1,ELA - % Level 2,ELA - % Level 3,ELA - % Level 4,ELA - % Level 5,ELA - % Proficient,# Math Test Takers,Math - # Level 1,Math - # Level 2,Math - # Level 3,Math - # Level 4,Math - # Level 5,Math - # Proficient,Math - % Level 1,Math - % Level 2,Math - % Level 3,Math - % Level 4,Math - % Level 5,Math - % Proficient,NCSC ELA # of Test Takers,NCSC ELA - # Level 1,NCSC ELA - # Level 2,NCSC ELA - # Level 3,NCSC ELA - # Level 4,NCSC ELA - # Proficient,NCSC ELA - % Level 1,NCSC ELA - % Level 2,NCSC ELA - % Level 3,NCSC ELA - % Level 4,NCSC ELA - % Proficient,NCSC Math - # Test Takers,NCSC Math - # Level 1,NCSC Math - # Level 2,NCSC Math - # Level 3,NCSC Math - # Level 4,NCSC Math - # Proficient,NCSC Math - % Level 1,NCSC Math - % Level 2,NCSC Math - % Level 3,NCSC Math - % Level 4,NCSC Math - % Proficient,ELA - # of All (PARCC & NCSC) Test Takers,ELA - # of All (PARCC & NCSC)  Proficient,ELA - % of All (PARCC & NCSC) Proficient,Math - # of All (PARCC & NCSC) Test Takers,Math - # All (PARCC & NCSC) All Proficient,Math - % All (PARCC & NCSC) Proficient
247,C W Harris ES,3,42,29,12,1,0,0,0,0.69047619047619002,0.28571428571428598,2.3809523809523801E-2,0,0,0,41,16,10,13,2,0,2,0.39024390243902402,0.24390243902438999,0.31707317073170699,4.8780487804878099E-2,0,4.8780487804878099E-2,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,42,0,0,41,2,4.8780487804878099E-2
247,C W Harris ES,4,28,16,9,3,0,0,0,0.57142857142857095,0.32142857142857101,0.107142857142857,0,0,0,28,21,6,1,0,0,0,0.75,0.214285714285714,3.5714285714285698E-2,0,0,0,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,28,0,0,28,0,0
247,C W Harris ES,5,18,7,7,3,1,0,1,0.38888888888888901,0.38888888888888901,0.16666666666666699,5.5555555555555601E-2,0,5.5555555555555601E-2,18,12,5,1,0,0,0,0.66666666666666696,0.27777777777777801,5.5555555555555601E-2,0,0,0,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,18,1,5.5555555555555601E-2,18,0,0
247,C W Harris ES,All,88,52,28,7,1,0,1,0.59090909090909105,0.31818181818181801,7.9545454545454503E-2,1.13636363636364E-2,0,1.13636363636364E-2,87,49,21,15,2,0,2,0.56321839080459801,0.24137931034482801,0.17241379310344801,2.2988505747126398E-2,0,2.2988505747126398E-2,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,88,1,1.13636363636364E-2,87,2,2.2988505747126398E-2
249,Hendley ES,3,71,59,9,1,2,0,2,0.83098591549295797,0.12676056338028199,1.4084507042253501E-2,2.8169014084507001E-2,0,2.8169014084507001E-2,73,51,18,3,1,0,1,0.69863013698630105,0.24657534246575299,4.1095890410958902E-2,1.3698630136986301E-2,0,1.3698630136986301E-2,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,72,2,2.7777777777777801E-2,74,1,1.35135135135135E-2
249,Hendley ES,4,59,42,9,7,1,0,1,0.71186440677966101,0.152542372881356,0.11864406779661001,1.6949152542372899E-2,0,1.6949152542372899E-2,60,39,18,2,1,0,1,0.65,0.3,3.3333333333333298E-2,1.6666666666666701E-2,0,1.6666666666666701E-2,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,59,1,1.6949152542372899E-2,60,1,1.6666666666666701E-2
249,Hendley ES,5,64,31,30,2,1,0,1,0.484375,0.46875,3.125E-2,1.5625E-2,0,1.5625E-2,63,11,30,21,1,0,1,0.17460317460317501,0.476190476190476,0.33333333333333298,1.58730158730159E-2,0,1.58730158730159E-2,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,64,1,1.5625E-2,63,1,1.58730158730159E-2
249,Hendley ES,All,194,132,48,10,4,0,4,0.68041237113402098,0.247422680412371,5.1546391752577303E-2,2.06185567010309E-2,0,2.06185567010309E-2,196,101,66,26,3,0,3,0.51530612244898,0.33673469387755101,0.13265306122449,1.53061224489796E-2,0,1.53061224489796E-2,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,195,4,2.0512820512820499E-2,197,3,1.5228426395939101E-2
251,Houston ES,3,33,21,9,3,0,0,0,0.63636363636363602,0.27272727272727298,9.0909090909090898E-2,0,0,0,32,13,14,3,2,0,2,0.40625,0.4375,9.375E-2,6.25E-2,0,6.25E-2,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,33,0,0,32,2,6.25E-2
251,Houston ES,4,17,10,6,1,0,0,0,0.58823529411764697,0.35294117647058798,5.8823529411764698E-2,0,0,0,18,9,9,0,0,0,0,0.5,0.5,0,0,0,0,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,17,0,0,18,0,0
251,Houston ES,5,36,17,14,4,1,0,1,0.47222222222222199,0.38888888888888901,0.11111111111111099,2.7777777777777801E-2,0,2.7777777777777801E-2,36,15,16,3,2,0,2,0.41666666666666702,0.44444444444444398,8.3333333333333301E-2,5.5555555555555601E-2,0,5.5555555555555601E-2,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,36,1,2.7777777777777801E-2,36,2,5.5555555555555601E-2
251,Houston ES,All,86,48,29,8,1,0,1,0.55813953488372103,0.337209302325581,9.3023255813953501E-2,1.16279069767442E-2,0,1.16279069767442E-2,86,37,39,6,4,0,4,0.43023255813953498,0.45348837209302301,6.9767441860465101E-2,4.6511627906976702E-2,0,4.6511627906976702E-2,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,86,1,1.16279069767442E-2,86,4,4.6511627906976702E-2
252,Hyde Addison ES,3,56,6,10,16,22,2,24,0.107142857142857,0.17857142857142899,0.28571428571428598,0.39285714285714302,3.5714285714285698E-2,0.42857142857142899,57,3,11,17,20,6,26,5.2631578947368397E-2,0.19298245614035101,0.29824561403508798,0.35087719298245601,0.105263157894737,0.45614035087719301,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,56,24,0.42857142857142899,57,26,0.45614035087719301
252,Hyde Addison ES,4,52,1,5,8,26,12,38,1.9230769230769201E-2,9.6153846153846201E-2,0.15384615384615399,0.5,0.230769230769231,0.73076923076923095,52,1,5,15,21,10,31,1.9230769230769201E-2,9.6153846153846201E-2,0.28846153846153799,0.40384615384615402,0.19230769230769201,0.59615384615384603,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,52,38,0.73076923076923095,52,31,0.59615384615384603
252,Hyde Addison ES,5,27,1,6,8,11,1,12,3.7037037037037E-2,0.22222222222222199,0.296296296296296,0.407407407407407,3.7037037037037E-2,0.44444444444444398,27,2,5,11,8,1,9,7.4074074074074098E-2,0.18518518518518501,0.407407407407407,0.296296296296296,3.7037037037037E-2,0.33333333333333298,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,27,12,0.44444444444444398,27,9,0.33333333333333298
252,Hyde Addison ES,All,135,8,21,32,59,15,74,5.9259259259259303E-2,0.155555555555556,0.23703703703703699,0.437037037037037,0.11111111111111099,0.54814814814814805,136,6,21,43,49,17,66,4.4117647058823498E-2,0.154411764705882,0.316176470588235,0.36029411764705899,0.125,0.48529411764705899,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,135,74,0.54814814814814805,136,66,0.48529411764705899
254,Janney ES,3,84,3,5,16,53,7,60,3.5714285714285698E-2,5.95238095238095E-2,0.19047619047618999,0.63095238095238104,8.3333333333333301E-2,0.71428571428571397,86,0,8,21,38,19,57,0,9.3023255813953501E-2,0.24418604651162801,0.44186046511627902,0.22093023255814001,0.662790697674419,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,84,60,0.71428571428571397,86,57,0.662790697674419
254,Janney ES,4,96,1,5,12,62,16,78,1.0416666666666701E-2,5.2083333333333301E-2,0.125,0.64583333333333304,0.16666666666666699,0.8125,96,3,11,21,52,9,61,3.125E-2,0.114583333333333,0.21875,0.54166666666666696,9.375E-2,0.63541666666666696,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,96,78,0.8125,96,61,0.63541666666666696
254,Janney ES,5,78,1,2,5,55,15,70,1.2820512820512799E-2,2.5641025641025599E-2,6.4102564102564097E-2,0.70512820512820495,0.19230769230769201,0.89743589743589702,78,0,10,12,45,11,56,0,0.128205128205128,0.15384615384615399,0.57692307692307698,0.141025641025641,0.71794871794871795,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,78,70,0.89743589743589702,78,56,0.71794871794871795
254,Janney ES,All,258,5,12,33,170,38,208,1.9379844961240299E-2,4.6511627906976702E-2,0.127906976744186,0.65891472868217005,0.14728682170542601,0.806201550387597,260,3,29,54,135,39,174,1.1538461538461499E-2,0.111538461538462,0.20769230769230801,0.51923076923076905,0.15,0.66923076923076896,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,258,208,0.806201550387597,260,174,0.66923076923076896
257,Ketcham ES,3,34,17,12,2,3,0,3,0.5,0.35294117647058798,5.8823529411764698E-2,8.8235294117647106E-2,0,8.8235294117647106E-2,33,8,15,5,5,0,5,0.24242424242424199,0.45454545454545497,0.15151515151515199,0.15151515151515199,0,0.15151515151515199,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,34,3,8.8235294117647106E-2,33,5,0.15151515151515199
257,Ketcham ES,4,19,5,6,8,0,0,0,0.26315789473684198,0.31578947368421101,0.42105263157894701,0,0,0,18,2,8,5,3,0,3,0.11111111111111099,0.44444444444444398,0.27777777777777801,0.16666666666666699,0,0.16666666666666699,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,19,0,0,18,3,0.16666666666666699
257,Ketcham ES,5,32,14,9,5,4,0,4,0.4375,0.28125,0.15625,0.125,0,0.125,32,4,14,9,5,0,5,0.125,0.4375,0.28125,0.15625,0,0.15625,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,32,4,0.125,32,5,0.15625
257,Ketcham ES,All,85,36,27,15,7,0,7,0.42352941176470599,0.317647058823529,0.17647058823529399,8.2352941176470601E-2,0,8.2352941176470601E-2,83,14,37,19,13,0,13,0.16867469879518099,0.44578313253011997,0.22891566265060201,0.156626506024096,0,0.156626506024096,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,85,7,8.2352941176470601E-2,83,13,0.156626506024096
