,,,DATA AS OF: FEBRUARY 2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,




School Code ,School Name ,Grade,# of English Language Arts (ELA) Test Takers,ELA -  # Level 1,ELA - # Level 2,ELA - # Level 3,ELA - # Level 4,ELA - # Level 5,ELA # Proficient,ELA - % Level 1,ELA - % Level 2,ELA - % Level 3,ELA - % Level 4,ELA - % Level 5,ELA - % Proficient,# Math Test Takers,Math - # Level 1,Math - # Level 2,Math - # Level 3,Math - # Level 4,Math - # Level 5,Math - # Proficient,Math - % Level 1,Math - % Level 2,Math - % Level 3,Math - % Level 4,Math - % Level 5,Math - % Proficient,NCSC ELA # of Test Takers,NCSC ELA - # Level 1,NCSC ELA - # Level 2,NCSC ELA - # Level 3,NCSC ELA - # Level 4,NCSC ELA - # Proficient,NCSC ELA - % Level 1,NCSC ELA - % Level 2,NCSC ELA - % Level 3,NCSC ELA - % Level 4,NCSC ELA - % Proficient,NCSC Math - # Test Takers,NCSC Math - # Level 1,NCSC Math - # Level 2,NCSC Math - # Level 3,NCSC Math - # Level 4,NCSC Math - # Proficient,NCSC Math - % Level 1,NCSC Math - % Level 2,NCSC Math - % Level 3,NCSC Math - % Level 4,NCSC Math - % Proficient,ELA - # of All (PARCC & NCSC) Test Takers,ELA - # of All (PARCC & NCSC)  Proficient,ELA - % of All (PARCC & NCSC) Proficient,Math - # of All (PARCC & NCSC) Test Takers,Math - # All (PARCC & NCSC) All Proficient,Math - % All (PARCC & NCSC) Proficient
454,Cardozo EC,7,19,15,3,1,0,0,0,0.78947368421052599,0.157894736842105,5.2631578947368397E-2,0,0,0,24,17,5,2,0,0,0,0.70833333333333304,0.20833333333333301,8.3333333333333301E-2,0,0,0,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,25,2,0.08,30,4,0.133333333333333
454,Cardozo EC,8,35,27,6,0,2,0,2,0.77142857142857102,0.17142857142857101,0,5.7142857142857099E-2,0,5.7142857142857099E-2,44,35,6,1,2,0,2,0.79545454545454497,0.13636363636363599,2.27272727272727E-2,4.5454545454545497E-2,0,4.5454545454545497E-2,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,37,2,5.4054054054054099E-2,46,3,6.5217391304347797E-2
454,Cardozo EC,HS,67,43,9,11,4,0,4,0.64179104477611904,0.134328358208955,0.164179104477612,5.9701492537313397E-2,0,5.9701492537313397E-2,100,46,45,9,0,0,0,0.46,0.45,0.09,0,0,0,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,70,6,8.5714285714285701E-2,103,3,2.9126213592233E-2
454,Cardozo EC,All,142,97,23,15,7,0,7,0.68309859154929597,0.161971830985915,0.105633802816901,4.92957746478873E-2,0,4.92957746478873E-2,186,102,66,15,3,0,3,0.54838709677419395,0.35483870967741898,8.0645161290322606E-2,1.6129032258064498E-2,0,1.6129032258064498E-2,12,7,1,2,2,4,0.58333333333333304,8.3333333333333301E-2,0.16666666666666699,0.16666666666666699,0.33333333333333298,12,1,3,5,3,8,8.3333333333333301E-2,0.25,0.41666666666666702,0.25,0.66666666666666696,154,11,7.1428571428571397E-2,198,11,5.5555555555555601E-2
455,Coolidge HS,HS,71,35,19,11,6,0,6,0.49295774647887303,0.26760563380281699,0.154929577464789,8.4507042253521097E-2,0,8.4507042253521097E-2,53,15,34,4,0,0,0,0.28301886792452802,0.64150943396226401,7.5471698113207503E-2,0,0,0,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,71,6,8.4507042253521097E-2,53,0,0
455,Coolidge HS,All,71,35,19,11,6,0,6,0.49295774647887303,0.26760563380281699,0.154929577464789,8.4507042253521097E-2,0,8.4507042253521097E-2,53,15,34,4,0,0,0,0.28301886792452802,0.64150943396226401,7.5471698113207503E-2,0,0,0,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,71,6,8.4507042253521097E-2,53,0,0
456,Roosevelt STAY,HS,n < 10,,,,,,,,,,,,,n < 10,,,,,,,,,,,,,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,n < 10,,,n < 10,,
456,Roosevelt STAY,All,n < 10,,,,,,,,,,,,,n < 10,,,,,,,,,,,,,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,n < 10,,,n < 10,,
457,Eastern HS,HS,233,140,43,25,23,2,25,0.60085836909871204,0.184549356223176,0.10729613733905601,9.8712446351931299E-2,8.58369098712446E-3,0.10729613733905601,248,72,143,29,4,0,4,0.29032258064516098,0.57661290322580605,0.116935483870968,1.6129032258064498E-2,0,1.6129032258064498E-2,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,239,29,0.121338912133891,254,7,2.7559055118110201E-2
457,Eastern HS,All,233,140,43,25,23,2,25,0.60085836909871204,0.184549356223176,0.10729613733905601,9.8712446351931299E-2,8.58369098712446E-3,0.10729613733905601,248,72,143,29,4,0,4,0.29032258064516098,0.57661290322580605,0.116935483870968,1.6129032258064498E-2,0,1.6129032258064498E-2,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,239,29,0.121338912133891,254,7,2.7559055118110201E-2
458,McKinley Technology HS,HS,135,13,28,53,35,6,41,9.6296296296296297E-2,0.20740740740740701,0.39259259259259299,0.25925925925925902,4.4444444444444398E-2,0.30370370370370398,157,13,57,77,10,0,10,8.2802547770700605E-2,0.36305732484076397,0.49044585987261102,6.3694267515923594E-2,0,6.3694267515923594E-2,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,135,41,0.30370370370370398,157,10,6.3694267515923594E-2
458,McKinley Technology HS,All,135,13,28,53,35,6,41,9.6296296296296297E-2,0.20740740740740701,0.39259259259259299,0.25925925925925902,4.4444444444444398E-2,0.30370370370370398,157,13,57,77,10,0,10,8.2802547770700605E-2,0.36305732484076397,0.49044585987261102,6.3694267515923594E-2,0,6.3694267515923594E-2,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,135,41,0.30370370370370398,157,10,6.3694267515923594E-2
459,Roosevelt HS,HS,65,48,11,6,0,0,0,0.73846153846153895,0.16923076923076899,9.2307692307692299E-2,0,0,0,74,36,31,7,0,0,0,0.48648648648648701,0.41891891891891903,9.45945945945946E-2,0,0,0,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,66,0,0,75,0,0
459,Roosevelt HS,All,65,48,11,6,0,0,0,0.73846153846153895,0.16923076923076899,9.2307692307692299E-2,0,0,0,74,36,31,7,0,0,0,0.48648648648648701,0.41891891891891903,9.45945945945946E-2,0,0,0,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,66,0,0,75,0,0
462,Ballou STAY,HS,n < 10,,,,,,,,,,,,,n < 10,,,,,,,,,,,,,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,n < 10,,,n < 10,,
462,Ballou STAY,All,n < 10,,,,,,,,,,,,,n < 10,,,,,,,,,,,,,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,n < 10,,,n < 10,,
463,Wilson HS,HS,317,46,58,55,99,59,158,0.14511041009463699,0.182965299684543,0.173501577287066,0.31230283911671902,0.18611987381703499,0.49842271293375401,279,34,134,89,21,1,22,0.121863799283154,0.48028673835125402,0.318996415770609,7.5268817204301106E-2,3.5842293906810001E-3,7.8853046594982101E-2,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,317,158,0.49842271293375401,279,22,7.8853046594982101E-2
463,Wilson HS,All,317,46,58,55,99,59,158,0.14511041009463699,0.182965299684543,0.173501577287066,0.31230283911671902,0.18611987381703499,0.49842271293375401,279,34,134,89,21,1,22,0.121863799283154,0.48028673835125402,0.318996415770609,7.5268817204301106E-2,3.5842293906810001E-3,7.8853046594982101E-2,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,317,158,0.49842271293375401,279,22,7.8853046594982101E-2
464,Woodson H D HS,HS,118,90,26,2,0,0,0,0.76271186440677996,0.22033898305084701,1.6949152542372899E-2,0,0,0,75,25,47,3,0,0,0,0.33333333333333298,0.62666666666666704,0.04,0,0,0,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,119,1,8.4033613445378096E-3,76,1,1.3157894736842099E-2
464,Woodson H D HS,All,118,90,26,2,0,0,0,0.76271186440677996,0.22033898305084701,1.6949152542372899E-2,0,0,0,75,25,47,3,0,0,0,0.33333333333333298,0.62666666666666704,0.04,0,0,0,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,119,1,8.4033613445378096E-3,76,1,1.3157894736842099E-2
466,School Without Walls HS,HS,143,0,0,5,49,89,138,0,0,3.4965034965035002E-2,0.34265734265734299,0.62237762237762195,0.965034965034965,100,0,2,22,69,7,76,0,0.02,0.22,0.69,7.0000000000000007E-2,0.76,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,143,138,0.965034965034965,100,76,0.76
466,School Without Walls HS,All,143,0,0,5,49,89,138,0,0,3.4965034965035002E-2,0.34265734265734299,0.62237762237762195,0.965034965034965,100,0,2,22,69,7,76,0,0.02,0.22,0.69,7.0000000000000007E-2,0.76,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,143,138,0.965034965034965,100,76,0.76
467,Dunbar HS,HS,97,46,26,17,8,0,8,0.47422680412371099,0.268041237113402,0.17525773195876301,8.2474226804123696E-2,0,8.2474226804123696E-2,89,23,61,5,0,0,0,0.25842696629213502,0.68539325842696597,5.6179775280898903E-2,0,0,0,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,99,9,9.0909090909090898E-2,91,2,2.1978021978022001E-2
467,Dunbar HS,All,97,46,26,17,8,0,8,0.47422680412371099,0.268041237113402,0.17525773195876301,8.2474226804123696E-2,0,8.2474226804123696E-2,89,23,61,5,0,0,0,0.25842696629213502,0.68539325842696597,5.6179775280898903E-2,0,0,0,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,99,9,9.0909090909090898E-2,91,2,2.1978021978022001E-2
471,Ellington School of the Arts,HS,125,19,21,23,50,12,62,0.152,0.16800000000000001,0.184,0.4,9.6000000000000002E-2,0.496,100,16,43,38,3,0,3,0.16,0.43,0.38,0.03,0,0.03,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,125,62,0.496,100,3,0.03
471,Ellington School of the Arts,All,125,19,21,23,50,12,62,0.152,0.16800000000000001,0.184,0.4,9.6000000000000002E-2,0.496,100,16,43,38,3,0,3,0.16,0.43,0.38,0.03,0,0.03,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,125,62,0.496,100,3,0.03
474,Washington Metropolitan HS,HS,n < 10,,,,,,,,,,,,,n < 10,,,,,,,,,,,,,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,n < 10,,,n < 10,,
474,Washington Metropolitan HS,All,n < 10,,,,,,,,,,,,,n < 10,,,,,,,,,,,,,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,n < 10,,,n < 10,,
478,Phelps ACE HS,HS,118,33,28,37,20,0,20,0.27966101694915302,0.23728813559322001,0.31355932203389802,0.169491525423729,0,0.169491525423729,109,17,63,26,3,0,3,0.155963302752294,0.57798165137614699,0.23853211009174299,2.7522935779816501E-2,0,2.7522935779816501E-2,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,118,20,0.169491525423729,109,3,2.7522935779816501E-2
478,Phelps ACE HS,All,118,33,28,37,20,0,20,0.27966101694915302,0.23728813559322001,0.31355932203389802,0.169491525423729,0,0.169491525423729,109,17,63,26,3,0,3,0.155963302752294,0.57798165137614699,0.23853211009174299,2.7522935779816501E-2,0,2.7522935779816501E-2,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,118,20,0.169491525423729,109,3,2.7522935779816501E-2
884,Luke Moore HS,HS,24,17,3,3,1,0,1,0.70833333333333304,0.125,0.125,4.1666666666666699E-2,0,4.1666666666666699E-2,31,11,18,2,0,0,0,0.35483870967741898,0.58064516129032295,6.4516129032258104E-2,0,0,0,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,24,1,4.1666666666666699E-2,31,0,0
884,Luke Moore HS,All,24,17,3,3,1,0,1,0.70833333333333304,0.125,0.125,4.1666666666666699E-2,0,4.1666666666666699E-2,31,11,18,2,0,0,0,0.35483870967741898,0.58064516129032295,6.4516129032258104E-2,0,0,0,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,24,1,4.1666666666666699E-2,31,0,0
943,School Within School,3,39,2,3,16,17,1,18,5.1282051282051301E-2,7.69230769230769E-2,0.41025641025641002,0.43589743589743601,2.5641025641025599E-2,0.46153846153846201,39,1,5,11,17,5,22,2.5641025641025599E-2,0.128205128205128,0.28205128205128199,0.43589743589743601,0.128205128205128,0.56410256410256399,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,39,18,0.46153846153846201,39,22,0.56410256410256399
943,School Within School,All,39,2,3,16,17,1,18,5.1282051282051301E-2,7.69230769230769E-2,0.41025641025641002,0.43589743589743601,2.5641025641025599E-2,0.46153846153846201,39,1,5,11,17,5,22,2.5641025641025599E-2,0.128205128205128,0.28205128205128199,0.43589743589743601,0.128205128205128,0.56410256410256399,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,39,18,0.46153846153846201,39,22,0.56410256410256399
950,Incarcerated Youth Program,HS,n < 10,,,,,,,,,,,,,n < 10,,,,,,,,,,,,,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,n < 10,,,n < 10,,
950,Incarcerated Youth Program,All,n < 10,,,,,,,,,,,,,n < 10,,,,,,,,,,,,,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,n < 10,,,n < 10,,
DCPS,DC Public Schools,3,3402,1254,721,613,750,64,814,0.36860670194003498,0.211934156378601,0.180188124632569,0.220458553791887,1.8812463256907701E-2,0.239271017048795,3403,726,801,867,815,194,1009,0.213341169556274,0.23538054657655,0.254775198354393,0.239494563620335,5.7008521892447803E-2,0.29650308551278298,29,11,8,5,5,10,0.37931034482758602,0.27586206896551702,0.17241379310344801,0.17241379310344801,0.34482758620689702,28,4,10,7,7,14,0.14285714285714299,0.35714285714285698,0.25,0.25,0.5,3431,824,0.240163217720781,3431,1023,0.29816380064121201
DCPS,DC Public Schools,4,3137,761,757,750,688,181,869,0.2425884603124,0.24131335671023299,0.23908192540643899,0.21931781957283999,5.7698437998087299E-2,0.27701625757092802,3144,636,864,751,786,107,893,0.20229007633587801,0.27480916030534402,0.23886768447837201,0.25,3.4033078880407103E-2,0.28403307888040702,36,12,7,17,0,17,0.33333333333333298,0.194444444444444,0.47222222222222199,0,0.47222222222222199,36,12,6,9,9,18,0.33333333333333298,0.16666666666666699,0.25,0.25,0.5,3173,886,0.27923101166088898,3180,911,0.28647798742138397
DCPS,DC Public Schools,5,2636,674,736,600,559,67,626,0.25569044006069802,0.27921092564491701,0.22761760242792101,0.21206373292868,2.5417298937784501E-2,0.23748103186646399,2650,459,881,692,526,92,618,0.17320754716981099,0.33245283018867899,0.26113207547169798,0.19849056603773599,3.4716981132075497E-2,0.23320754716981101,34,10,9,12,3,15,0.29411764705882398,0.26470588235294101,0.35294117647058798,8.8235294117647106E-2,0.441176470588235,34,2,13,15,4,19,5.8823529411764698E-2,0.38235294117647101,0.441176470588235,0.11764705882352899,0.55882352941176505,2670,641,0.24007490636704101,2684,637,0.23733233979135601
DCPS,DC Public Schools,6,2055,573,555,457,375,95,470,0.27883211678832098,0.27007299270072999,0.22238442822384399,0.18248175182481799,4.6228710462287097E-2,0.22871046228710501,2045,517,648,480,359,41,400,0.25281173594132,0.31687041564792201,0.234718826405868,0.17555012224938901,2.0048899755501198E-2,0.19559902200488999,37,6,12,11,8,19,0.162162162162162,0.32432432432432401,0.29729729729729698,0.21621621621621601,0.51351351351351304,37,13,3,9,12,21,0.35135135135135098,8.1081081081081099E-2,0.24324324324324301,0.32432432432432401,0.56756756756756799,2092,489,0.23374760994263899,2082,421,0.202209414024976
DCPS,DC Public Schools,7,2048,710,447,394,309,188,497,0.3466796875,0.21826171875,0.1923828125,0.15087890625,9.1796875E-2,0.24267578125,2022,505,702,508,295,12,307,0.24975272007912999,0.34718100890207698,0.25123639960435201,0.14589515331355099,5.9347181008902097E-3,0.15182987141444099,55,15,9,13,18,31,0.27272727272727298,0.163636363636364,0.236363636363636,0.32727272727272699,0.56363636363636405,55,3,14,23,15,38,5.4545454545454501E-2,0.25454545454545502,0.41818181818181799,0.27272727272727298,0.69090909090909103,2103,528,0.25106990014265301,2077,345,0.16610495907559
DCPS,DC Public Schools,8,2230,783,486,421,400,140,540,0.351121076233184,0.21793721973094199,0.188789237668161,0.179372197309417,6.2780269058296007E-2,0.24215246636771301,2256,818,681,482,263,12,275,0.36258865248227001,0.30186170212766,0.21365248226950401,0.11657801418439701,5.31914893617021E-3,0.121897163120567,35,11,8,9,7,16,0.314285714285714,0.22857142857142901,0.25714285714285701,0.2,0.45714285714285702,35,6,9,10,10,20,0.17142857142857101,0.25714285714285701,0.28571428571428598,0.28571428571428598,0.57142857142857095,2265,556,0.245474613686534,2291,295,0.12876473155827201
DCPS,DC Public Schools,HS,2194,880,381,341,402,190,592,0.40109389243391103,0.17365542388331801,0.15542388331814,0.18322698268003601,8.6599817684594294E-2,0.26982680036463103,2005,480,932,438,147,8,155,0.239401496259352,0.46483790523690799,0.218453865336658,7.3316708229426403E-2,3.9900249376558601E-3,7.7306733167082295E-2,21,5,3,10,3,13,0.238095238095238,0.14285714285714299,0.476190476190476,0.14285714285714299,0.61904761904761896,21,0,8,6,7,13,0,0.38095238095238099,0.28571428571428598,0.33333333333333298,0.61904761904761896,2215,605,0.27313769751693001,2026,168,8.2922013820335594E-2
DCPS,DC Public Schools,All,17702,5635,4083,3576,3483,925,4408,0.31832561292509298,0.23065190373969,0.20201107219523201,0.19675742853914799,5.2253982600836101E-2,0.24901141113998401,17525,4141,5509,4218,3191,466,3657,0.23629101283880199,0.31435092724678998,0.24068473609129801,0.182082738944365,2.6590584878744699E-2,0.20867332382310999,247,70,56,77,44,121,0.28340080971659898,0.22672064777327899,0.311740890688259,0.178137651821862,0.48987854251012097,246,40,63,79,64,143,0.16260162601625999,0.25609756097560998,0.32113821138211401,0.26016260162601601,0.58130081300812997,17949,4529,0.252326034876595,17771,3800,0.213831523268246
