School Code ,School Name ,Grade,# of English Language Arts (ELA) Test Takers,ELA -  # Level 1,ELA - # Level 2,ELA - # Level 3,ELA - # Level 4,ELA - # Level 5,ELA # Proficient,ELA - % Level 1,ELA - % Level 2,ELA - % Level 3,ELA - % Level 4,ELA - % Level 5,ELA - % Proficient,# Math Test Takers,Math - # Level 1,Math - # Level 2,Math - # Level 3,Math - # Level 4,Math - # Level 5,Math - # Proficient,Math - % Level 1,Math - % Level 2,Math - % Level 3,Math - % Level 4,Math - % Level 5,Math - % Proficient,MSAA - # of English Language Arts (ELA) Test Takers,MSAA - ELA -  # Level 1,MSAA - ELA - # Level 2,MSAA - ELA - # Level 3,MSAA - ELA - # Level 4,MSAA - ELA # Proficient,MSAA - ELA - % Level 1,MSAA - ELA - % Level 2,MSAA - ELA - % Level 3,MSAA - ELA - % Level 4,MSAA - ELA - % Proficient,MSAA - # of Math Test Takers,MSAA - Math -  # Level 1,MSAA - Math - # Level 2,MSAA - Math - # Level 3,MSAA - Math - # Level 4,MSAA - Math # Proficient,MSAA - Math - % Level 1,MSAA - Math - % Level 2,MSAA - Math - % Level 3,MSAA - Math - % Level 4,MSAA - Math - % Proficient
258,Hearst Elementary School,3,47,1,4,8,30,4,34,2.13E-02,8.51E-02,0.17,0.638,8.51E-02,0.723,47,3,3,10,23,8,31,6.38E-02,6.38E-02,0.213,0.489,0.17,0.66,.,,,,,,,,,,,.,,,,,,,,,,
258,Hearst Elementary School,4,37,4,5,13,11,4,15,0.108,0.135,0.351,0.297,0.108,0.405,37,2,6,10,14,5,19,5.41E-02,0.162,0.27,0.378,0.135,0.514,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
258,Hearst Elementary School,5,36,3,2,7,18,6,24,8.33E-02,5.56E-02,0.194,0.5,0.167,0.667,36,3,4,7,12,10,22,8.33E-02,0.111,0.194,0.333,0.278,0.611,.,,,,,,,,,,,.,,,,,,,,,,
258,Hearst Elementary School,ALL,120,8,11,28,59,14,73,6.67E-02,9.17E-02,0.233,0.492,0.117,0.608,120,8,13,27,49,23,72,6.67E-02,0.108,0.225,0.408,0.192,0.6,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
259,Kimball Elementary School @ Davis,3,34,18,5,4,7,0,7,0.529,0.147,0.118,0.206,0,0.206,34,12,7,7,8,0,8,0.353,0.206,0.206,0.235,0,0.235,.,,,,,,,,,,,.,,,,,,,,,,
259,Kimball Elementary School @ Davis,4,58,10,17,15,11,5,16,0.172,0.293,0.259,0.19,8.62E-02,0.276,58,12,20,14,11,1,12,0.207,0.345,0.241,0.19,1.72E-02,0.207,.,,,,,,,,,,,.,,,,,,,,,,
259,Kimball Elementary School @ Davis,5,50,9,17,19,5,0,5,0.18,0.34,0.38,0.1,0,0.1,49,5,10,24,10,0,10,0.102,0.204,0.49,0.204,0,0.204,.,,,,,,,,,,,.,,,,,,,,,,
259,Kimball Elementary School @ Davis,ALL,142,37,39,38,23,5,28,0.261,0.275,0.268,0.162,3.52E-02,0.197,141,29,37,45,29,1,30,0.206,0.262,0.319,0.206,7.09E-03,0.213,.,,,,,,,,,,,.,,,,,,,,,,
261,Lafayette Elementary School,3,115,6,6,19,65,19,84,5.22E-02,5.22E-02,0.165,0.565,0.165,0.73,115,4,3,8,60,40,100,3.48E-02,2.61E-02,6.96E-02,0.522,0.348,0.87,.,,,,,,,,,,,.,,,,,,,,,,
261,Lafayette Elementary School,4,126,4,7,17,46,52,98,3.17E-02,5.56E-02,0.135,0.365,0.413,0.778,126,4,5,24,76,17,93,3.17E-02,3.97E-02,0.19,0.603,0.135,0.738,.,,,,,,,,,,,.,,,,,,,,,,
261,Lafayette Elementary School,5,84,0,2,7,54,21,75,0,2.38E-02,8.33E-02,0.643,0.25,0.893,84,0,2,10,44,28,72,0,2.38E-02,0.119,0.524,0.333,0.857,.,,,,,,,,,,,.,,,,,,,,,,
261,Lafayette Elementary School,ALL,325,10,15,43,165,92,257,3.08E-02,4.62E-02,0.132,0.508,0.283,0.791,325,8,10,42,180,85,265,2.46E-02,3.08E-02,0.129,0.554,0.262,0.815,.,,,,,,,,,,,.,,,,,,,,,,
262,Langdon Elementary School,3,51,4,12,13,21,1,22,7.84E-02,0.235,0.255,0.412,1.96E-02,0.431,50,3,5,15,25,2,27,0.06,0.1,0.3,0.5,0.04,0.54,.,,,,,,,,,,,.,,,,,,,,,,
262,Langdon Elementary School,4,46,6,15,14,8,3,11,0.13,0.326,0.304,0.174,6.52E-02,0.239,46,6,16,12,11,1,12,0.13,0.348,0.261,0.239,2.17E-02,0.261,.,,,,,,,,,,,.,,,,,,,,,,
262,Langdon Elementary School,5,33,6,7,10,10,0,10,0.182,0.212,0.303,0.303,0,0.303,33,6,9,11,5,2,7,0.182,0.273,0.333,0.152,6.06E-02,0.212,.,,,,,,,,,,,.,,,,,,,,,,
262,Langdon Elementary School,ALL,130,16,34,37,39,4,43,0.123,0.262,0.285,0.3,3.08E-02,0.331,129,15,30,38,41,5,46,0.116,0.233,0.295,0.318,3.88E-02,0.357,.,,,,,,,,,,,.,,,,,,,,,,
264,LaSalle-Backus Education Campus,3,38,15,10,6,6,1,7,0.395,0.263,0.158,0.158,2.63E-02,0.184,38,11,10,11,4,2,6,0.289,0.263,0.289,0.105,5.26E-02,0.158,.,,,,,,,,,,,.,,,,,,,,,,
264,LaSalle-Backus Education Campus,4,22,2,2,7,10,1,11,9.09E-02,9.09E-02,0.318,0.455,4.55E-02,0.5,22,2,4,10,6,0,6,9.09E-02,0.182,0.455,0.273,0,0.273,.,,,,,,,,,,,.,,,,,,,,,,
264,LaSalle-Backus Education Campus,5,32,9,8,8,7,0,7,0.281,0.25,0.25,0.219,0,0.219,32,5,5,15,7,0,7,0.156,0.156,0.469,0.219,0,0.219,.,,,,,,,,,,,.,,,,,,,,,,
264,LaSalle-Backus Education Campus,6,35,6,8,11,8,2,10,0.171,0.229,0.314,0.229,5.71E-02,0.286,35,8,16,6,5,0,5,0.229,0.457,0.171,0.143,0,0.143,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
264,LaSalle-Backus Education Campus,7,37,11,5,8,10,3,13,0.297,0.135,0.216,0.27,8.11E-02,0.351,37,9,13,7,7,1,8,0.243,0.351,0.189,0.189,2.70E-02,0.216,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
264,LaSalle-Backus Education Campus,8,35,9,4,9,13,0,13,0.257,0.114,0.257,0.371,0,0.371,35,14,10,9,2,0,2,0.4,0.286,0.257,5.71E-02,0,5.71E-02,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
264,LaSalle-Backus Education Campus,ALL,199,52,37,49,54,7,61,0.261,0.186,0.246,0.271,3.52E-02,0.307,199,49,58,58,31,3,34,0.246,0.291,0.291,0.156,1.51E-02,0.171,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
266,Leckie Education Campus,3,51,17,13,13,8,0,8,0.333,0.255,0.255,0.157,0,0.157,51,11,15,14,10,1,11,0.216,0.294,0.275,0.196,1.96E-02,0.216,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
266,Leckie Education Campus,4,57,18,12,17,8,2,10,0.316,0.211,0.298,0.14,3.51E-02,0.175,56,21,19,7,9,0,9,0.375,0.339,0.125,0.161,0,0.161,.,,,,,,,,,,,.,,,,,,,,,,
266,Leckie Education Campus,5,45,11,11,10,11,2,13,0.244,0.244,0.222,0.244,4.44E-02,0.289,45,13,11,12,9,0,9,0.289,0.244,0.267,0.2,0,0.2,.,,,,,,,,,,,.,,,,,,,,,,
266,Leckie Education Campus,6,35,3,13,8,10,1,11,8.57E-02,0.371,0.229,0.286,2.86E-02,0.314,35,13,15,5,2,0,2,0.371,0.429,0.143,5.71E-02,0,5.71E-02,.,,,,,,,,,,,.,,,,,,,,,,
266,Leckie Education Campus,7,28,4,7,6,9,2,11,0.143,0.25,0.214,0.321,7.14E-02,0.393,28,3,15,7,3,0,3,0.107,0.536,0.25,0.107,0,0.107,.,,,,,,,,,,,.,,,,,,,,,,
266,Leckie Education Campus,8,21,4,6,5,3,3,6,0.19,0.286,0.238,0.143,0.143,0.286,21,10,4,2,4,1,5,0.476,0.19,9.52E-02,0.19,4.76E-02,0.238,.,,,,,,,,,,,.,,,,,,,,,,
266,Leckie Education Campus,ALL,237,57,62,59,49,10,59,0.241,0.262,0.249,0.207,4.22E-02,0.249,236,71,79,47,37,2,39,0.301,0.335,0.199,0.157,8.47E-03,0.165,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
271,Ludlow-Taylor Elementary School,3,36,2,4,6,17,7,24,5.56E-02,0.111,0.167,0.472,0.194,0.667,36,5,8,9,10,4,14,0.139,0.222,0.25,0.278,0.111,0.389,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
271,Ludlow-Taylor Elementary School,4,50,3,7,8,16,16,32,0.06,0.14,0.16,0.32,0.32,0.64,50,3,11,10,22,4,26,0.06,0.22,0.2,0.44,0.08,0.52,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
271,Ludlow-Taylor Elementary School,5,46,3,8,12,14,9,23,6.52E-02,0.174,0.261,0.304,0.196,0.5,46,5,11,8,19,3,22,0.109,0.239,0.174,0.413,6.52E-02,0.478,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
271,Ludlow-Taylor Elementary School,ALL,132,8,19,26,47,32,79,6.06E-02,0.144,0.197,0.356,0.242,0.598,132,13,30,27,51,11,62,9.85E-02,0.227,0.205,0.386,8.33E-02,0.47,11,2,4,5,0,5,0.182,0.364,0.455,0,0.455,11,2,3,4,2,6,0.182,0.273,0.364,0.182,0.545
272,Key Elementary School,3,63,2,7,14,37,3,40,3.17E-02,0.111,0.222,0.587,4.76E-02,0.635,63,0,2,12,32,17,49,0,3.17E-02,0.19,0.508,0.27,0.778,.,,,,,,,,,,,.,,,,,,,,,,
272,Key Elementary School,4,51,1,0,7,23,20,43,1.96E-02,0,0.137,0.451,0.392,0.843,51,1,1,4,31,14,45,1.96E-02,1.96E-02,7.84E-02,0.608,0.275,0.882,.,,,,,,,,,,,.,,,,,,,,,,
272,Key Elementary School,5,42,3,2,2,31,4,35,7.14E-02,4.76E-02,4.76E-02,0.738,9.52E-02,0.833,42,1,4,5,24,8,32,2.38E-02,9.52E-02,0.119,0.571,0.19,0.762,.,,,,,,,,,,,.,,,,,,,,,,
272,Key Elementary School,ALL,156,6,9,23,91,27,118,3.85E-02,5.77E-02,0.147,0.583,0.173,0.756,156,2,7,21,87,39,126,1.28E-02,4.49E-02,0.135,0.558,0.25,0.808,.,,,,,,,,,,,.,,,,,,,,,,
273,Mann Elementary School,3,67,1,2,15,44,5,49,1.49E-02,2.99E-02,0.224,0.657,7.46E-02,0.731,67,0,3,17,33,14,47,0,4.48E-02,0.254,0.493,0.209,0.701,.,,,,,,,,,,,.,,,,,,,,,,
273,Mann Elementary School,4,52,1,2,6,22,21,43,1.92E-02,3.85E-02,0.115,0.423,0.404,0.827,52,1,2,7,31,11,42,1.92E-02,3.85E-02,0.135,0.596,0.212,0.808,.,,,,,,,,,,,.,,,,,,,,,,
273,Mann Elementary School,5,40,0,1,3,19,17,36,0,2.50E-02,7.50E-02,0.475,0.425,0.9,39,0,4,8,18,9,27,0,0.103,0.205,0.462,0.231,0.692,.,,,,,,,,,,,.,,,,,,,,,,
273,Mann Elementary School,ALL,159,2,5,24,85,43,128,1.26E-02,3.14E-02,0.151,0.535,0.27,0.805,158,1,9,32,82,34,116,6.33E-03,5.70E-02,0.203,0.519,0.215,0.734,.,,,,,,,,,,,.,,,,,,,,,,
274,Maury Elementary School @ Eliot-Hine,3,51,3,1,4,27,16,43,5.88E-02,1.96E-02,7.84E-02,0.529,0.314,0.843,51,1,3,2,25,20,45,1.96E-02,5.88E-02,3.92E-02,0.49,0.392,0.882,.,,,,,,,,,,,.,,,,,,,,,,
274,Maury Elementary School @ Eliot-Hine,4,47,0,7,6,20,14,34,0,0.149,0.128,0.426,0.298,0.723,47,1,4,8,25,9,34,2.13E-02,8.51E-02,0.17,0.532,0.191,0.723,.,,,,,,,,,,,.,,,,,,,,,,
274,Maury Elementary School @ Eliot-Hine,5,32,1,3,5,14,9,23,3.13E-02,9.38E-02,0.156,0.438,0.281,0.719,32,2,6,5,13,6,19,6.25E-02,0.188,0.156,0.406,0.188,0.594,.,,,,,,,,,,,.,,,,,,,,,,
274,Maury Elementary School @ Eliot-Hine,ALL,130,4,11,15,61,39,100,3.08E-02,8.46E-02,0.115,0.469,0.3,0.769,130,4,13,15,63,35,98,3.08E-02,0.1,0.115,0.485,0.269,0.754,.,,,,,,,,,,,.,,,,,,,,,,
280,Miner Elementary School,3,36,19,7,6,4,0,4,0.528,0.194,0.167,0.111,0,0.111,36,10,14,6,5,1,6,0.278,0.389,0.167,0.139,2.78E-02,0.167,.,,,,,,,,,,,.,,,,,,,,,,
280,Miner Elementary School,4,33,14,6,6,5,2,7,0.424,0.182,0.182,0.152,6.06E-02,0.212,33,7,10,8,7,1,8,0.212,0.303,0.242,0.212,3.03E-02,0.242,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
280,Miner Elementary School,5,41,14,13,11,3,0,3,0.341,0.317,0.268,7.32E-02,0,7.32E-02,41,12,17,11,1,0,1,0.293,0.415,0.268,2.44E-02,0,2.44E-02,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
280,Miner Elementary School,ALL,110,47,26,23,12,2,14,0.427,0.236,0.209,0.109,1.82E-02,0.127,110,29,41,25,13,2,15,0.264,0.373,0.227,0.118,1.82E-02,0.136,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
284,Marie Reed Elementary School,3,53,15,11,10,15,2,17,0.283,0.208,0.189,0.283,3.77E-02,0.321,53,6,8,17,14,8,22,0.113,0.151,0.321,0.264,0.151,0.415,.,,,,,,,,,,,.,,,,,,,,,,
284,Marie Reed Elementary School,4,45,1,5,8,21,10,31,2.22E-02,0.111,0.178,0.467,0.222,0.689,45,4,5,13,18,5,23,8.89E-02,0.111,0.289,0.4,0.111,0.511,.,,,,,,,,,,,.,,,,,,,,,,
284,Marie Reed Elementary School,5,51,8,5,8,26,4,30,0.157,9.80E-02,0.157,0.51,7.84E-02,0.588,51,3,15,15,12,6,18,5.88E-02,0.294,0.294,0.235,0.118,0.353,.,,,,,,,,,,,.,,,,,,,,,,
284,Marie Reed Elementary School,ALL,149,24,21,26,62,16,78,0.161,0.141,0.174,0.416,0.107,0.523,149,13,28,45,44,19,63,8.72E-02,0.188,0.302,0.295,0.128,0.423,.,,,,,,,,,,,.,,,,,,,,,,
285,Moten Elementary School,3,41,22,11,6,2,0,2,0.537,0.268,0.146,4.88E-02,0,4.88E-02,41,9,5,14,12,1,13,0.22,0.122,0.341,0.293,2.44E-02,0.317,.,,,,,,,,,,,.,,,,,,,,,,
285,Moten Elementary School,4,47,25,10,5,6,1,7,0.532,0.213,0.106,0.128,2.13E-02,0.149,47,23,19,3,1,1,2,0.489,0.404,6.38E-02,2.13E-02,2.13E-02,4.26E-02,.,,,,,,,,,,,.,,,,,,,,,,
285,Moten Elementary School,5,44,19,11,8,5,1,6,0.432,0.25,0.182,0.114,2.27E-02,0.136,44,18,20,4,2,0,2,0.409,0.455,9.09E-02,4.55E-02,0,4.55E-02,.,,,,,,,,,,,.,,,,,,,,,,
285,Moten Elementary School,ALL,132,66,32,19,13,2,15,0.5,0.242,0.144,9.85E-02,1.52E-02,0.114,132,50,44,21,15,2,17,0.379,0.333,0.159,0.114,1.52E-02,0.129,.,,,,,,,,,,,.,,,,,,,,,,
287,Murch Elementary School,3,83,5,5,21,47,5,52,6.02E-02,6.02E-02,0.253,0.566,6.02E-02,0.627,84,3,5,14,39,23,62,3.57E-02,5.95E-02,0.167,0.464,0.274,0.738,.,,,,,,,,,,,.,,,,,,,,,,
287,Murch Elementary School,4,89,2,5,4,38,40,78,2.25E-02,5.62E-02,4.49E-02,0.427,0.449,0.876,89,3,2,5,48,31,79,3.37E-02,2.25E-02,5.62E-02,0.539,0.348,0.888,.,,,,,,,,,,,.,,,,,,,,,,
287,Murch Elementary School,5,90,6,9,10,46,19,65,6.67E-02,0.1,0.111,0.511,0.211,0.722,89,7,13,18,36,15,51,7.87E-02,0.146,0.202,0.404,0.169,0.573,.,,,,,,,,,,,.,,,,,,,,,,
287,Murch Elementary School,ALL,262,13,19,35,131,64,195,4.96E-02,7.25E-02,0.134,0.5,0.244,0.744,262,13,20,37,123,69,192,4.96E-02,7.63E-02,0.141,0.469,0.263,0.733,.,,,,,,,,,,,.,,,,,,,,,,
288,Nalle Elementary School,3,44,24,17,2,1,0,1,0.545,0.386,4.55E-02,2.27E-02,0,2.27E-02,44,16,9,13,6,0,6,0.364,0.205,0.295,0.136,0,0.136,.,,,,,,,,,,,.,,,,,,,,,,
288,Nalle Elementary School,4,32,10,8,10,4,0,4,0.312,0.25,0.312,0.125,0,0.125,32,1,9,11,11,0,11,3.13E-02,0.281,0.344,0.344,0,0.344,.,,,,,,,,,,,.,,,,,,,,,,
288,Nalle Elementary School,5,56,18,13,16,8,1,9,0.321,0.232,0.286,0.143,1.79E-02,0.161,56,14,19,10,11,2,13,0.25,0.339,0.179,0.196,3.57E-02,0.232,.,,,,,,,,,,,.,,,,,,,,,,
288,Nalle Elementary School,ALL,132,52,38,28,13,1,14,0.394,0.288,0.212,9.85E-02,7.58E-03,0.106,132,31,37,34,28,2,30,0.235,0.28,0.258,0.212,1.52E-02,0.227,.,,,,,,,,,,,.,,,,,,,,,,
290,Noyes Elementary School,3,22,9,8,1,4,0,4,0.409,0.364,4.55E-02,0.182,0,0.182,22,5,4,6,5,2,7,0.227,0.182,0.273,0.227,9.09E-02,0.318,.,,,,,,,,,,,.,,,,,,,,,,
290,Noyes Elementary School,4,24,11,4,4,5,0,5,0.458,0.167,0.167,0.208,0,0.208,24,11,5,1,7,0,7,0.458,0.208,4.17E-02,0.292,0,0.292,.,,,,,,,,,,,.,,,,,,,,,,
290,Noyes Elementary School,5,32,13,9,5,5,0,5,0.406,0.281,0.156,0.156,0,0.156,31,10,7,8,6,0,6,0.323,0.226,0.258,0.194,0,0.194,.,,,,,,,,,,,.,,,,,,,,,,
290,Noyes Elementary School,ALL,78,33,21,10,14,0,14,0.423,0.269,0.128,0.179,0,0.179,77,26,16,15,18,2,20,0.338,0.208,0.195,0.234,2.60E-02,0.26,.,,,,,,,,,,,.,,,,,,,,,,
291,Lawrence E. Boone Elementary School,3,58,28,14,8,7,1,8,0.483,0.241,0.138,0.121,1.72E-02,0.138,57,15,12,24,5,1,6,0.263,0.211,0.421,8.77E-02,1.75E-02,0.105,.,,,,,,,,,,,.,,,,,,,,,,
291,Lawrence E. Boone Elementary School,4,47,11,13,16,7,0,7,0.234,0.277,0.34,0.149,0,0.149,47,14,20,9,4,0,4,0.298,0.426,0.191,8.51E-02,0,8.51E-02,.,,,,,,,,,,,.,,,,,,,,,,
291,Lawrence E. Boone Elementary School,5,47,11,11,12,12,1,13,0.234,0.234,0.255,0.255,2.13E-02,0.277,47,1,20,20,6,0,6,2.13E-02,0.426,0.426,0.128,0,0.128,.,,,,,,,,,,,.,,,,,,,,,,
291,Lawrence E. Boone Elementary School,ALL,152,50,38,36,26,2,28,0.329,0.25,0.237,0.171,1.32E-02,0.184,151,30,52,53,15,1,16,0.199,0.344,0.351,9.93E-02,6.62E-03,0.106,.,,,,,,,,,,,.,,,,,,,,,,
292,Oyster-Adams Bilingual School,3,75,8,11,14,39,3,42,0.107,0.147,0.187,0.52,0.04,0.56,75,3,6,20,33,13,46,0.04,0.08,0.267,0.44,0.173,0.613,.,,,,,,,,,,,.,,,,,,,,,,
292,Oyster-Adams Bilingual School,4,64,2,3,13,28,18,46,3.13E-02,4.69E-02,0.203,0.438,0.281,0.719,64,2,7,7,43,5,48,3.13E-02,0.109,0.109,0.672,7.81E-02,0.75,.,,,,,,,,,,,.,,,,,,,,,,
292,Oyster-Adams Bilingual School,5,70,4,5,9,38,14,52,5.71E-02,7.14E-02,0.129,0.543,0.2,0.743,70,5,11,21,25,8,33,7.14E-02,0.157,0.3,0.357,0.114,0.471,.,,,,,,,,,,,.,,,,,,,,,,
292,Oyster-Adams Bilingual School,6,68,1,1,9,47,10,57,1.47E-02,1.47E-02,0.132,0.691,0.147,0.838,68,1,8,27,26,6,32,1.47E-02,0.118,0.397,0.382,8.82E-02,0.471,.,,,,,,,,,,,.,,,,,,,,,,
292,Oyster-Adams Bilingual School,7,67,0,3,5,29,30,59,0,4.48E-02,7.46E-02,0.433,0.448,0.881,66,1,6,23,29,7,36,1.52E-02,9.09E-02,0.348,0.439,0.106,0.545,.,,,,,,,,,,,.,,,,,,,,,,
292,Oyster-Adams Bilingual School,8,67,2,1,10,30,24,54,2.99E-02,1.49E-02,0.149,0.448,0.358,0.806,67,6,10,12,32,7,39,8.96E-02,0.149,0.179,0.478,0.104,0.582,.,,,,,,,,,,,.,,,,,,,,,,
292,Oyster-Adams Bilingual School,ALL,411,17,24,60,211,99,310,4.14E-02,5.84E-02,0.146,0.513,0.241,0.754,410,18,48,110,188,46,234,4.39E-02,0.117,0.268,0.459,0.112,0.571,.,,,,,,,,,,,.,,,,,,,,,,
294,Patterson Elementary School,3,45,16,12,9,8,0,8,0.356,0.267,0.2,0.178,0,0.178,45,7,14,15,8,1,9,0.156,0.311,0.333,0.178,2.22E-02,0.2,.,,,,,,,,,,,.,,,,,,,,,,
294,Patterson Elementary School,4,53,19,16,13,5,0,5,0.358,0.302,0.245,9.43E-02,0,9.43E-02,53,23,15,9,6,0,6,0.434,0.283,0.17,0.113,0,0.113,.,,,,,,,,,,,.,,,,,,,,,,
294,Patterson Elementary School,5,40,15,8,11,6,0,6,0.375,0.2,0.275,0.15,0,0.15,40,8,22,6,4,0,4,0.2,0.55,0.15,0.1,0,0.1,.,,,,,,,,,,,.,,,,,,,,,,
294,Patterson Elementary School,ALL,138,50,36,33,19,0,19,0.362,0.261,0.239,0.138,0,0.138,138,38,51,30,18,1,19,0.275,0.37,0.217,0.13,7.25E-03,0.138,.,,,,,,,,,,,.,,,,,,,,,,
295,Payne Elementary School,3,40,11,10,10,9,0,9,0.275,0.25,0.25,0.225,0,0.225,40,5,7,13,13,2,15,0.125,0.175,0.325,0.325,0.05,0.375,.,,,,,,,,,,,.,,,,,,,,,,
295,Payne Elementary School,4,40,11,5,15,8,1,9,0.275,0.125,0.375,0.2,2.50E-02,0.225,40,9,6,15,9,1,10,0.225,0.15,0.375,0.225,2.50E-02,0.25,.,,,,,,,,,,,.,,,,,,,,,,
295,Payne Elementary School,5,39,2,8,8,21,0,21,5.13E-02,0.205,0.205,0.538,0,0.538,39,1,8,14,15,1,16,2.56E-02,0.205,0.359,0.385,2.56E-02,0.41,.,,,,,,,,,,,.,,,,,,,,,,
295,Payne Elementary School,ALL,119,24,23,33,38,1,39,0.202,0.193,0.277,0.319,8.40E-03,0.328,119,15,21,42,37,4,41,0.126,0.176,0.353,0.311,3.36E-02,0.345,.,,,,,,,,,,,.,,,,,,,,,,
296,Bruce-Monroe Elementary School @ Park View,3,54,12,9,18,13,2,15,0.222,0.167,0.333,0.241,3.70E-02,0.278,54,6,11,16,19,2,21,0.111,0.204,0.296,0.352,3.70E-02,0.389,.,,,,,,,,,,,.,,,,,,,,,,
296,Bruce-Monroe Elementary School @ Park View,4,49,2,3,8,27,9,36,4.08E-02,6.12E-02,0.163,0.551,0.184,0.735,49,2,12,16,16,3,19,4.08E-02,0.245,0.327,0.327,6.12E-02,0.388,.,,,,,,,,,,,.,,,,,,,,,,
296,Bruce-Monroe Elementary School @ Park View,5,48,11,14,15,8,0,8,0.229,0.292,0.312,0.167,0,0.167,48,4,10,14,18,2,20,8.33E-02,0.208,0.292,0.375,4.17E-02,0.417,.,,,,,,,,,,,.,,,,,,,,,,
296,Bruce-Monroe Elementary School @ Park View,ALL,151,25,26,41,48,11,59,0.166,0.172,0.272,0.318,7.28E-02,0.391,151,12,33,46,53,7,60,7.95E-02,0.219,0.305,0.351,4.64E-02,0.397,.,,,,,,,,,,,.,,,,,,,,,,
299,Plummer Elementary School,3,40,9,10,10,11,0,11,0.225,0.25,0.25,0.275,0,0.275,40,5,13,11,8,3,11,0.125,0.325,0.275,0.2,7.50E-02,0.275,.,,,,,,,,,,,.,,,,,,,,,,
299,Plummer Elementary School,4,47,19,9,7,11,1,12,0.404,0.191,0.149,0.234,2.13E-02,0.255,47,17,9,13,8,0,8,0.362,0.191,0.277,0.17,0,0.17,.,,,,,,,,,,,.,,,,,,,,,,
299,Plummer Elementary School,5,52,15,15,13,9,0,9,0.288,0.288,0.25,0.173,0,0.173,52,15,22,9,6,0,6,0.288,0.423,0.173,0.115,0,0.115,.,,,,,,,,,,,.,,,,,,,,,,
299,Plummer Elementary School,ALL,139,43,34,30,31,1,32,0.309,0.245,0.216,0.223,7.19E-03,0.23,139,37,44,33,22,3,25,0.266,0.317,0.237,0.158,2.16E-02,0.18,.,,,,,,,,,,,.,,,,,,,,,,
300,Powell Elementary School,3,82,15,24,17,23,3,26,0.183,0.293,0.207,0.28,3.66E-02,0.317,82,6,25,23,24,4,28,7.32E-02,0.305,0.28,0.293,4.88E-02,0.341,.,,,,,,,,,,,.,,,,,,,,,,
300,Powell Elementary School,4,67,8,18,17,17,7,24,0.119,0.269,0.254,0.254,0.104,0.358,67,8,18,18,20,3,23,0.119,0.269,0.269,0.299,4.48E-02,0.343,.,,,,,,,,,,,.,,,,,,,,,,
300,Powell Elementary School,5,63,11,24,17,11,0,11,0.175,0.381,0.27,0.175,0,0.175,63,6,11,21,20,5,25,9.52E-02,0.175,0.333,0.317,7.94E-02,0.397,.,,,,,,,,,,,.,,,,,,,,,,
300,Powell Elementary School,ALL,212,34,66,51,51,10,61,0.16,0.311,0.241,0.241,4.72E-02,0.288,212,20,54,62,64,12,76,9.43E-02,0.255,0.292,0.302,5.66E-02,0.358,.,,,,,,,,,,,.,,,,,,,,,,
302,Raymond Education Campus,3,48,16,13,12,7,0,7,0.333,0.271,0.25,0.146,0,0.146,49,2,11,14,21,1,22,4.08E-02,0.224,0.286,0.429,2.04E-02,0.449,.,,,,,,,,,,,.,,,,,,,,,,
302,Raymond Education Campus,4,58,6,14,22,16,0,16,0.103,0.241,0.379,0.276,0,0.276,57,7,13,17,19,1,20,0.123,0.228,0.298,0.333,1.75E-02,0.351,.,,,,,,,,,,,.,,,,,,,,,,
302,Raymond Education Campus,5,51,12,10,15,13,1,14,0.235,0.196,0.294,0.255,1.96E-02,0.275,51,4,7,20,17,3,20,7.84E-02,0.137,0.392,0.333,5.88E-02,0.392,.,,,,,,,,,,,.,,,,,,,,,,
302,Raymond Education Campus,7,35,2,2,12,13,6,19,5.71E-02,5.71E-02,0.343,0.371,0.171,0.543,35,2,7,18,8,0,8,5.71E-02,0.2,0.514,0.229,0,0.229,.,,,,,,,,,,,.,,,,,,,,,,
302,Raymond Education Campus,8,54,11,12,10,17,4,21,0.204,0.222,0.185,0.315,7.41E-02,0.389,56,21,15,12,8,0,8,0.375,0.268,0.214,0.143,0,0.143,.,,,,,,,,,,,.,,,,,,,,,,
302,Raymond Education Campus,ALL,246,47,51,71,66,11,77,0.191,0.207,0.289,0.268,4.47E-02,0.313,248,36,53,81,73,5,78,0.145,0.214,0.327,0.294,2.02E-02,0.315,.,,,,,,,,,,,.,,,,,,,,,,
304,River Terrace Education Campus,4,.,,,,,,,,,,,,,.,,,,,,,,,,,,,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
304,River Terrace Education Campus,5,.,,,,,,,,,,,,,.,,,,,,,,,,,,,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
