School Code ,School Name ,Grade,# of English Language Arts (ELA) Test Takers,ELA -  # Level 1,ELA - # Level 2,ELA - # Level 3,ELA - # Level 4,ELA - # Level 5,ELA # Proficient,ELA - % Level 1,ELA - % Level 2,ELA - % Level 3,ELA - % Level 4,ELA - % Level 5,ELA - % Proficient,# Math Test Takers,Math - # Level 1,Math - # Level 2,Math - # Level 3,Math - # Level 4,Math - # Level 5,Math - # Proficient,Math - % Level 1,Math - % Level 2,Math - % Level 3,Math - % Level 4,Math - % Level 5,Math - % Proficient,MSAA - # of English Language Arts (ELA) Test Takers,MSAA - ELA -  # Level 1,MSAA - ELA - # Level 2,MSAA - ELA - # Level 3,MSAA - ELA - # Level 4,MSAA - ELA # Proficient,MSAA - ELA - % Level 1,MSAA - ELA - % Level 2,MSAA - ELA - % Level 3,MSAA - ELA - % Level 4,MSAA - ELA - % Proficient,MSAA - # of Math Test Takers,MSAA - Math -  # Level 1,MSAA - Math - # Level 2,MSAA - Math - # Level 3,MSAA - Math - # Level 4,MSAA - Math # Proficient,MSAA - Math - % Level 1,MSAA - Math - % Level 2,MSAA - Math - % Level 3,MSAA - Math - % Level 4,MSAA - Math - % Proficient
338,Whittier Education Campus,4,23,1,6,6,10,0,10,4.35E-02,0.261,0.261,0.435,0,0.435,23,2,5,5,8,3,11,8.70E-02,0.217,0.217,0.348,0.13,0.478,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
338,Whittier Education Campus,5,34,4,3,18,9,0,9,0.118,8.82E-02,0.529,0.265,0,0.265,34,5,12,8,9,0,9,0.147,0.353,0.235,0.265,0,0.265,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
338,Whittier Education Campus,6,32,1,3,14,12,2,14,3.13E-02,9.38E-02,0.438,0.375,6.25E-02,0.438,32,4,5,12,11,0,11,0.125,0.156,0.375,0.344,0,0.344,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
338,Whittier Education Campus,7,21,1,4,5,10,1,11,4.76E-02,0.19,0.238,0.476,4.76E-02,0.524,21,0,5,11,5,0,5,0,0.238,0.524,0.238,0,0.238,.,,,,,,,,,,,.,,,,,,,,,,
338,Whittier Education Campus,8,24,1,8,2,13,0,13,4.17E-02,0.333,8.33E-02,0.542,0,0.542,23,1,2,8,12,0,12,4.35E-02,8.70E-02,0.348,0.522,0,0.522,n < 10,,,,,,,,,,,.,,,,,,,,,,
338,Whittier Education Campus,ALL,161,10,28,53,65,5,70,6.21E-02,0.174,0.329,0.404,3.11E-02,0.435,160,13,33,48,59,7,66,8.13E-02,0.206,0.3,0.369,4.37E-02,0.412,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
339,J.O. Wilson Elementary School,3,52,20,9,14,8,1,9,0.385,0.173,0.269,0.154,1.92E-02,0.173,53,14,13,18,6,2,8,0.264,0.245,0.34,0.113,3.77E-02,0.151,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
339,J.O. Wilson Elementary School,4,55,19,11,14,10,1,11,0.345,0.2,0.255,0.182,1.82E-02,0.2,57,16,13,15,13,0,13,0.281,0.228,0.263,0.228,0,0.228,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
339,J.O. Wilson Elementary School,5,56,7,13,17,19,0,19,0.125,0.232,0.304,0.339,0,0.339,56,6,10,24,16,0,16,0.107,0.179,0.429,0.286,0,0.286,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
339,J.O. Wilson Elementary School,ALL,163,46,33,45,37,2,39,0.282,0.202,0.276,0.227,1.23E-02,0.239,166,36,36,57,35,2,37,0.217,0.217,0.343,0.211,1.20E-02,0.223,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
344,King Elementary School,3,38,9,14,7,7,1,8,0.237,0.368,0.184,0.184,2.63E-02,0.211,38,1,11,7,17,2,19,2.63E-02,0.289,0.184,0.447,5.26E-02,0.5,.,,,,,,,,,,,.,,,,,,,,,,
344,King Elementary School,4,30,9,7,8,5,1,6,0.3,0.233,0.267,0.167,3.33E-02,0.2,30,3,13,9,5,0,5,0.1,0.433,0.3,0.167,0,0.167,.,,,,,,,,,,,.,,,,,,,,,,
344,King Elementary School,5,37,7,12,12,6,0,6,0.189,0.324,0.324,0.162,0,0.162,37,3,22,6,6,0,6,8.11E-02,0.595,0.162,0.162,0,0.162,.,,,,,,,,,,,.,,,,,,,,,,
344,King Elementary School,ALL,105,25,33,27,18,2,20,0.238,0.314,0.257,0.171,1.90E-02,0.19,105,7,46,22,28,2,30,6.67E-02,0.438,0.21,0.267,1.90E-02,0.286,.,,,,,,,,,,,.,,,,,,,,,,
347,Brookland Middle School,6,86,12,37,20,17,0,17,0.14,0.43,0.233,0.198,0,0.198,85,26,34,21,4,0,4,0.306,0.4,0.247,4.71E-02,0,4.71E-02,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
347,Brookland Middle School,7,83,14,23,21,21,4,25,0.169,0.277,0.253,0.253,4.82E-02,0.301,83,17,32,23,10,1,11,0.205,0.386,0.277,0.12,1.20E-02,0.133,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
347,Brookland Middle School,8,83,18,19,30,16,0,16,0.217,0.229,0.361,0.193,0,0.193,81,35,26,15,5,0,5,0.432,0.321,0.185,6.17E-02,0,6.17E-02,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
347,Brookland Middle School,ALL,252,44,79,71,54,4,58,0.175,0.313,0.282,0.214,1.59E-02,0.23,249,78,92,59,19,1,20,0.313,0.369,0.237,7.63E-02,4.02E-03,8.03E-02,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
349,Dorothy I. Height Elementary School,3,52,7,7,11,26,1,27,0.135,0.135,0.212,0.5,1.92E-02,0.519,52,6,6,15,17,8,25,0.115,0.115,0.288,0.327,0.154,0.481,.,,,,,,,,,,,.,,,,,,,,,,
349,Dorothy I. Height Elementary School,4,44,10,10,14,8,2,10,0.227,0.227,0.318,0.182,4.55E-02,0.227,45,6,6,12,18,3,21,0.133,0.133,0.267,0.4,6.67E-02,0.467,.,,,,,,,,,,,.,,,,,,,,,,
349,Dorothy I. Height Elementary School,5,56,12,10,8,20,6,26,0.214,0.179,0.143,0.357,0.107,0.464,56,6,14,12,17,7,24,0.107,0.25,0.214,0.304,0.125,0.429,.,,,,,,,,,,,.,,,,,,,,,,
349,Dorothy I. Height Elementary School,ALL,152,29,27,33,54,9,63,0.191,0.178,0.217,0.355,5.92E-02,0.414,153,18,26,39,52,18,70,0.118,0.17,0.255,0.34,0.118,0.458,.,,,,,,,,,,,.,,,,,,,,,,
360,Capitol Hill Montessori School @ Logan,3,31,5,6,8,10,2,12,0.161,0.194,0.258,0.323,6.45E-02,0.387,31,8,4,3,11,5,16,0.258,0.129,9.68E-02,0.355,0.161,0.516,.,,,,,,,,,,,.,,,,,,,,,,
360,Capitol Hill Montessori School @ Logan,4,27,3,6,8,10,0,10,0.111,0.222,0.296,0.37,0,0.37,27,7,3,7,10,0,10,0.259,0.111,0.259,0.37,0,0.37,.,,,,,,,,,,,.,,,,,,,,,,
360,Capitol Hill Montessori School @ Logan,5,20,0,5,8,6,1,7,0,0.25,0.4,0.3,0.05,0.35,20,3,4,6,7,0,7,0.15,0.2,0.3,0.35,0,0.35,.,,,,,,,,,,,.,,,,,,,,,,
360,Capitol Hill Montessori School @ Logan,6,31,4,5,11,9,2,11,0.129,0.161,0.355,0.29,6.45E-02,0.355,31,5,11,9,4,2,6,0.161,0.355,0.29,0.129,6.45E-02,0.194,.,,,,,,,,,,,.,,,,,,,,,,
360,Capitol Hill Montessori School @ Logan,7,16,0,0,4,10,2,12,0,0,0.25,0.625,0.125,0.75,16,1,3,8,3,1,4,6.25E-02,0.188,0.5,0.188,6.25E-02,0.25,.,,,,,,,,,,,.,,,,,,,,,,
360,Capitol Hill Montessori School @ Logan,8,23,1,3,6,11,2,13,4.35E-02,0.13,0.261,0.478,8.70E-02,0.565,23,6,6,4,7,0,7,0.261,0.261,0.174,0.304,0,0.304,.,,,,,,,,,,,.,,,,,,,,,,
360,Capitol Hill Montessori School @ Logan,ALL,148,13,25,45,56,9,65,8.78E-02,0.169,0.304,0.378,6.08E-02,0.439,148,30,31,37,42,8,50,0.203,0.209,0.25,0.284,5.41E-02,0.338,.,,,,,,,,,,,.,,,,,,,,,,
370,Langley Elementary School,3,31,10,6,12,3,0,3,0.323,0.194,0.387,9.68E-02,0,9.68E-02,31,7,5,8,8,3,11,0.226,0.161,0.258,0.258,9.68E-02,0.355,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
370,Langley Elementary School,4,38,16,4,8,8,2,10,0.421,0.105,0.211,0.211,5.26E-02,0.263,38,17,6,10,5,0,5,0.447,0.158,0.263,0.132,0,0.132,.,,,,,,,,,,,.,,,,,,,,,,
370,Langley Elementary School,5,28,7,9,4,8,0,8,0.25,0.321,0.143,0.286,0,0.286,28,12,6,5,3,2,5,0.429,0.214,0.179,0.107,7.14E-02,0.179,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
370,Langley Elementary School,ALL,97,33,19,24,19,2,21,0.34,0.196,0.247,0.196,2.06E-02,0.216,97,36,17,23,16,5,21,0.371,0.175,0.237,0.165,5.15E-02,0.216,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
402,Benjamin Banneker High School,ALL,122,0,1,3,59,59,118,0,8.20E-03,2.46E-02,0.484,0.484,0.967,137,0,1,23,90,23,113,0,7.30E-03,0.168,0.657,0.168,0.825,.,,,,,,,,,,,.,,,,,,,,,,
402,Benjamin Banneker High School,HS,122,0,1,3,59,59,118,0,8.20E-03,2.46E-02,0.484,0.484,0.967,137,0,1,23,90,23,113,0,7.30E-03,0.168,0.657,0.168,0.825,.,,,,,,,,,,,.,,,,,,,,,,
404,Browne Education Campus,3,33,7,10,11,5,0,5,0.212,0.303,0.333,0.152,0,0.152,33,2,6,13,12,0,12,6.06E-02,0.182,0.394,0.364,0,0.364,.,,,,,,,,,,,.,,,,,,,,,,
404,Browne Education Campus,4,25,6,5,9,5,0,5,0.24,0.2,0.36,0.2,0,0.2,25,3,9,6,7,0,7,0.12,0.36,0.24,0.28,0,0.28,.,,,,,,,,,,,.,,,,,,,,,,
404,Browne Education Campus,5,33,8,18,5,2,0,2,0.242,0.545,0.152,6.06E-02,0,6.06E-02,33,16,11,4,2,0,2,0.485,0.333,0.121,6.06E-02,0,6.06E-02,.,,,,,,,,,,,.,,,,,,,,,,
404,Browne Education Campus,6,23,4,7,9,3,0,3,0.174,0.304,0.391,0.13,0,0.13,23,10,7,6,0,0,0,0.435,0.304,0.261,0,0,0,.,,,,,,,,,,,.,,,,,,,,,,
404,Browne Education Campus,7,38,10,15,7,5,1,6,0.263,0.395,0.184,0.132,2.63E-02,0.158,38,11,16,6,5,0,5,0.289,0.421,0.158,0.132,0,0.132,.,,,,,,,,,,,.,,,,,,,,,,
404,Browne Education Campus,8,20,5,8,1,6,0,6,0.25,0.4,0.05,0.3,0,0.3,19,3,8,7,1,0,1,0.158,0.421,0.368,5.26E-02,0,5.26E-02,.,,,,,,,,,,,.,,,,,,,,,,
404,Browne Education Campus,ALL,172,40,63,42,26,1,27,0.233,0.366,0.244,0.151,5.81E-03,0.157,171,45,57,42,27,0,27,0.263,0.333,0.246,0.158,0,0.158,.,,,,,,,,,,,.,,,,,,,,,,
405,Deal Middle School,6,465,15,24,59,229,138,367,3.23E-02,5.16E-02,0.127,0.492,0.297,0.789,462,25,56,95,218,68,286,5.41E-02,0.121,0.206,0.472,0.147,0.619,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
405,Deal Middle School,7,478,19,14,50,138,257,395,3.97E-02,2.93E-02,0.105,0.289,0.538,0.826,477,11,51,91,200,124,324,2.31E-02,0.107,0.191,0.419,0.26,0.679,.,,,,,,,,,,,.,,,,,,,,,,
405,Deal Middle School,8,501,15,30,53,190,213,403,2.99E-02,5.99E-02,0.106,0.379,0.425,0.804,499,41,61,102,236,59,295,8.22E-02,0.122,0.204,0.473,0.118,0.591,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
405,Deal Middle School,ALL,1444,49,68,162,557,608,1165,3.39E-02,4.71E-02,0.112,0.386,0.421,0.807,1438,77,168,288,654,251,905,5.35E-02,0.117,0.2,0.455,0.175,0.629,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
407,Eliot-Hine Middle School,6,87,13,22,27,20,5,25,0.149,0.253,0.31,0.23,5.75E-02,0.287,86,25,26,20,12,3,15,0.291,0.302,0.233,0.14,3.49E-02,0.174,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
407,Eliot-Hine Middle School,7,56,14,19,10,12,1,13,0.25,0.339,0.179,0.214,1.79E-02,0.232,56,9,24,16,7,0,7,0.161,0.429,0.286,0.125,0,0.125,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
407,Eliot-Hine Middle School,8,56,22,14,13,4,3,7,0.393,0.25,0.232,7.14E-02,5.36E-02,0.125,55,35,12,5,2,1,3,0.636,0.218,9.09E-02,3.64E-02,1.82E-02,5.45E-02,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
407,Eliot-Hine Middle School,ALL,199,49,55,50,36,9,45,0.246,0.276,0.251,0.181,4.52E-02,0.226,197,69,62,41,21,4,25,0.35,0.315,0.208,0.107,2.03E-02,0.127,10,4,3,2,1,3,0.4,0.3,0.2,0.1,0.3,10,1,5,1,3,4,0.1,0.5,0.1,0.3,0.4
409,School Without Walls @ Francis-Stevens,3,35,7,3,6,15,4,19,0.2,8.57E-02,0.171,0.429,0.114,0.543,35,4,3,4,15,9,24,0.114,8.57E-02,0.114,0.429,0.257,0.686,.,,,,,,,,,,,.,,,,,,,,,,
409,School Without Walls @ Francis-Stevens,4,41,9,9,8,14,1,15,0.22,0.22,0.195,0.341,2.44E-02,0.366,41,4,8,10,17,2,19,9.76E-02,0.195,0.244,0.415,4.88E-02,0.463,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
409,School Without Walls @ Francis-Stevens,5,37,7,8,7,13,2,15,0.189,0.216,0.189,0.351,5.41E-02,0.405,37,3,9,10,10,5,15,8.11E-02,0.243,0.27,0.27,0.135,0.405,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
409,School Without Walls @ Francis-Stevens,6,60,9,15,17,16,3,19,0.15,0.25,0.283,0.267,0.05,0.317,60,6,14,25,14,1,15,0.1,0.233,0.417,0.233,1.67E-02,0.25,.,,,,,,,,,,,.,,,,,,,,,,
409,School Without Walls @ Francis-Stevens,7,47,6,7,12,19,3,22,0.128,0.149,0.255,0.404,6.38E-02,0.468,47,5,9,10,19,4,23,0.106,0.191,0.213,0.404,8.51E-02,0.489,.,,,,,,,,,,,.,,,,,,,,,,
409,School Without Walls @ Francis-Stevens,8,43,4,6,8,21,4,25,9.30E-02,0.14,0.186,0.488,9.30E-02,0.581,43,7,10,13,10,3,13,0.163,0.233,0.302,0.233,6.98E-02,0.302,.,,,,,,,,,,,.,,,,,,,,,,
409,School Without Walls @ Francis-Stevens,ALL,263,42,48,58,98,17,115,0.16,0.183,0.221,0.373,6.46E-02,0.437,263,29,53,72,85,24,109,0.11,0.202,0.274,0.323,9.13E-02,0.414,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
413,Hart Middle School,6,105,31,27,31,15,1,16,0.295,0.257,0.295,0.143,9.52E-03,0.152,105,39,38,27,1,0,1,0.371,0.362,0.257,9.52E-03,0,9.52E-03,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
413,Hart Middle School,7,107,17,34,29,19,8,27,0.159,0.318,0.271,0.178,7.48E-02,0.252,107,23,47,30,7,0,7,0.215,0.439,0.28,6.54E-02,0,6.54E-02,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
413,Hart Middle School,8,107,27,35,24,20,1,21,0.252,0.327,0.224,0.187,9.35E-03,0.196,110,64,33,11,2,0,2,0.582,0.3,0.1,1.82E-02,0,1.82E-02,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
413,Hart Middle School,ALL,319,75,96,84,54,10,64,0.235,0.301,0.263,0.169,3.13E-02,0.201,322,126,118,68,10,0,10,0.391,0.366,0.211,3.11E-02,0,3.11E-02,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
416,Johnson Middle School,6,91,27,22,31,11,0,11,0.297,0.242,0.341,0.121,0,0.121,93,43,31,16,3,0,3,0.462,0.333,0.172,3.23E-02,0,3.23E-02,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
416,Johnson Middle School,7,91,18,32,20,20,1,21,0.198,0.352,0.22,0.22,1.10E-02,0.231,91,21,42,24,4,0,4,0.231,0.462,0.264,4.40E-02,0,4.40E-02,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
416,Johnson Middle School,8,73,25,18,16,12,2,14,0.342,0.247,0.219,0.164,2.74E-02,0.192,72,48,15,8,1,0,1,0.667,0.208,0.111,1.39E-02,0,1.39E-02,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
416,Johnson Middle School,ALL,255,70,72,67,43,3,46,0.275,0.282,0.263,0.169,1.18E-02,0.18,256,112,88,48,8,0,8,0.438,0.344,0.188,3.13E-02,0,3.13E-02,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
417,Kramer Middle School,6,62,23,23,12,4,0,4,0.371,0.371,0.194,6.45E-02,0,6.45E-02,63,33,15,7,7,1,8,0.524,0.238,0.111,0.111,1.59E-02,0.127,.,,,,,,,,,,,.,,,,,,,,,,
417,Kramer Middle School,7,55,26,17,7,5,0,5,0.473,0.309,0.127,9.09E-02,0,9.09E-02,55,16,31,8,0,0,0,0.291,0.564,0.145,0,0,0,.,,,,,,,,,,,.,,,,,,,,,,
417,Kramer Middle School,8,48,34,7,2,5,0,5,0.708,0.146,4.17E-02,0.104,0,0.104,52,40,12,0,0,0,0,0.769,0.231,0,0,0,0,.,,,,,,,,,,,.,,,,,,,,,,
417,Kramer Middle School,ALL,165,83,47,21,14,0,14,0.503,0.285,0.127,8.48E-02,0,8.48E-02,170,89,58,15,7,1,8,0.524,0.341,8.82E-02,4.12E-02,5.88E-03,4.71E-02,.,,,,,,,,,,,.,,,,,,,,,,
420,MacFarland Middle School,6,207,40,66,59,39,3,42,0.193,0.319,0.285,0.188,1.45E-02,0.203,208,64,85,37,21,1,22,0.308,0.409,0.178,0.101,4.81E-03,0.106,.,,,,,,,,,,,.,,,,,,,,,,
420,MacFarland Middle School,7,67,7,15,23,19,3,22,0.104,0.224,0.343,0.284,4.48E-02,0.328,68,8,26,22,12,0,12,0.118,0.382,0.324,0.176,0,0.176,.,,,,,,,,,,,.,,,,,,,,,,
420,MacFarland Middle School,8,71,18,22,12,17,2,19,0.254,0.31,0.169,0.239,2.82E-02,0.268,71,31,18,15,6,1,7,0.437,0.254,0.211,8.45E-02,1.41E-02,9.86E-02,.,,,,,,,,,,,.,,,,,,,,,,
420,MacFarland Middle School,ALL,345,65,103,94,75,8,83,0.188,0.299,0.272,0.217,2.32E-02,0.241,347,103,129,74,39,2,41,0.297,0.372,0.213,0.112,5.76E-03,0.118,.,,,,,,,,,,,.,,,,,,,,,,
421,Kelly Miller Middle School,6,185,49,61,50,24,1,25,0.265,0.33,0.27,0.13,5.41E-03,0.135,181,82,57,34,8,0,8,0.453,0.315,0.188,4.42E-02,0,4.42E-02,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
421,Kelly Miller Middle School,7,130,49,36,24,16,5,21,0.377,0.277,0.185,0.123,3.85E-02,0.162,123,31,59,23,10,0,10,0.252,0.48,0.187,8.13E-02,0,8.13E-02,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
421,Kelly Miller Middle School,8,128,28,29,29,37,5,42,0.219,0.227,0.227,0.289,3.91E-02,0.328,125,57,42,19,7,0,7,0.456,0.336,0.152,5.60E-02,0,5.60E-02,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
421,Kelly Miller Middle School,ALL,443,126,126,103,77,11,88,0.284,0.284,0.233,0.174,2.48E-02,0.199,429,170,158,76,25,0,25,0.396,0.368,0.177,5.83E-02,0,5.83E-02,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
427,Sousa Middle School,6,79,19,29,21,9,1,10,0.241,0.367,0.266,0.114,1.27E-02,0.127,78,28,28,17,5,0,5,0.359,0.359,0.218,6.41E-02,0,6.41E-02,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
427,Sousa Middle School,7,64,20,20,14,9,1,10,0.312,0.312,0.219,0.141,1.56E-02,0.156,65,18,23,23,1,0,1,0.277,0.354,0.354,1.54E-02,0,1.54E-02,.,,,,,,,,,,,.,,,,,,,,,,
427,Sousa Middle School,8,79,28,22,18,11,0,11,0.354,0.278,0.228,0.139,0,0.139,81,54,17,9,1,0,1,0.667,0.21,0.111,1.23E-02,0,1.23E-02,.,,,,,,,,,,,.,,,,,,,,,,
427,Sousa Middle School,ALL,222,67,71,53,29,2,31,0.302,0.32,0.239,0.131,9.01E-03,0.14,224,100,68,49,7,0,7,0.446,0.304,0.219,3.13E-02,0,3.13E-02,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
428,Stuart-Hobson Middle School (Capitol Hill Cluster),6,163,6,21,38,75,23,98,3.68E-02,0.129,0.233,0.46,0.141,0.601,162,10,38,59,47,8,55,6.17E-02,0.235,0.364,0.29,4.94E-02,0.34,10,3,5,1,1,2,0.3,0.5,0.1,0.1,0.2,n < 10,,,,,,,,,,
428,Stuart-Hobson Middle School (Capitol Hill Cluster),7,132,10,15,34,48,25,73,7.58E-02,0.114,0.258,0.364,0.189,0.553,131,14,53,43,20,1,21,0.107,0.405,0.328,0.153,7.63E-03,0.16,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
428,Stuart-Hobson Middle School (Capitol Hill Cluster),8,129,8,20,34,50,17,67,6.20E-02,0.155,0.264,0.388,0.132,0.519,128,46,33,26,19,4,23,0.359,0.258,0.203,0.148,3.13E-02,0.18,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
428,Stuart-Hobson Middle School (Capitol Hill Cluster),ALL,424,24,56,106,173,65,238,5.66E-02,0.132,0.25,0.408,0.153,0.561,421,70,124,128,86,13,99,0.166,0.295,0.304,0.204,3.09E-02,0.235,17,6,8,2,1,3,0.353,0.471,0.118,5.88E-02,0.176,16,6,3,5,2,7,0.375,0.188,0.312,0.125,0.438
433,Jefferson Middle School Academy,6,129,28,29,30,37,5,42,0.217,0.225,0.233,0.287,3.88E-02,0.326,130,34,31,39,25,1,26,0.262,0.238,0.3,0.192,7.69E-03,0.2,.,,,,,,,,,,,.,,,,,,,,,,
433,Jefferson Middle School Academy,7,96,23,18,11,30,14,44,0.24,0.188,0.115,0.312,0.146,0.458,98,6,30,35,24,3,27,6.12E-02,0.306,0.357,0.245,3.06E-02,0.276,.,,,,,,,,,,,.,,,,,,,,,,
433,Jefferson Middle School Academy,8,92,21,18,23,27,3,30,0.228,0.196,0.25,0.293,3.26E-02,0.326,92,33,21,24,14,0,14,0.359,0.228,0.261,0.152,0,0.152,.,,,,,,,,,,,.,,,,,,,,,,
433,Jefferson Middle School Academy,ALL,317,72,65,64,94,22,116,0.227,0.205,0.202,0.297,6.94E-02,0.366,320,73,82,98,63,4,67,0.228,0.256,0.306,0.197,1.25E-02,0.209,.,,,,,,,,,,,.,,,,,,,,,,
435,McKinley Middle School,6,62,14,20,12,16,0,16,0.226,0.323,0.194,0.258,0,0.258,62,22,26,10,4,0,4,0.355,0.419,0.161,6.45E-02,0,6.45E-02,.,,,,,,,,,,,.,,,,,,,,,,
435,McKinley Middle School,7,66,18,10,16,17,5,22,0.273,0.152,0.242,0.258,7.58E-02,0.333,66,20,26,12,8,0,8,0.303,0.394,0.182,0.121,0,0.121,.,,,,,,,,,,,.,,,,,,,,,,
435,McKinley Middle School,8,82,28,22,15,17,0,17,0.341,0.268,0.183,0.207,0,0.207,81,52,17,8,4,0,4,0.642,0.21,9.88E-02,4.94E-02,0,4.94E-02,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
435,McKinley Middle School,ALL,210,60,52,43,50,5,55,0.286,0.248,0.205,0.238,2.38E-02,0.262,209,94,69,30,16,0,16,0.45,0.33,0.144,7.66E-02,0,7.66E-02,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
436,Ron Brown College Preparatory High School,ALL,74,34,15,13,11,1,12,0.459,0.203,0.176,0.149,1.35E-02,0.162,78,21,41,13,3,0,3,0.269,0.526,0.167,3.85E-02,0,3.85E-02,.,,,,,,,,,,,.,,,,,,,,,,
436,Ron Brown College Preparatory High School,HS,74,34,15,13,11,1,12,0.459,0.203,0.176,0.149,1.35E-02,0.162,78,21,41,13,3,0,3,0.269,0.526,0.167,3.85E-02,0,3.85E-02,.,,,,,,,,,,,.,,,,,,,,,,
442,Columbia Heights Education Campus,6,136,23,31,37,40,5,45,0.169,0.228,0.272,0.294,3.68E-02,0.331,138,19,24,45,46,4,50,0.138,0.174,0.326,0.333,2.90E-02,0.362,.,,,,,,,,,,,.,,,,,,,,,,
442,Columbia Heights Education Campus,7,114,16,22,33,28,15,43,0.14,0.193,0.289,0.246,0.132,0.377,114,9,39,37,25,4,29,7.89E-02,0.342,0.325,0.219,3.51E-02,0.254,.,,,,,,,,,,,.,,,,,,,,,,
442,Columbia Heights Education Campus,8,93,10,19,24,34,6,40,0.108,0.204,0.258,0.366,6.45E-02,0.43,94,25,18,29,21,1,22,0.266,0.191,0.309,0.223,1.06E-02,0.234,.,,,,,,,,,,,.,,,,,,,,,,
442,Columbia Heights Education Campus,ALL,555,99,108,148,167,33,200,0.178,0.195,0.267,0.301,5.95E-02,0.36,555,98,183,159,106,9,115,0.177,0.33,0.286,0.191,1.62E-02,0.207,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
442,Columbia Heights Education Campus,HS,212,50,36,54,65,7,72,0.236,0.17,0.255,0.307,3.30E-02,0.34,209,45,102,48,14,0,14,0.215,0.488,0.23,6.70E-02,0,6.70E-02,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
450,Anacostia High School,ALL,48,37,2,3,6,0,6,0.771,4.17E-02,6.25E-02,0.125,0,0.125,54,21,29,3,1,0,1,0.389,0.537,5.56E-02,1.85E-02,0,1.85E-02,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
450,Anacostia High School,HS,48,37,2,3,6,0,6,0.771,4.17E-02,6.25E-02,0.125,0,0.125,54,21,29,3,1,0,1,0.389,0.537,5.56E-02,1.85E-02,0,1.85E-02,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
452,Ballou High School,ALL,134,85,34,8,5,2,7,0.634,0.254,5.97E-02,3.73E-02,1.49E-02,5.22E-02,121,54,51,13,3,0,3,0.446,0.421,0.107,2.48E-02,0,2.48E-02,.,,,,,,,,,,,.,,,,,,,,,,
452,Ballou High School,HS,134,85,34,8,5,2,7,0.634,0.254,5.97E-02,3.73E-02,1.49E-02,5.22E-02,121,54,51,13,3,0,3,0.446,0.421,0.107,2.48E-02,0,2.48E-02,.,,,,,,,,,,,.,,,,,,,,,,
454,Cardozo Education Campus,6,33,9,9,9,5,1,6,0.273,0.273,0.273,0.152,3.03E-02,0.182,33,17,11,3,2,0,2,0.515,0.333,9.09E-02,6.06E-02,0,6.06E-02,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
454,Cardozo Education Campus,7,50,15,13,12,7,3,10,0.3,0.26,0.24,0.14,0.06,0.2,49,16,22,9,2,0,2,0.327,0.449,0.184,4.08E-02,0,4.08E-02,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,
