,,,DATA AS OF: SEPTEMBER 2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,




School Code ,School Name ,Grade,# of English Language Arts (ELA) Test Takers,ELA -  # Level 1,ELA - # Level 2,ELA - # Level 3,ELA - # Level 4,ELA - # Level 5,ELA # Proficient,ELA - % Level 1,ELA - % Level 2,ELA - % Level 3,ELA - % Level 4,ELA - % Level 5,ELA - % Proficient,# Math Test Takers,Math - # Level 1,Math - # Level 2,Math - # Level 3,Math - # Level 4,Math - # Level 5,Math - # Proficient,Math - % Level 1,Math - % Level 2,Math - % Level 3,Math - % Level 4,Math - % Level 5,Math - % Proficient,MSAA ELA # of Test Takers,MSAA ELA - # Level 1,MSAA ELA - # Level 2,MSAA ELA - # Level 3,MSAA ELA - # Level 4,MSAA ELA - # Proficient,MSAA ELA - % Level 1,MSAA ELA - % Level 2,MSAA ELA - % Level 3,MSAA ELA - % Level 4,MSAA ELA - % Proficient,MSAA Math - # Test Takers,MSAA Math - # Level 1,MSAA Math - # Level 2,MSAA Math - # Level 3,MSAA Math - # Level 4,MSAA Math - # Proficient,MSAA Math - % Level 1,MSAA Math - % Level 2,MSAA Math - % Level 3,MSAA Math - % Level 4,MSAA Math - % Proficient,ELA - # of All (PARCC & MSAA) Test Takers,ELA - # of All (PARCC & MSAA)  Proficient,ELA - % of All (PARCC & MSAA) Proficient,Math - # of All (PARCC & MSAA) Test Takers,Math - # All (PARCC & MSAA) All Proficient,Math - % All (PARCC & MSAA) Proficient
455,Coolidge HS,HS,90,59,13,8,9,1,10,0.65555555600000004,0.14444444400000001,8.8888888999999999E-2,0.1,1.11111E-2,0.111111111,128,53,68,7,0,0,0,0.4140625,0.53125,5.46875E-2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,90,10,0.111111111,128,0,0
455,Coolidge HS,All,90,59,13,8,9,1,10,0.65555555600000004,0.14444444400000001,8.8888888999999999E-2,0.1,1.11111E-2,0.111111111,128,53,68,7,0,0,0,0.4140625,0.53125,5.46875E-2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,90,10,0.111111111,128,0,0
456,Roosevelt STAY,HS,15,13,2,0,0,0,0,0.86666666699999995,0.133333333,0,0,0,0,14,7,7,0,0,0,0,0.5,0.5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,15,0,0,14,0,0
456,Roosevelt STAY,All,15,13,2,0,0,0,0,0.86666666699999995,0.133333333,0,0,0,0,14,7,7,0,0,0,0,0.5,0.5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,15,0,0,14,0,0
457,Eastern HS,HS,251,107,52,48,40,4,44,0.42629482099999999,0.20717131499999999,0.19123506000000001,0.15936254999999999,1.59363E-2,0.175298805,261,66,153,39,3,0,3,0.25287356300000002,0.58620689699999995,0.14942528699999999,1.1494300000000001E-2,0,1.1494300000000001E-2,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,257,46,0.178988327,267,8,2.99625E-2
457,Eastern HS,All,251,107,52,48,40,4,44,0.42629482099999999,0.20717131499999999,0.19123506000000001,0.15936254999999999,1.59363E-2,0.175298805,261,66,153,39,3,0,3,0.25287356300000002,0.58620689699999995,0.14942528699999999,1.1494300000000001E-2,0,1.1494300000000001E-2,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,257,46,0.178988327,267,8,2.99625E-2
458,McKinley Technology HS,HS,147,20,24,50,49,4,53,0.13605442200000001,0.163265306,0.34013605400000002,0.33333333300000001,2.72109E-2,0.36054421800000003,212,19,84,87,22,0,22,8.9622642000000002E-2,0.396226415,0.41037735800000003,0.103773585,0,0.103773585,,,,,,,,,,,,,,,,,,,,,,,147,53,0.36054421800000003,212,22,0.103773585
458,McKinley Technology HS,All,147,20,24,50,49,4,53,0.13605442200000001,0.163265306,0.34013605400000002,0.33333333300000001,2.72109E-2,0.36054421800000003,212,19,84,87,22,0,22,8.9622642000000002E-2,0.396226415,0.41037735800000003,0.103773585,0,0.103773585,,,,,,,,,,,,,,,,,,,,,,,147,53,0.36054421800000003,212,22,0.103773585
459,Roosevelt HS,HS,155,97,23,24,9,2,11,0.62580645199999996,0.148387097,0.15483870999999999,5.8064499999999998E-2,1.29032E-2,7.0967742E-2,159,58,87,13,1,0,1,0.364779874,0.54716981099999995,8.1761005999999997E-2,6.2893100000000002E-3,0,6.2893100000000002E-3,,,,,,,,,,,,,,,,,,,,,,,155,11,7.0967742E-2,159,1,6.2893100000000002E-3
459,Roosevelt HS,All,155,97,23,24,9,2,11,0.62580645199999996,0.148387097,0.15483870999999999,5.8064499999999998E-2,1.29032E-2,7.0967742E-2,159,58,87,13,1,0,1,0.364779874,0.54716981099999995,8.1761005999999997E-2,6.2893100000000002E-3,0,6.2893100000000002E-3,,,,,,,,,,,,,,,,,,,,,,,155,11,7.0967742E-2,159,1,6.2893100000000002E-3
462,Ballou STAY,HS,14,13,1,0,0,0,0,0.928571429,7.1428570999999996E-2,0,0,0,0,15,9,6,0,0,0,0,0.6,0.4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,14,0,0,15,0,0
462,Ballou STAY,All,14,13,1,0,0,0,0,0.928571429,7.1428570999999996E-2,0,0,0,0,15,9,6,0,0,0,0,0.6,0.4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,14,0,0,15,0,0
463,Wilson HS,HS,411,180,75,70,70,16,86,0.43795620400000002,0.182481752,0.170316302,0.170316302,3.8929400000000003E-2,0.20924574200000001,695,122,254,191,122,6,128,0.17553956800000001,0.36546762599999999,0.27482014399999999,0.17553956800000001,8.6330999999999995E-3,0.18417266199999999,,,,,,,,,,,,,,,,,,,,,,,411,86,0.20924574200000001,695,128,0.18417266199999999
463,Wilson HS,All,411,180,75,70,70,16,86,0.43795620400000002,0.182481752,0.170316302,0.170316302,3.8929400000000003E-2,0.20924574200000001,695,122,254,191,122,6,128,0.17553956800000001,0.36546762599999999,0.27482014399999999,0.17553956800000001,8.6330999999999995E-3,0.18417266199999999,,,,,,,,,,,,,,,,,,,,,,,411,86,0.20924574200000001,695,128,0.18417266199999999
464,Woodson H D HS,HS,192,127,40,18,7,0,7,0.66145833300000001,0.20833333300000001,9.375E-2,3.6458299999999999E-2,0,3.6458299999999999E-2,215,85,107,21,2,0,2,0.39534883700000001,0.49767441899999998,9.7674418999999998E-2,9.3022999999999995E-3,0,9.3022999999999995E-3,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,193,8,4.1450800000000003E-2,216,3,1.3888899999999999E-2
464,Woodson H D HS,All,192,127,40,18,7,0,7,0.66145833300000001,0.20833333300000001,9.375E-2,3.6458299999999999E-2,0,3.6458299999999999E-2,215,85,107,21,2,0,2,0.39534883700000001,0.49767441899999998,9.7674418999999998E-2,9.3022999999999995E-3,0,9.3022999999999995E-3,n < 10,,,,,,,,,,,n < 10,,,,,,,,,,,193,8,4.1450800000000003E-2,216,3,1.3888899999999999E-2
466,School Without Walls HS,HS,157,7,6,12,62,70,132,4.4586000000000001E-2,3.8216600000000003E-2,7.6433121000000007E-2,0.39490445899999999,0.44585987300000002,0.84076433100000003,313,6,34,110,151,12,163,1.91693E-2,0.10862619799999999,0.35143770000000002,0.48242811499999999,3.8338700000000003E-2,0.52076677299999996,,,,,,,,,,,,,,,,,,,,,,,157,132,0.84076433100000003,313,163,0.52076677299999996
466,School Without Walls HS,All,157,7,6,12,62,70,132,4.4586000000000001E-2,3.8216600000000003E-2,7.6433121000000007E-2,0.39490445899999999,0.44585987300000002,0.84076433100000003,313,6,34,110,151,12,163,1.91693E-2,0.10862619799999999,0.35143770000000002,0.48242811499999999,3.8338700000000003E-2,0.52076677299999996,,,,,,,,,,,,,,,,,,,,,,,157,132,0.84076433100000003,313,163,0.52076677299999996
467,Dunbar HS,HS,231,182,25,13,11,0,11,0.787878788,0.108225108,5.6277099999999997E-2,4.7619000000000002E-2,0,4.7619000000000002E-2,237,115,105,15,2,0,2,0.48523206800000002,0.44303797499999997,6.3291138999999996E-2,8.4387999999999998E-3,0,8.4387999999999998E-3,,,,,,,,,,,,,,,,,,,,,,,231,11,4.7619000000000002E-2,237,2,8.4387999999999998E-3
467,Dunbar HS,All,231,182,25,13,11,0,11,0.787878788,0.108225108,5.6277099999999997E-2,4.7619000000000002E-2,0,4.7619000000000002E-2,237,115,105,15,2,0,2,0.48523206800000002,0.44303797499999997,6.3291138999999996E-2,8.4387999999999998E-3,0,8.4387999999999998E-3,,,,,,,,,,,,,,,,,,,,,,,231,11,4.7619000000000002E-2,237,2,8.4387999999999998E-3
471,Ellington School of the Arts,HS,124,28,14,34,35,13,48,0.22580645199999999,0.112903226,0.27419354800000001,0.282258065,0.10483871,0.38709677399999998,125,20,50,44,11,0,11,0.16,0.4,0.35199999999999998,8.7999999999999995E-2,0,8.7999999999999995E-2,,,,,,,,,,,,,,,,,,,,,,,124,48,0.38709677399999998,125,11,8.7999999999999995E-2
471,Ellington School of the Arts,All,124,28,14,34,35,13,48,0.22580645199999999,0.112903226,0.27419354800000001,0.282258065,0.10483871,0.38709677399999998,125,20,50,44,11,0,11,0.16,0.4,0.35199999999999998,8.7999999999999995E-2,0,8.7999999999999995E-2,,,,,,,,,,,,,,,,,,,,,,,124,48,0.38709677399999998,125,11,8.7999999999999995E-2
474,Washington Metropolitan HS,HS,44,41,3,0,0,0,0,0.93181818199999999,6.8181818000000005E-2,0,0,0,0,51,26,25,0,0,0,0,0.50980392200000002,0.49019607799999998,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,44,0,0,51,0,0
474,Washington Metropolitan HS,All,44,41,3,0,0,0,0,0.93181818199999999,6.8181818000000005E-2,0,0,0,0,51,26,25,0,0,0,0,0.50980392200000002,0.49019607799999998,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,44,0,0,51,0,0
478,Phelps ACE HS,HS,75,25,18,22,10,0,10,0.33333333300000001,0.24,0.29333333299999997,0.133333333,0,0.133333333,91,15,57,18,1,0,1,0.16483516500000001,0.62637362600000002,0.19780219800000001,1.0989000000000001E-2,0,1.0989000000000001E-2,,,,,,,,,,,,,,,,,,,,,,,75,10,0.133333333,91,1,1.0989000000000001E-2
478,Phelps ACE HS,All,75,25,18,22,10,0,10,0.33333333300000001,0.24,0.29333333299999997,0.133333333,0,0.133333333,91,15,57,18,1,0,1,0.16483516500000001,0.62637362600000002,0.19780219800000001,1.0989000000000001E-2,0,1.0989000000000001E-2,,,,,,,,,,,,,,,,,,,,,,,75,10,0.133333333,91,1,1.0989000000000001E-2
861,Youth Services Center,HS,n < 10,,,,,,,,,,,,,n < 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n < 10,,,n < 10,,
861,Youth Services Center,All,n < 10,,,,,,,,,,,,,n < 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n < 10,,,n < 10,,
884,Luke Moore HS,HS,52,45,6,1,0,0,0,0.86538461499999997,0.115384615,1.9230799999999999E-2,0,0,0,46,16,28,2,0,0,0,0.34782608700000001,0.60869565199999998,4.3478299999999998E-2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,52,0,0,46,0,0
884,Luke Moore HS,All,52,45,6,1,0,0,0,0.86538461499999997,0.115384615,1.9230799999999999E-2,0,0,0,46,16,28,2,0,0,0,0.34782608700000001,0.60869565199999998,4.3478299999999998E-2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,52,0,0,46,0,0
943,School Within School,3,39,3,4,4,27,1,28,7.6923077000000006E-2,0.102564103,0.102564103,0.69230769199999997,2.5641000000000001E-2,0.71794871800000004,39,3,2,10,14,10,24,7.6923077000000006E-2,5.1282099999999997E-2,0.256410256,0.35897435900000002,0.256410256,0.61538461499999997,,,,,,,,,,,,,,,,,,,,,,,39,28,0.71794871800000004,39,24,0.61538461499999997
943,School Within School,4,40,1,5,10,22,2,24,2.5000000000000001E-2,0.125,0.25,0.55000000000000004,0.05,0.6,40,2,3,9,21,5,26,0.05,7.4999999999999997E-2,0.22500000000000001,0.52500000000000002,0.125,0.65,,,,,,,,,,,,,,,,,,,,,,,40,24,0.6,40,26,0.65
943,School Within School,All,79,4,9,14,49,3,52,5.0632900000000002E-2,0.113924051,0.17721518999999999,0.62025316500000005,3.79747E-2,0.658227848,79,5,5,19,35,15,50,6.3291138999999996E-2,6.3291138999999996E-2,0.24050632899999999,0.44303797499999997,0.18987341799999999,0.63291139200000002,,,,,,,,,,,,,,,,,,,,,,,79,52,0.658227848,79,50,0.63291139200000002
950,Incarcerated Youth Program,HS,n < 10,,,,,,,,,,,,,n < 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n < 10,,,n < 10,,
950,Incarcerated Youth Program,All,n < 10,,,,,,,,,,,,,n < 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n < 10,,,n < 10,,
DCPS,DC Public Schools,3,3866,1346,817,762,840,101,941,0.34816347600000003,0.21132954000000001,0.197102949,0.217278841,2.6125200000000001E-2,0.24340403499999999,3855,836,792,837,1066,324,1390,0.21686121899999999,0.20544747099999999,0.21712062300000001,0.27652399500000002,8.4046693000000006E-2,0.360570687,19,8,1,8,2,10,0.42105263199999998,5.2631600000000001E-2,0.42105263199999998,0.105263158,0.52631578899999998,18,9,1,6,2,8,0.5,5.5555599999999997E-2,0.33333333300000001,0.111111111,0.44444444399999999,3885,951,0.244787645,3873,1398,0.36096049600000002
DCPS,DC Public Schools,4,3413,806,774,840,759,234,993,0.23615587499999999,0.226779959,0.24611778500000001,0.222384999,6.8561383000000004E-2,0.29094638099999998,3399,785,839,734,907,134,1041,0.23095027900000001,0.24683730500000001,0.21594586599999999,0.26684318899999998,3.9423399999999997E-2,0.306266549,36,17,5,12,2,14,0.47222222200000002,0.13888888899999999,0.33333333300000001,5.5555599999999997E-2,0.38888888900000002,34,14,7,6,7,13,0.41176470599999998,0.20588235299999999,0.17647058800000001,0.20588235299999999,0.382352941,3449,1007,0.291968687,3433,1054,0.30702009899999999
DCPS,DC Public Schools,5,2943,589,812,718,734,90,824,0.200135916,0.27590893599999999,0.24396873899999999,0.24940536899999999,3.0581000000000001E-2,0.27998640800000002,2932,525,826,750,685,146,831,0.17905866300000001,0.28171896299999999,0.25579808999999998,0.23362892199999999,4.9795399999999997E-2,0.28342428400000003,40,13,7,15,5,20,0.32500000000000001,0.17499999999999999,0.375,0.125,0.5,42,13,8,14,7,21,0.30952381000000001,0.19047618999999999,0.33333333300000001,0.16666666699999999,0.5,2983,844,0.28293664099999999,2974,852,0.28648285099999998
DCPS,DC Public Schools,6,1930,457,491,487,406,89,495,0.23678756500000001,0.25440414500000003,0.25233160599999999,0.21036269399999999,4.6114000000000002E-2,0.25647668400000001,1935,476,570,445,374,70,444,0.245994832,0.294573643,0.22997416000000001,0.193281654,3.6175699999999998E-2,0.229457364,35,18,10,5,2,7,0.514285714,0.28571428599999998,0.14285714299999999,5.7142900000000003E-2,0.2,32,16,6,4,6,10,0.5,0.1875,0.125,0.1875,0.3125,1965,502,0.25547073799999998,1967,454,0.230808338
DCPS,DC Public Schools,7,2143,698,503,414,372,156,528,0.32571161900000001,0.23471768500000001,0.19318712099999999,0.17358842699999999,7.2795147000000004E-2,0.24638357399999999,2145,529,703,507,385,21,406,0.24662004700000001,0.32773892799999998,0.23636363599999999,0.179487179,9.7902000000000006E-3,0.18927738899999999,42,12,5,8,17,25,0.28571428599999998,0.11904761899999999,0.19047618999999999,0.40476190499999998,0.59523809500000002,39,8,11,8,12,20,0.20512820500000001,0.28205128200000001,0.20512820500000001,0.30769230800000003,0.51282051299999998,2185,553,0.25308924500000002,2184,426,0.19505494500000001
DCPS,DC Public Schools,8,2151,660,476,445,448,122,570,0.30683403100000001,0.22129242199999999,0.20688052100000001,0.20827522100000001,5.6717799999999999E-2,0.26499302600000002,2156,877,540,436,286,17,303,0.40677180000000002,0.250463822,0.202226345,0.13265306099999999,7.8849999999999996E-3,0.14053803300000001,53,14,15,11,13,24,0.26415094300000003,0.28301886799999998,0.20754717,0.24528301899999999,0.45283018899999999,52,11,11,13,17,30,0.21153846200000001,0.21153846200000001,0.25,0.32692307700000001,0.57692307700000001,2204,594,0.26950998199999998,2208,333,0.150815217
DCPS,DC Public Schools,HS,3029,1567,452,401,439,170,609,0.51733245299999997,0.14922416599999999,0.13238692599999999,0.144932321,5.6124100000000003E-2,0.201056454,3770,1051,1617,682,399,21,420,0.27877984099999997,0.42891246700000002,0.180901857,0.105835544,5.5702900000000003E-3,0.11140583599999999,13,3,6,3,1,4,0.23076923099999999,0.46153846199999998,0.23076923099999999,7.6923077000000006E-2,0.30769230800000003,13,1,3,5,4,9,7.6923077000000006E-2,0.23076923099999999,0.38461538499999998,0.30769230800000003,0.69230769199999997,3042,613,0.20151216299999999,3783,429,0.113402062
DCPS,DC Public Schools,All,19475,6123,4325,4067,3998,962,4960,0.31440308099999997,0.22207958899999999,0.20883183599999999,0.205288832,4.9396700000000002E-2,0.25468549400000001,20192,5079,5887,4391,4102,733,4835,0.25153526100000001,0.29155110899999997,0.21746236099999999,0.20314976200000001,3.63015E-2,0.23945126799999999,238,85,49,62,42,104,0.35714285699999998,0.20588235299999999,0.26050420200000002,0.17647058800000001,0.43697479,230,72,47,56,55,111,0.31304347799999999,0.20434782600000001,0.243478261,0.239130435,0.482608696,19713,5064,0.25688631899999997,20422,4946,0.24218979500000001
