,,,DATA AS OF: SEPTEMBER 2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,




School Code ,School Name ,Grade,# of English Language Arts (ELA) Test Takers,ELA -  # Level 1,ELA - # Level 2,ELA - # Level 3,ELA - # Level 4,ELA - # Level 5,ELA # Proficient,ELA - % Level 1,ELA - % Level 2,ELA - % Level 3,ELA - % Level 4,ELA - % Level 5,ELA - % Proficient,# Math Test Takers,Math - # Level 1,Math - # Level 2,Math - # Level 3,Math - # Level 4,Math - # Level 5,Math - # Proficient,Math - % Level 1,Math - % Level 2,Math - % Level 3,Math - % Level 4,Math - % Level 5,Math - % Proficient,MSAA ELA # of Test Takers,MSAA ELA - # Level 1,MSAA ELA - # Level 2,MSAA ELA - # Level 3,MSAA ELA - # Level 4,MSAA ELA - # Proficient,MSAA ELA - % Level 1,MSAA ELA - % Level 2,MSAA ELA - % Level 3,MSAA ELA - % Level 4,MSAA ELA - % Proficient,MSAA Math - # Test Takers,MSAA Math - # Level 1,MSAA Math - # Level 2,MSAA Math - # Level 3,MSAA Math - # Level 4,MSAA Math - # Proficient,MSAA Math - % Level 1,MSAA Math - % Level 2,MSAA Math - % Level 3,MSAA Math - % Level 4,MSAA Math - % Proficient,ELA - # of All (PARCC & MSAA) Test Takers,ELA - # of All (PARCC & MSAA)  Proficient,ELA - % of All (PARCC & MSAA) Proficient,Math - # of All (PARCC & MSAA) Test Takers,Math - # All (PARCC & MSAA) All Proficient,Math - % All (PARCC & MSAA) Proficient
202,Aiton ES,3,30,22,5,3,0,0,0,0.73333333300000003,0.16666666699999999,0.1,0,0,0,30,13,10,6,1,0,1,0.43333333299999999,0.33333333300000001,0.2,3.3333300000000003E-2,0,3.3333300000000003E-2,,,,,,,,,,,,,,,,,,,,,,,30,0,0,30,1,3.3333300000000003E-2
202,Aiton ES,4,23,10,4,5,3,1,4,0.43478260899999999,0.17391304299999999,0.21739130400000001,0.130434783,4.3478299999999998E-2,0.17391304299999999,23,7,5,4,7,0,7,0.30434782599999999,0.21739130400000001,0.17391304299999999,0.30434782599999999,0,0.30434782599999999,,,,,,,,,,,,,,,,,,,,,,,23,4,0.17391304299999999,23,7,0.30434782599999999
202,Aiton ES,5,20,5,8,7,0,0,0,0.25,0.4,0.35,0,0,0,20,4,8,6,2,0,2,0.2,0.4,0.3,0.1,0,0.1,,,,,,,,,,,,,,,,,,,,,,,20,0,0,20,2,0.1
202,Aiton ES,All,73,37,17,15,3,1,4,0.50684931499999997,0.23287671200000001,0.20547945200000001,4.1095899999999998E-2,1.36986E-2,5.4794500000000003E-2,73,24,23,16,10,0,10,0.32876712299999999,0.31506849300000001,0.219178082,0.136986301,0,0.136986301,,,,,,,,,,,,,,,,,,,,,,,73,4,5.4794500000000003E-2,73,10,0.136986301
203,Amidon Bowen ES,3,46,27,8,4,7,0,7,0.58695652200000004,0.17391304299999999,8.6956521999999994E-2,0.15217391299999999,0,0.15217391299999999,46,18,11,8,7,2,9,0.39130434800000002,0.239130435,0.17391304299999999,0.15217391299999999,4.3478299999999998E-2,0.19565217400000001,,,,,,,,,,,,,,,,,,,,,,,46,7,0.15217391299999999,46,9,0.19565217400000001
