Charter,Virtual,Magnet,Latitude,Longitude,FRPM%,Met and Above%,Male%,American Indian%,Asian%,Pacific Islander%,Filipino%,Hispanic%,African American%
1,0,0,1.9572495015410851,-2.6610245075704455,0.933,0.51,0.4270072992700729,0.0,0.0145985401459854,0.0,0.0255474452554744,0.8978102189781022,0.0218978102189781
0,0,0,2.014621501541086,-2.6961445075704518,0.918,0.04,0.561111111111111,0.0,0.1916666666666666,0.0027777777777777,0.0,0.6527777777777777,0.0416666666666666
0,0,0,1.9942875015410877,-2.723804507570449,0.952,0.09,0.552083333333333,0.0,0.031249999999999903,0.0104166666666666,0.0,0.26041666666666663,0.6458333333333333
0,0,0,1.9406235015410829,-2.598874507570443,0.81,0.0,0.5467720685111986,0.0013175230566534,0.013175230566534801,0.0329380764163372,0.0052700922266138,0.6021080368906455,0.3188405797101448
0,0,0,1.9554875015410857,-2.6456845075704507,0.849,0.04,0.5431937172774868,0.0,0.040575916230366396,0.0418848167539267,0.0039267015706805995,0.643979057591623,0.22251308900523548
1,0,0,1.9406235015410829,-2.598874507570443,0.936,0.21,0.4702549575070821,0.0,0.0084985835694051,0.0084985835694051,0.0084985835694051,0.8725212464589235,0.0708215297450424
0,0,0,1.9473385015410827,-2.590354507570453,0.765,0.0,0.6304347826086957,0.0,0.0144927536231884,0.0,0.0,0.5507246376811594,0.42753623188405787
0,0,0,1.9777925015410887,-2.6941345075704533,0.724,0.0,0.6535087719298245,0.0087719298245614,0.1096491228070175,0.0219298245614035,0.0087719298245614,0.4385964912280701,0.39035087719298234
0,0,0,1.9863775015410852,-2.672484507570445,0.883,0.38,0.5025608194622275,0.0038412291933418,0.3117797695262483,0.0121638924455825,0.013444302176696399,0.2951344430217669,0.3233034571062739
0,0,0,2.0128125015410845,-2.69009450757045,0.476,0.61,0.4583948793697683,0.001969473165928,0.20580994583948792,0.0029542097488921,0.0157557853274248,0.1688823239783357,0.2954209748892171
0,0,0,1.9785825015410836,-2.5995645075704488,0.759,0.18,0.5035268583830708,0.0097666847531199,0.1378187737384698,0.0184481823114486,0.0189907759088442,0.402061855670103,0.3125339120998372
0,0,0,2.0038915015410836,-2.669894507570447,0.0615,0.32,0.4852941176470586,0.0147058823529411,0.0441176470588235,0.0,0.0441176470588234,0.1470588235294117,0.1029411764705881
0,0,0,2.0047615015410827,-2.668864507570447,0.0114,0.87,0.42663378545006136,0.0,0.14919852034525272,0.001233045622688,0.0110974106041923,0.0468557336621454,0.0172626387176325
0,0,0,1.8894025015410847,-2.5958345075704443,0.739,0.08,0.6180555555555554,0.0,0.0347222222222221,0.0208333333333332,0.0416666666666666,0.5625,0.2847222222222222
0,0,0,1.8982155015410882,-2.5785245075704495,0.62,0.25,0.5111196319018401,0.0011503067484661,0.16564417177914098,0.0130368098159508,0.0858895705521472,0.451303680981595,0.16909509202453982
0,0,0,1.869658501541089,-2.5584845075704408,0.69,0.64,0.4070796460176988,0.0,0.0353982300884954,0.022123893805309602,0.0353982300884954,0.5398230088495575,0.2079646017699115
1,0,0,1.8554065015410828,-2.586054507570452,0.686,0.49,0.4754653130287646,0.0016920473773265,0.2250423011844331,0.0050761421319796,0.0372250423011844,0.494077834179357,0.1607445008460236
0,0,0,1.8618975015410868,-2.574324507570452,0.497,0.68,0.48876404494381986,0.0044943820224718,0.2011235955056179,0.0140449438202246,0.1252808988764044,0.4398876404494382,0.0747191011235954
0,0,0,1.8500635015410865,-2.551024507570446,0.586,0.06,0.6666666666666665,0.0,0.0296296296296296,0.0,0.0222222222222222,0.6222222222222222,0.2148148148148147
0,0,0,1.8677755015410824,-2.5585245075704393,0.771,0.27,0.5107604017216641,0.0007173601147776,0.0781922525107603,0.014347202295552301,0.055954088952654094,0.6133428981348636,0.15638450502152068
0,0,0,1.9020835015410853,-2.362354507570444,0.0873,0.67,0.4665866346538612,0.0008003201280512,0.3637454981992796,0.0036014405762304002,0.07603041216486581,0.1420568227290916,0.0480192076830732
0,0,0,1.9020645015410835,-2.357604507570443,0.255,0.04,0.4999999999999998,0.0,0.0833333333333332,0.0,0.0138888888888888,0.33333333333333326,0.13888888888888878
0,1,0,1.852666501541087,-2.3559045075704432,0.05,0.69,0.508845437616387,0.0032588454376162998,0.3584729981378026,0.0032588454376162998,0.033519553072625594,0.0917132216014897,0.0195530726256982
0,1,0,1.8362775015410833,-2.311104507570448,0.321,0.65,0.4752475247524752,0.0,0.029702970297029698,0.0396039603960396,0.0099009900990099,0.26732673267326734,0.0495049504950495
0,1,0,1.8493835015410838,-2.3092345075704515,0.0588,0.93,0.4981117824773409,0.0026435045317218997,0.34932024169184284,0.0018882175226585,0.0226586102719032,0.0951661631419938,0.015105740181268801
0,0,0,2.558824501541089,-1.2444845075704478,0.837,0.0,0.7173913043478259,0.0434782608695652,0.0,0.0,0.0,0.1521739130434782,0.0217391304347826
0,0,0,2.5798625015410863,-1.2456645075704529,0.391,0.81,0.4446107784431136,0.0209580838323353,0.0074850299401197,0.0014970059880239,0.0044910179640718,0.1751497005988023,0.0014970059880239
0,0,0,2.5349135015410837,-1.227734507570446,0.374,0.19,0.4722222222222219,0.0178571428571428,0.0099206349206348,0.0079365079365078,0.0079365079365078,0.2301587301587301,0.0059523809523808
1,1,0,3.916252501541088,-2.2845945075704464,0.255,0.89,0.3586956521739128,0.0195652173913043,0.0195652173913042,0.0021739130434782,0.0,0.1369565217391304,0.0130434782608695
0,0,0,3.939913501541085,-2.2938145075704455,0.674,0.02,0.5436241610738252,0.046979865771812,0.0268456375838925,0.0134228187919462,0.0,0.3020134228187919,0.033557046979865696
0,1,0,3.9170165015410845,-2.280484507570449,0.335,0.67,0.49323958896700887,0.01460248783126,0.056246619794483504,0.004326663061114,0.004326663061114,0.2552731206057328,0.0405624661979447
0,1,0,3.9422475015410825,-2.2530945075704523,0.33,0.47,0.5251641137855577,0.0136761487964988,0.0815098468271334,0.0098468271334791,0.0087527352297592,0.199671772428884,0.0207877461706783
0,0,0,3.8273545015410875,-2.2391045075704454,0.329,0.33,0.5566666666666664,0.0199999999999999,0.0,0.0,0.0,0.19,0.0066666666666666
0,0,0,3.661495501541083,-1.9769645075704432,0.637,0.46,0.5029126213592229,0.0757281553398057,0.0766990291262135,0.0048543689320388,0.003883495145631,0.2592233009708737,0.0262135922330096
0,0,0,3.6954085015410882,-1.9818745075704527,0.697,0.13,0.5223123732251517,0.0628803245436104,0.22109533468559828,0.0030425963488842998,0.0081135902636916,0.14300202839756582,0.0395537525354968
0,1,0,3.7024595015410853,-2.0055645075704405,0.857,0.0,0.5583333333333332,0.0666666666666666,0.0166666666666666,0.0,0.0083333333333333,0.1666666666666666,0.0333333333333333
0,1,0,3.993478501541084,-2.0364945075704526,0.83,0.29,0.5760000000000001,0.032,0.0,0.0,0.016,0.16799999999999998,0.016
0,1,0,3.942082501541087,-2.0492645075704417,0.525,0.29,0.4861509073543456,0.0105062082139445,0.015281757402101099,0.0019102196752626,0.0066857688634192,0.1203438395415472,0.0047755491881566
0,0,0,3.546308501541084,-2.129414507570445,0.731,0.0,0.49999999999999994,0.0,0.0,0.0,0.0,0.7083333333333333,0.0416666666666666
0,0,0,3.548096501541089,-2.1202645075704396,0.518,0.66,0.5146103896103894,0.0064935064935064,0.0259740259740259,0.0032467532467532,0.0,0.5633116883116882,0.0
0,0,0,2.2621665015410883,-0.9877845075704528,0.553,0.37,0.4900459418070442,0.01531393568147,0.010719754977028999,0.0,0.009188361408882,0.20214395099540572,0.0
0,0,0,2.381564501541085,-1.1197845075704436,0.584,0.29,0.4915254237288133,0.018079096045197602,0.0101694915254237,0.0067796610169490994,0.0067796610169490994,0.1581920903954801,0.0112994350282485
0,0,0,3.3818875015410867,-2.4566645075704514,0.467,0.6,0.5,0.0325,0.01,0.0,0.0,0.63,0.0025
0,0,0,3.4572875015410887,-2.63950450757045,0.129,0.31,0.4700000000000001,0.05,0.01,0.0,0.0,0.53,0.0
0,1,0,3.1904725015410875,-2.4919545075704406,0.634,0.41,0.5495495495495494,0.0,0.0135135135135134,0.0022522522522522,0.0022522522522522,0.7252252252252251,0.018018018018018
0,1,0,3.3375045015410834,-2.59437450757045,0.779,0.17,0.47905282331511817,0.0018214936247723,0.0163934426229507,0.0018214936247723,0.0,0.9417122040072858,0.0036429872495446
1,0,0,2.1068555015410837,-2.749374507570451,0.607,0.67,0.4049844236760122,0.0031152647975077,0.0903426791277258,0.0,0.0404984423676012,0.33956386292834884,0.2118380062305295
1,0,0,2.1312205015410868,-2.4029845075704515,0.18,0.73,0.4597177969959031,0.0045516613563950006,0.0778334091943559,0.010013654984069099,0.0505234410559853,0.2066454255803367,0.0400546199362766
0,0,0,2.0587515015410887,-2.510184507570443,0.0345,0.0,0.4857142857142855,0.0,0.0857142857142857,0.0285714285714285,0.0,0.1142857142857142,0.0285714285714285
0,0,0,2.0854005015410877,-2.5350245075704407,0.0317,0.73,0.48676470588235277,0.0,0.10147058823529401,0.0022058823529411,0.0161764705882352,0.0757352941176469,0.0095588235294117
0,0,0,2.0446065015410824,-2.5606045075704458,0.0206,0.88,0.4430863254392663,0.0007639419404125,0.15049656226126812,0.0007639419404125,0.0183346065699006,0.0863254392666156,0.0084033613445377
0,0,0,2.0712265015410836,-2.4933745075704508,0.0863,0.71,0.4797385620915031,0.003267973856209,0.1359477124183006,0.0039215686274509005,0.038562091503267906,0.1156862745098039,0.0254901960784313
0,0,0,2.023416501541085,-2.5803445075704445,0.0109,0.88,0.4400939702427562,0.0023492560689115,0.1448707909162098,0.0039154267815191,0.011746280344557498,0.08613938919342201,0.0242756460454188
0,1,0,2.1809665015410857,-2.2293245075704533,0.689,0.0,0.6300578034682077,0.028901734104046096,0.0231213872832369,0.0,0.0115606936416184,0.36416184971098253,0.44508670520231197
0,0,0,2.129157501541087,-2.204134507570444,0.52,0.36,0.34410112359550526,0.0168539325842696,0.0898876404494381,0.0098314606741573,0.08146067415730329,0.4382022471910112,0.1741573033707864
0,1,0,2.1871525015410853,-2.2485645075704497,0.758,0.0,0.5379746835443036,0.0253164556962025,0.0063291139240506,0.0126582278481012,0.0063291139240506,0.4430379746835442,0.3607594936708861
0,1,0,2.187366501541085,-2.251914507570447,0.712,0.53,0.539804827940421,0.0041088854648176,0.0251669234720081,0.013353877760657301,0.0251669234720081,0.5033384694401644,0.2275295326142783
0,0,0,2.1062645015410837,-2.1884745075704473,0.151,0.84,0.4673869547819126,0.0032012805122048,0.0672268907563024,0.0072028811524609,0.0980392156862744,0.2152861144457782,0.0896358543417366
0,0,0,2.150169501541086,-2.1517145075704462,0.354,0.59,0.49678395762391186,0.0049186530457812,0.031025349981082,0.007567158531971201,0.0529701097237986,0.413923571698827,0.1153991676125614
0,0,0,2.116748501541089,-2.131924507570446,0.221,0.44,0.45762711864406747,0.006779661016949,0.0169491525423728,0.0067796610169491,0.006779661016949,0.35932203389830497,0.0745762711864406
0,0,0,2.115984501541085,-2.131064507570443,0.32,0.34,0.4928266770065914,0.0050407134548274,0.0248158200853042,0.0058162078324931,0.0232648313299728,0.37107405971306695,0.062039550213260894
0,0,0,2.101008501541088,-2.1176345075704432,0.492,0.06,0.5654761904761902,0.0,0.0119047619047618,0.0059523809523809,0.0119047619047619,0.4940476190476189,0.2023809523809523
0,0,0,2.195733501541085,-2.5682245075704486,0.518,0.34,0.5079365079365076,0.0158730158730158,0.0,0.0,0.0158730158730158,0.33333333333333326,0.047619047619047505
0,0,0,2.1835835015410865,-2.56967450757044,0.277,0.44,0.4614079728583542,0.003392705682782,0.0491942324003392,0.0025445292620865,0.032230703986429,0.2773536895674299,0.0279898218829515
0,1,0,2.0911835015410887,-2.442944507570445,0.0907,0.61,0.47111681643132186,0.005134788189987,0.1700898587933247,0.0102695763799742,0.058408215661103796,0.1026957637997431,0.0186136071887034
0,1,0,2.1168315015410855,-2.504094507570443,0.6,0.0,0.6521739130434783,0.0,0.0217391304347826,0.0,0.0217391304347826,0.5434782608695652,0.0434782608695652
0,1,0,2.1469565015410836,-2.507814507570444,0.213,0.56,0.5034079844206423,0.0029211295034079,0.09737098344693271,0.0053554040895811995,0.0579357351509249,0.227361246348588,0.0340798442064264
0,1,0,2.1575625015410864,-2.4245645075704516,0.471,0.52,0.4922766957689722,0.0060443250503693004,0.0496977837474815,0.0026863666890529,0.0732034922766957,0.4801880456682336,0.0449966420416386
0,1,0,2.1639675015410873,-2.4722745075704466,0.754,0.36,0.5193452380952378,0.0029761904761904,0.0550595238095237,0.019345238095238,0.0639880952380952,0.6421130952380951,0.0982142857142857
0,1,0,2.161784501541085,-2.4640545075704523,0.688,0.0,0.6006944444444442,0.0034722222222222,0.0138888888888888,0.0069444444444444,0.0104166666666666,0.5659722222222222,0.1249999999999999
0,1,0,2.1177615015410822,-2.459214507570451,0.752,0.4,0.5184590690208665,0.0048154093097913,0.029695024077046397,0.0064205457463883,0.036918138041733495,0.718298555377207,0.052166934189406
0,1,0,2.185053501541084,-2.313704507570449,0.747,0.0,0.5270270270270269,0.0045045045045045,0.009009009009009,0.0045045045045045,0.0045045045045045,0.644144144144144,0.2477477477477477
0,0,0,2.200635501541086,-2.3173345075704503,0.687,0.47,0.4910844782227416,0.0017538731365096,0.0289389067524115,0.0204618532592808,0.0634317451037707,0.6074247296112247,0.190879859690149
1,1,0,2.1151465015410835,-2.7970645075704397,0.913,0.74,0.4379562043795618,0.0,0.021897810218978,0.0,0.0036496350364963,0.8923357664233575,0.060218978102189694
0,1,0,2.1499735015410835,-2.77811450757045,0.46,0.96,0.4315789473684206,0.0,0.1122807017543859,0.0140350877192981,0.0561403508771928,0.5298245614035086,0.20350877192982442
0,1,0,2.1808275015410885,-2.6879345075704464,0.421,0.64,0.5080321285140558,0.001004016064257,0.1857429718875501,0.005020080321285,0.2479919678714858,0.2098393574297188,0.2630522088353412
0,1,0,2.1488245015410854,-2.721054507570443,0.682,0.13,0.5078888054094665,0.001502629601803,0.1307287753568745,0.0090157776108189,0.0788880540946656,0.4485349361382418,0.2118707738542449
0,1,0,2.0876885015410878,-2.73080450757044,0.509,0.48,0.5102739726027393,0.0047945205479451,0.16986301369863,0.0082191780821917,0.0328767123287671,0.2780821917808218,0.2534246575342465
0,1,0,2.113573501541083,-2.7975145075704404,0.856,0.06,0.5942028985507242,0.0028985507246376,0.0318840579710144,0.0028985507246376,0.017391304347826,0.5710144927536231,0.28695652173913033
0,1,0,2.1064515015410876,-2.765274507570453,0.807,0.17,0.5628415300546447,0.0,0.0513661202185791,0.0098360655737704,0.0131147540983606,0.6327868852459015,0.25683060109289607
0,1,0,2.171292501541089,-2.7210745075704494,0.61,0.19,0.5128865979381441,0.0017182130584192,0.1314432989690721,0.0068728522336768995,0.0910652920962199,0.4450171821305841,0.14948453608247408
0,1,0,2.1330765015410833,-2.7833545075704507,0.925,0.1,0.4874213836477985,0.00062893081761,0.0427672955974842,0.005660377358490501,0.0201257861635219,0.8528301886792453,0.061635220125786094
0,0,0,1.948733501541085,-2.33825450757044,0.0512,0.96,0.4899933288859236,0.0020013342228152,0.6751167444963309,0.0013342228152100999,0.0560373582388258,0.0627084723148765,0.024016010673782402
0,0,0,1.9283835015410844,-2.3835445075704484,0.049,0.73,0.45916114790286944,0.0014716703458424,0.25938189845474613,0.0025754231052243,0.0401030169242089,0.1147902869757173,0.0294334069168505
0,0,0,2.0258745015410824,-2.4182745075704446,0.0229,0.76,0.47212837837837807,0.0029560810810809,0.1701858108108108,0.0008445945945945,0.0232263513513513,0.0831925675675675,0.0092905405405404
0,0,0,2.007802501541086,-2.441284507570444,0.0177,0.72,0.46288209606986885,0.0,0.0688985929160601,0.0,0.014556040756914,0.0921882581271227,0.0082484230955846
0,0,0,2.0080145015410835,-2.4468245075704402,0.194,0.07,0.7395833333333333,0.0,0.14583333333333331,0.0104166666666666,0.0625,0.17708333333333331,0.0416666666666666
0,0,0,5.948400501541087,-4.645094507570448,0.542,0.67,0.5059331175836028,0.1251348435814455,0.050701186623516595,0.0032362459546925,0.0086299892125134,0.2384034519956849,0.016181229773462702
0,0,0,5.9903395015410865,-4.590054507570443,0.625,0.15,0.5142857142857141,0.1999999999999999,0.0,0.0,0.0,0.1857142857142856,0.0142857142857142
1,0,0,3.2634875015410856,0.34563549242955105,0.975,0.12,0.698630136986301,0.0068493150684931,0.0068493150684931,0.0068493150684931,0.0,0.547945205479452,0.2465753424657534
0,0,0,2.8627805015410885,-1.5066345075704533,0.0559,0.89,0.49032523672293105,0.0016467682173733,0.09633594071634399,0.0016467682173734,0.017702758336763998,0.10909839440098801,0.0160559901193906
0,0,0,2.8626945015410854,-1.2742345075704407,0.278,0.79,0.4786324786324784,0.0142450142450142,0.0066476733143399,0.0028490028490027,0.0047483380816714,0.19183285849952508,0.0075973409306742
1,1,0,2.8628685015410866,-1.2742145075704485,0.0562,0.37,0.4375,0.0125,0.0125,0.0,0.0125,0.0625,0.025
0,0,0,2.9134235015410823,-1.2487045075704515,0.328,0.47,0.4890638670166225,0.0192475940507435,0.0078740157480313,0.0061242344706911,0.006124234470691,0.19597550306211708,0.009623797025371701
0,0,0,2.874353501541087,-1.2580845075704445,0.586,0.0,0.6117647058823528,0.0588235294117646,0.0,0.0235294117647058,0.0,0.21176470588235288,0.0352941176470588
0,0,0,2.854170501541084,-1.3791445075704445,0.139,0.61,0.4882943143812707,0.0072463768115941,0.0211817168338906,0.0005574136008918,0.011705685618728999,0.132664437012263,0.0039018952062429
0,1,0,3.0884485015410874,-0.4485745075704415,0.764,0.16,0.514285714285714,0.0142857142857142,0.0,0.0,0.0,0.4142857142857142,0.0285714285714284
0,1,0,3.0884485015410874,-0.4485745075704415,0.476,0.24,0.5072886297376091,0.0058309037900874,0.015549076773566501,0.0019436345966958,0.0505344995140913,0.3828960155490767,0.0087463556851311
0,0,0,3.029314501541087,-1.2941445075704507,0.436,0.32,0.4838056680161942,0.0242914979757084,0.0040485829959514,0.0,0.0020242914979757,0.0951417004048582,0.0080971659919028
1,0,0,0.9615095015410873,-0.22526450757044358,0.894,0.03,0.448759439050701,0.0194174757281553,0.020496224379719402,0.0,0.0,0.744336569579288,0.0517799352750808
0,0,0,0.9517875015410837,-0.16614450757045063,0.982,0.0,0.7083333333333331,0.0,0.0083333333333333,0.0,0.0,0.6666666666666665,0.21666666666666662
0,0,0,1.0159455015410828,-0.11908450757044875,0.831,0.09,0.7678571428571426,0.0178571428571428,0.0178571428571428,0.0,0.0,0.5714285714285714,0.12499999999999989
0,0,0,1.071777501541085,-0.169404507570448,0.211,0.61,0.5154804985926816,0.0028146361077601998,0.1552070767993565,0.002412545235223,0.035786087655810206,0.23482106956172089,0.0309609971853638
1,1,0,1.0143005015410864,-0.12002450757044869,0.329,0.18,0.4156976744186044,0.0174418604651162,0.06976744186046499,0.0,0.002906976744186,0.33720930232558133,0.0319767441860464
0,0,0,1.040322501541084,-0.1995245075704446,0.425,0.42,0.4780534351145035,0.007156488549618201,0.0825381679389312,0.0047709923664122,0.0209923664122136,0.4088740458015266,0.0515267175572518
0,0,0,1.0384255015410844,-0.14913450757045155,0.292,0.52,0.4894405335309372,0.007410151908114,0.1189329381252315,0.0022230455724342,0.0222304557243422,0.2730640978140052,0.0259355316783993
0,0,0,0.9786395015410889,-0.07488450757044518,0.544,0.35,0.5083511777301924,0.00813704496788,0.25952890792291217,0.0012847965738757,0.0372591006423982,0.3901498929336188,0.0278372591006423
0,0,0,1.0186925015410893,-0.1234145075704447,0.775,0.11,0.573839662447257,0.0126582278481012,0.021097046413501998,0.0,0.0084388185654008,0.5189873417721518,0.033755274261603296
0,0,0,0.9993205015410851,-0.1177945075704514,0.469,0.77,0.5024121295658165,0.010682288077188101,0.0882150241212956,0.0034458993797380003,0.0137835975189524,0.3718125430737422,0.0220537560303238
0,1,0,0.32622450154108407,-0.7957645075704534,0.902,0.0,0.6166666666666666,0.0,0.0,0.0,0.0,0.7666666666666666,0.0499999999999999
0,1,0,0.32541950154108434,-0.7992345075704463,0.748,0.08,0.49450549450549425,0.0008453085376162,0.0185967878275569,0.0,0.0033812341504649,0.846153846153846,0.0067624683009297
0,0,0,0.8141795015410835,-0.10864450757044608,0.736,0.73,0.5131926121372029,0.0013192612137203,0.0936675461741423,0.0,0.0,0.7941952506596305,0.014511873350923401
0,0,1,0.9492695015410888,-0.23200450757045132,0.747,0.88,0.5523012552301253,0.0,0.17573221757322172,0.0167364016736401,0.0,0.606694560669456,0.0460251046025104
1,0,0,0.9907975015410884,-0.18401450757045268,0.116,1.0,0.4071729957805904,0.0063291139240506,0.21097046413502102,0.0021097046413502,0.1118143459915611,0.240506329113924,0.0168776371308016
0,0,0,0.8956845015410835,-0.14944450757045047,0.933,0.0,0.7045454545454545,0.0,0.0227272727272727,0.0,0.0,0.5681818181818181,0.2499999999999999
0,0,0,0.9982375015410838,-0.24653450757044482,0.568,0.25,0.49037328094302535,0.0066797642436148,0.055795677799607,0.008251473477406599,0.006286836935166899,0.5202357563850687,0.1123772102161099
0,0,1,0.9661195015410868,-0.1891345075704436,0.902,0.19,0.47716682199440796,0.0037278657968312,0.2264678471575022,0.0027958993476234,0.0,0.6821994408201304,0.0363466915191052
0,0,0,0.9145665015410884,-0.17228450757045266,0.909,0.09,0.6386233269598468,0.0038240917782026,0.040152963671128,0.0,0.0019120458891013,0.7590822179732313,0.1453154875717017
