CDSCode,County,District,School,City,Charter,Virtual,Magnet,Latitude,Longitude,Public Yes/No,Percent,M1,M2,M3,M4,M5,M6,M7,F1,F2,F3,F4,F5,F6,F7
19101990135582.0,Los Angeles,Los Angeles County Office of Education,Russell Westbrook Why Not? High,Los Angeles,Y,N,N,33.995341,-118.30851,Y,0.929,,,,,,,,,,,,,,
19101990136119.0,Los Angeles,Los Angeles County Office of Education,Animo City of Champions Charter High,Inglewood,Y,N,N,33.951586,-118.32505,Y,0.86,,,,,,,,,,,,,,
19101990138669.0,Los Angeles,Los Angeles County Office of Education,Da Vinci RISE High,El Segundo,Y,Y,N,33.917773,-118.38398,Y,0.713,,,,,,,,,,,,,,
19101990139345.0,Los Angeles,Los Angeles County Office of Education,We the People High,Long Beach,Y,N,N,33.787729,-118.18981,Y,0.909,,,,,,,,,,,,,,
19101990140681.0,Los Angeles,Los Angeles County Office of Education,Environmental Charter High - Gardena,Gardena,Y,N,N,33.887035,-118.32532,Y,0.0,,,,,,,,,,,,,,
19101990140756.0,Los Angeles,Los Angeles County Office of Education,T.I.M.E. Community,Montebello,Y,N,N,34.015640,-118.12287,Y,0.0,,,,,,,,,,,,,,
19101990140962.0,Los Angeles,Los Angeles County Office of Education,The SEED School of Los Angeles County,Los Angeles,Y,N,N,34.126092,-118.47229,Y,0.0,,,,,,,,,,,,,,
19101991933399.0,Los Angeles,Los Angeles County Office of Education,L.A. County High School for the Arts,Los Angeles,N,N,N,34.062369,-118.17160,Y,0.103,0.0,0.0371681415929203,0.0,0.0088495575221238,0.1044247787610619,0.031858407079646,0.1911504424778761,0.0017699115044247,0.0761061946902654,0.0,0.0106194690265486,0.1433628318584071,0.0530973451327433,0.2442477876106194
19101991995869.0,Los Angeles,Los Angeles County Office of Education,International Polytechnic High,Pomona,N,N,N,34.050370,-117.82071,Y,0.269,0.0,0.0593525179856115,0.0017985611510791,0.0539568345323741,0.2841726618705036,0.0089928057553956,0.0647482014388489,0.0,0.0323741007194244,0.0,0.0467625899280575,0.3435251798561151,0.014388489208633,0.0467625899280575
19101991996214.0,Los Angeles,Los Angeles County Office of Education,Renaissance County Community,Hawthorne,N,N,N,33.898285,-118.33289,Y,0.785,0.0,0.006060606060606,0.0,0.006060606060606,0.3333333333333333,0.1272727272727272,0.0121212121212121,0.0,0.0,0.0,0.0,0.4181818181818181,0.0909090909090909,0.006060606060606
19642121930056.0,Los Angeles,ABC Unified,Cerritos High,Cerritos,N,Y,N,33.865464,-118.06479,Y,0.294,0.0004587155963302,0.2243119266055045,0.0022935779816513,0.081651376146789,0.1220183486238532,0.0279816513761467,0.0344036697247706,0.0004587155963302,0.210091743119266,0.0022935779816513,0.078440366972477,0.1192660550458715,0.0389908256880734,0.0302752293577981
19642121930346.0,Los Angeles,ABC Unified,ABC Adult,Cerritos,N,Y,N,33.878924,-118.07128,Y,0.0,,,,,,,,,,,,,,
19642121930361.0,Los Angeles,ABC Unified,Artesia High,Lakewood,N,Y,Y,33.845962,-118.07440,Y,0.756,0.0,0.0344827586206896,0.0062068965517241,0.04,0.3289655172413793,0.0496551724137931,0.0179310344827586,0.0027586206896551,0.0262068965517241,0.0062068965517241,0.0317241379310344,0.3710344827586206,0.0482758620689655,0.0248275862068965
19642121931641.0,Los Angeles,ABC Unified,Tracy (Wilbur) High (Continuation),Cerritos,N,Y,N,33.878969,-118.07199,Y,0.721,0.0063492063492063,0.0158730158730158,0.0,0.0380952380952381,0.3714285714285714,0.0634920634920634,0.0539682539682539,0.0063492063492063,0.0158730158730158,0.0063492063492063,0.0063492063492063,0.346031746031746,0.0253968253968253,0.0349206349206349
19642121931880.0,Los Angeles,ABC Unified,Whitney (Gretchen) High,Cerritos,N,Y,N,33.878999,-118.05511,Y,0.211,0.0029673590504451,0.2729970326409495,0.0,0.0642927794263105,0.0623145400593471,0.0079129574678536,0.0158259149357072,0.0009891196834817,0.3471810089020771,0.0049455984174085,0.095944609297725,0.0731948565776458,0.0069238377843719,0.0257171117705242
19642121933159.0,Los Angeles,ABC Unified,Gahr (Richard) High,Cerritos,N,Y,N,33.873114,-118.09725,Y,0.525,0.0014858841010401,0.0762753838533927,0.0029717682020802,0.0718177315502724,0.2397226349678058,0.075780089153046,0.0356612184249628,0.0014858841010401,0.070827142149579,0.0064388311045071,0.0633977216443784,0.2194155522535908,0.0822189202575532,0.0356612184249628
19642121995596.0,Los Angeles,ABC Unified,ABC Secondary (Alternative),Cerritos,N,Y,N,33.881547,-118.04635,Y,0.368,0.0,0.0434782608695652,0.0,0.0,0.4492753623188406,0.0144927536231884,0.0144927536231884,0.0,0.0144927536231884,0.0,0.0144927536231884,0.3333333333333333,0.0289855072463768,0.072463768115942
19642460100081.0,Los Angeles,Antelope Valley Union High,William J. (Pete) Knight High,Palmdale,N,N,N,34.561450,-118.00828,Y,0.741,0.0016806722689075,0.0047058823529411,0.000672268907563,0.0036974789915966,0.4090756302521008,0.0722689075630252,0.0191596638655462,0.0016806722689075,0.0026890756302521,0.0003361344537815,0.0047058823529411,0.3640336134453781,0.0746218487394958,0.0208403361344537
19642460108407.0,Los Angeles,Antelope Valley Union High,Eastside High,Lancaster,N,N,N,34.682501,-118.07325,Y,0.798,0.0013140604467805,0.0048182216381953,0.0013140604467805,0.0052562417871222,0.2952255803766973,0.1375383267630311,0.0328515111695138,0.0013140604467805,0.0043802014892685,0.0004380201489268,0.0039421813403416,0.304862023653088,0.1327201051248357,0.0293473499780989
19642460111872.0,Los Angeles,Antelope Valley Union High,SOAR High (Students On Academic Rise),Lancaster,N,N,N,34.674985,-118.18454,Y,0.589,0.0,0.0073891625615763,0.0024630541871921,0.0172413793103448,0.2339901477832512,0.0615763546798029,0.0615763546798029,0.0,0.0246305418719211,0.0024630541871921,0.0197044334975369,0.3275862068965517,0.083743842364532,0.1009852216748768
19642460126003.0,Los Angeles,Antelope Valley Union High,Academies of the Antelope Valley,Quartz Hill,Y,Y,N,34.660140,-118.24104,Y,0.58,0.0,0.0113636363636363,0.0,0.0068181818181818,0.2613636363636363,0.059090909090909,0.0659090909090909,0.0,0.0113636363636363,0.0,0.0181818181818181,0.3159090909090909,0.0636363636363636,0.125
19642461930213.0,Los Angeles,Antelope Valley Union High,Antelope Valley High,Lancaster,N,N,Y,34.699110,-118.13034,Y,0.817,0.0032034169781099,0.0005339028296849,0.0,0.0058729311265349,0.3123331553657234,0.1692471970101441,0.0325680726107848,0.0005339028296849,0.0,0.0010678056593699,0.0016017084890549,0.2674853176721836,0.1500266951414842,0.0224239188467698
19642461931732.0,Los Angeles,Antelope Valley Union High,Desert Winds Continuation High,Lancaster,N,N,N,34.700412,-118.12339,Y,0.676,0.0029498525073746,0.0029498525073746,0.0014749262536873,0.0014749262536873,0.3539823008849557,0.1548672566371681,0.0604719764011799,0.0029498525073746,0.0,0.0014749262536873,0.0029498525073746,0.1828908554572271,0.1607669616519174,0.0250737463126843
19642461936624.0,Los Angeles,Antelope Valley Union High,Palmdale High,Palmdale,N,N,N,34.572775,-118.09194,Y,0.794,0.0007507507507507,0.0007507507507507,0.0,0.003003003003003,0.3663663663663664,0.0893393393393393,0.0274024024024024,0.0003753753753753,0.0015015015015015,0.0,0.003003003003003,0.3828828828828828,0.0731981981981982,0.0221471471471471
19642461937051.0,Los Angeles,Antelope Valley Union High,Quartz Hill High,Quartz Hill,N,N,N,34.660109,-118.24003,Y,0.344,0.0013192612137203,0.0184696569920844,0.0009894459102902,0.0092348284960422,0.2011873350923483,0.0527704485488126,0.2025065963060686,0.0013192612137203,0.0171503957783641,0.0006596306068601,0.0072559366754617,0.1886543535620052,0.0484828496042216,0.1800791556728232
19642461995398.0,Los Angeles,Antelope Valley Union High,Highland High,Palmdale,N,N,Y,34.585226,-118.17400,Y,0.588,0.0017325017325017,0.0148995148995149,0.0006930006930006,0.0159390159390159,0.3087318087318087,0.0907830907830907,0.0734580734580734,0.0013860013860013,0.0114345114345114,0.0003465003465003,0.0117810117810117,0.2924462924462924,0.072072072072072,0.0668745668745668
19642461995406.0,Los Angeles,Antelope Valley Union High,Littlerock High,Littlerock,N,N,N,34.572721,-117.93595,Y,0.831,0.0013315579227696,0.0006657789613848,0.0,0.0006657789613848,0.4234354194407457,0.0266311584553928,0.0605858854860186,0.0013315579227696,0.0,0.0006657789613848,0.0,0.3754993342210386,0.0279627163781624,0.0565912117177097
19642461995844.0,Los Angeles,Antelope Valley Union High,Lancaster High,Lancaster,N,N,N,34.694853,-118.18835,Y,0.61,0.0004123711340206,0.0103092783505154,0.0012371134020618,0.0148453608247422,0.2465979381443299,0.1006185567010309,0.1121649484536082,0.0028865979381443,0.0074226804123711,0.0016494845360824,0.014020618556701,0.2494845360824742,0.0936082474226804,0.0874226804123711
19642461995968.0,Los Angeles,Antelope Valley Union High,Phoenix High Community Day,Lancaster,N,N,N,34.711275,-118.12862,Y,0.795,0.0,0.0,0.0,0.0,0.365079365079365,0.2857142857142857,0.0317460317460317,0.0158730158730158,0.0,0.0,0.0,0.0793650793650793,0.2063492063492063,0.0
19642461996537.0,Los Angeles,Antelope Valley Union High,Desert Sands Charter,Lancaster,Y,N,N,34.684768,-118.16417,Y,0.833,0.0023242300987797,0.0017431725740848,0.0052295177222545,0.0023242300987797,0.2643811737361999,0.0784427658338175,0.0801859384079023,0.0034863451481696,0.0017431725740848,0.0034863451481696,0.0017431725740848,0.336432306798373,0.0958744915746658,0.0796048808832074
19642461996644.0,Los Angeles,Antelope Valley Union High,R. Rex Parris High,Palmdale,N,N,N,34.587457,-118.11952,Y,0.64,0.0013831258644536,0.0027662517289073,0.0013831258644536,0.0013831258644536,0.4910096818810511,0.0912863070539419,0.0248962655601659,0.0041493775933609,0.0027662517289073,0.0013831258644536,0.0,0.2793914246196404,0.0622406639004149,0.0193637621023513
19642611930288.0,Los Angeles,Arcadia Unified,Arcadia High,Arcadia,N,Y,N,34.130636,-118.03865,Y,0.227,0.0011816838995568,0.3296898079763663,0.0002954209748892,0.0138847858197932,0.0723781388478582,0.0103397341211226,0.0670605612998522,0.0005908419497784,0.314327917282127,0.0008862629246676,0.0224519940915805,0.0706056129985229,0.0106351550960118,0.0717872968980797
19642791930528.0,Los Angeles,Azusa Unified,Azusa High,Azusa,N,Y,N,34.125392,-117.89936,Y,0.75,0.0015515903801396,0.0116369278510473,0.0,0.008533747090768,0.4895267649340574,0.0116369278510473,0.0155159038013964,0.0015515903801396,0.0038789759503491,0.0,0.0023273855702094,0.4274631497284716,0.0054305663304887,0.0162916989914662
19642791931765.0,Los Angeles,Azusa Unified,Sierra High,Azusa,N,Y,N,34.113828,-117.88658,Y,0.743,0.0,0.0,0.0,0.0114942528735632,0.6091954022988506,0.0114942528735632,0.0344827586206896,0.0,0.0,0.0,0.0,0.293103448275862,0.0057471264367816,0.0
19642791933449.0,Los Angeles,Azusa Unified,Gladstone High,Covina,N,Y,N,34.104997,-117.91436,Y,0.767,0.0008210180623973,0.0049261083743842,0.0008210180623973,0.0049261083743842,0.4688013136288998,0.0041050903119868,0.0106732348111658,0.0024630541871921,0.0032840722495894,0.0,0.0073891625615763,0.4564860426929392,0.0057471264367816,0.0246305418719211
19642871930601.0,Los Angeles,Baldwin Park Unified,Baldwin Park High,Baldwin Park,N,N,N,34.083315,-117.94995,Y,0.855,0.0020387359836901,0.0254841997961264,0.0,0.0081549439347604,0.4561671763506625,0.0030581039755351,0.0030581039755351,0.0005096839959225,0.0224260958205912,0.0005096839959225,0.0076452599388379,0.465341488277268,0.0030581039755351,0.0025484199796126
19642871936384.0,Los Angeles,Baldwin Park Unified,North Park Continuation High,Baldwin Park,N,N,N,34.095624,-117.95760,Y,0.871,0.0,0.0032467532467532,0.0,0.0097402597402597,0.672077922077922,0.0,0.0032467532467532,0.0,0.0,0.0,0.0032467532467532,0.3051948051948052,0.0,0.0032467532467532
19642871938166.0,Los Angeles,Baldwin Park Unified,Sierra Vista High,Baldwin Park,N,N,N,34.076695,-117.98053,Y,0.856,0.0,0.0352220520673813,0.0005104645227156,0.0173557937723328,0.4318529862174579,0.0035732516590096,0.001531393568147,0.0,0.0438999489535477,0.0,0.009188361408882,0.451761102603369,0.001531393568147,0.0035732516590096
19642871996479.0,Los Angeles,Baldwin Park Unified,Opportunities for Learning - Baldwin Park,Irwindale,Y,Y,N,34.079021,-117.99434,Y,0.77,0.02356637863315,0.00471327572663,0.00471327572663,0.0062843676355066,0.2026708562450903,0.0392772977219167,0.0722702278083267,0.03770620581304,0.0078554595443833,0.0054988216810683,0.00942655145326,0.2545168892380204,0.03299293008641,0.1005498821681068
19642951930676.0,Los Angeles,Bassett Unified,Bassett Adult,La Puente,N,N,N,34.052208,-117.96966,Y,0.0,,,,,,,,,,,,,,
19642951930700.0,Los Angeles,Bassett Unified,Bassett Senior High,La Puente,N,N,N,34.051475,-117.97642,Y,0.847,0.0009380863039399,0.0187617260787992,0.0009380863039399,0.0037523452157598,0.4840525328330206,0.0075046904315197,0.0103189493433395,0.0018761726078799,0.0121951219512195,0.0,0.0065666041275797,0.4427767354596623,0.0037523452157598,0.0065666041275797
19642951936491.0,Los Angeles,Bassett Unified,Nueva Vista Continuation High,La Puente,N,N,N,34.052426,-117.97238,Y,0.84,0.0,0.0,0.0,0.0,0.5777777777777777,0.0,0.0,0.0,0.0,0.0,0.0,0.4222222222222222,0.0,0.0
19643031930775.0,Los Angeles,Bellflower Unified,Bellflower High,Bellflower,N,Y,N,33.894402,-118.11310,Y,0.791,0.0035349567949725,0.0133542812254516,0.0019638648860958,0.0184603299293008,0.4049489395129615,0.054202670856245,0.025923016496465,0.002356637863315,0.0137470542026708,0.0043205027494108,0.0149253731343283,0.3629222309505106,0.0545954438334642,0.01413982717989
19643031935618.0,Los Angeles,Bellflower Unified,Mayfair High,Lakewood,N,Y,N,33.863670,-118.11714,Y,0.548,0.0020256583389601,0.0286968264686022,0.0037137069547602,0.0307224848075624,0.2835921674544227,0.075624577987846,0.0830519918973666,0.00101282916948,0.0243079000675219,0.0050641458474004,0.0273463875759621,0.2498311951384199,0.0719108710330857,0.075286968264686
19643031938190.0,Los Angeles,Bellflower Unified,Somerset High,Bellflower,N,Y,N,33.882868,-118.13755,Y,0.722,0.0,0.0048780487804878,0.0048780487804878,0.0048780487804878,0.4195121951219512,0.1024390243902439,0.0439024390243902,0.0,0.0,0.0097560975609756,0.0,0.3024390243902439,0.0292682926829268,0.0536585365853658
19643031995679.0,Los Angeles,Bellflower Unified,Bellflower Alternative Education Center,Bellflower,N,N,N,33.882908,-118.13400,Y,0.769,0.0,0.0,0.0,0.0,0.6428571428571429,0.0714285714285714,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0
19643111930981.0,Los Angeles,Beverly Hills Unified,Beverly Hills High,Beverly Hills,N,N,N,34.062080,-118.41057,Y,0.0881,0.0013495276653171,0.0681511470985155,0.0006747638326585,0.0053981106612685,0.0398110661268556,0.0168690958164642,0.3832658569500675,0.0006747638326585,0.0587044534412955,0.0013495276653171,0.0101214574898785,0.0357624831309041,0.0094466936572199,0.349527665317139
19643111931021.0,Los Angeles,Beverly Hills Unified,Moreno High (Continuation),Beverly Hills,N,N,N,34.062514,-118.41021,Y,0.167,0.0,0.0909090909090909,0.0,0.0,0.2727272727272727,0.0,0.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.3636363636363636
19643290130963.0,Los Angeles,Bonita Unified,Adult Transition Program,San Dimas,N,N,N,34.097867,-117.82516,Y,0.0,0.0,0.0625,0.0,0.0,0.3125,0.0,0.3125,0.0,0.0,0.0,0.0,0.25,0.0,0.0
19643291931088.0,Los Angeles,Bonita Unified,Bonita High,La Verne,N,Y,N,34.107804,-117.76729,Y,0.282,0.0004957858205255,0.0262766484878532,0.0029747149231531,0.0094199305899851,0.2369856222112047,0.0148735746157659,0.1616261774913237,0.0024789291026276,0.0262766484878532,0.0014873574615765,0.0123946455131383,0.2503718393653941,0.0114030738720872,0.1492315319781854
19643291937598.0,Los Angeles,Bonita Unified,Chaparral High (Continuation),San Dimas,N,Y,N,34.117535,-117.80643,Y,0.671,0.0266666666666666,0.0133333333333333,0.0,0.0133333333333333,0.4,0.0666666666666666,0.1066666666666666,0.0,0.0,0.0,0.0,0.1866666666666666,0.04,0.12
19643291937739.0,Los Angeles,Bonita Unified,San Dimas High,San Dimas,N,Y,N,34.099307,-117.82293,Y,0.327,0.0,0.0257510729613733,0.0,0.0257510729613733,0.2575107296137339,0.01931330472103,0.1494992846924177,0.0007153075822603,0.0214592274678111,0.0,0.0228898426323319,0.2274678111587982,0.0200286123032904,0.1373390557939914
19643291995893.0,Los Angeles,Bonita Unified,Vista (Alternative),San Dimas,N,N,N,34.117591,-117.80767,Y,0.923,0.0,0.0,0.0,0.0,0.2142857142857142,0.0714285714285714,0.0,0.0,0.0,0.0,0.0714285714285714,0.3571428571428571,0.0714285714285714,0.0714285714285714
19643370131573.0,Los Angeles,Burbank Unified,Burbank Unified Independent Learning Academy (BUILA),Burbank,N,Y,N,34.177480,-118.35165,Y,0.12,0.0,0.0555555555555555,0.0,0.0,0.0555555555555555,0.0277777777777777,0.1944444444444444,0.0,0.0,0.0,0.0,0.2222222222222222,0.0277777777777777,0.3611111111111111
19643371931187.0,Los Angeles,Burbank Unified,Burbank High,Burbank,N,N,N,34.188238,-118.31597,Y,0.343,0.0023237800154918,0.0302091402013942,0.0003872966692486,0.0166537567776917,0.1425251742835011,0.0143299767621998,0.2831138652207591,0.0003872966692486,0.02285050348567,0.0,0.0240123934934159,0.1425251742835011,0.0116189000774593,0.2714949651432998
19643371931237.0,Los Angeles,Burbank Unified,Burroughs High,Burbank,N,N,N,34.170460,-118.32714,Y,0.27,0.0007692307692307,0.025,0.0003846153846153,0.0242307692307692,0.2203846153846153,0.0146153846153846,0.1865384615384615,0.0,0.0246153846153846,0.0,0.0223076923076923,0.2346153846153846,0.015,0.1934615384615384
19643371933332.0,Los Angeles,Burbank Unified,Monterey High (Continuation),Burbank,N,N,N,34.186362,-118.33172,Y,0.303,0.0,0.0134228187919463,0.0,0.0067114093959731,0.3355704697986577,0.0201342281879194,0.2281879194630872,0.0,0.0134228187919463,0.0,0.0067114093959731,0.2348993288590604,0.0067114093959731,0.1140939597315436
19643371995877.0,Los Angeles,Burbank Unified,Magnolia Park,Burbank,N,N,N,34.186605,-118.33202,Y,0.4,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.3888888888888889,0.0555555555555555,0.0,0.0,0.0,0.2222222222222222,0.0,0.1666666666666666
19643371996230.0,Los Angeles,Burbank Unified,Burbank USD Community Day,Burbank,N,N,N,34.178221,-118.30452,Y,0.526,0.0,0.0,0.0,0.0,0.32,0.0,0.32,0.0,0.0,0.0,0.0,0.28,0.0,0.0
19643520118521.0,Los Angeles,Centinela Valley Union High,Centinela Valley Independent Study,Lawndale,N,Y,N,33.895165,-118.36599,Y,0.75,0.0,0.0,0.0,0.0185185185185185,0.4074074074074074,0.0185185185185185,0.0185185185185185,0.0,0.0,0.037037037037037,0.0,0.4074074074074074,0.037037037037037,0.037037037037037
19643520128488.0,Los Angeles,Centinela Valley Union High,Family First Charter,Hawthorne,Y,N,N,33.919062,-118.35655,Y,0.0,0.0,0.0049504950495049,0.0,0.0,0.2508250825082508,0.0511551155115511,0.0297029702970297,0.0066006600660066,0.0066006600660066,0.0049504950495049,0.0033003300330033,0.4719471947194719,0.0825082508250825,0.0577557755775577
19643520128496.0,Los Angeles,Centinela Valley Union High,New Opportunities Charter,Inglewood,Y,N,N,33.962811,-118.35277,Y,0.0,0.0113851992409867,0.0132827324478178,0.0094876660341555,0.0037950664136622,0.4478178368121442,0.1802656546489563,0.0759013282732447,0.0,0.0037950664136622,0.0,0.0037950664136622,0.1669829222011385,0.0246679316888045,0.0056925996204933
19643521930239.0,Los Angeles,Centinela Valley Union High,R. K. Lloyde High,Lawndale,N,Y,N,33.895165,-118.36599,Y,0.772,0.0,0.0097087378640776,0.0048543689320388,0.0048543689320388,0.5,0.1699029126213592,0.0097087378640776,0.0,0.0,0.0048543689320388,0.0048543689320388,0.1893203883495145,0.0485436893203883,0.0048543689320388
19643521933951.0,Los Angeles,Centinela Valley Union High,Hawthorne High,Hawthorne,N,Y,N,33.916456,-118.36290,Y,0.806,0.0,0.0049455984174085,0.0014836795252225,0.0084075173095944,0.4455984174085064,0.0647873392680514,0.0153313550939663,0.0009891196834817,0.0029673590504451,0.0009891196834817,0.0014836795252225,0.3625123639960435,0.0524233432245301,0.0108803165182987
19643521934926.0,Los Angeles,Centinela Valley Union High,Lawndale High,Lawndale,N,Y,N,33.896373,-118.36136,Y,0.798,0.0,0.0082079343365253,0.0059279525763793,0.0059279525763793,0.3807569539443684,0.0902872777017783,0.0113999088007295,0.0004559963520291,0.0086639306885544,0.0036479708162334,0.0041039671682626,0.3483812129502964,0.0902872777017783,0.0077519379844961
19643521935048.0,Los Angeles,Centinela Valley Union High,Leuzinger High,Lawndale,N,Y,N,33.901370,-118.34687,Y,0.796,0.000516795865633,0.027906976744186,0.0056847545219638,0.0082687338501291,0.3633074935400517,0.0950904392764857,0.0113695090439276,0.0,0.0268733850129198,0.0093023255813953,0.0036175710594315,0.3260981912144702,0.089922480620155,0.0082687338501291
19643781930312.0,Los Angeles,Charter Oak Unified,Arrow High (Continuation),Glendora,N,N,N,34.112556,-117.84643,Y,0.7,0.0136986301369863,0.0136986301369863,0.0,0.0136986301369863,0.3835616438356164,0.0136986301369863,0.1232876712328767,0.0136986301369863,0.0,0.0,0.0,0.3287671232876712,0.0136986301369863,0.0684931506849315
19643781931666.0,Los Angeles,Charter Oak Unified,Charter Oak High,Covina,N,N,N,34.099370,-117.86137,Y,0.497,0.0031928480204342,0.0261813537675606,0.0019157088122605,0.0134099616858237,0.3320561941251596,0.0191570881226053,0.1200510855683269,0.0006385696040868,0.0210727969348659,0.0012771392081736,0.0166028097062579,0.2918263090676883,0.0185185185185185,0.1079182630906768
19643781995927.0,Los Angeles,Charter Oak Unified,Bridges Community Day,Glendora,N,N,N,34.112556,-117.84643,Y,0.667,0.0,0.0,0.0,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0
19643941931807.0,Los Angeles,Claremont Unified,San Antonio High (Continuation),Claremont,N,Y,N,34.083226,-117.71552,Y,0.595,0.0,0.024390243902439,0.0,0.0121951219512195,0.2804878048780488,0.024390243902439,0.1463414634146341,0.0,0.0,0.0,0.0121951219512195,0.3170731707317073,0.0609756097560975,0.0975609756097561
19643941931823.0,Los Angeles,Claremont Unified,Claremont High,Claremont,N,Y,N,34.112944,-117.72041,Y,0.324,0.0012474012474012,0.0553014553014553,0.002079002079002,0.0054054054054054,0.1846153846153846,0.0224532224532224,0.175051975051975,0.0004158004158004,0.0523908523908523,0.0008316008316008,0.007068607068607,0.2054054054054054,0.0241164241164241,0.1742203742203742
19644361931617.0,Los Angeles,Covina-Valley Unified,Fairvalley High (Continuation),Covina,N,N,N,34.101144,-117.90455,Y,0.778,0.0,0.0,0.0,0.0,0.5974842767295597,0.0440251572327044,0.0251572327044025,0.0,0.0,0.0062893081761006,0.0,0.2830188679245283,0.0188679245283018,0.0251572327044025
19644361932086.0,Los Angeles,Covina-Valley Unified,Covina High,Covina,N,N,N,34.081555,-117.89900,Y,0.714,0.0,0.037007874015748,0.0015748031496062,0.0118110236220472,0.3503937007874015,0.0078740157480314,0.0574803149606299,0.0023622047244094,0.0251968503937007,0.0,0.0133858267716535,0.4070866141732283,0.0133858267716535,0.0448818897637795
19644361936418.0,Los Angeles,Covina-Valley Unified,Northview High,Covina,N,N,N,34.095751,-117.91104,Y,0.741,0.0015220700152207,0.0083713850837138,0.0015220700152207,0.0190258751902587,0.3789954337899543,0.0167427701674277,0.0525114155251141,0.0007610350076103,0.0121765601217656,0.0030441400304414,0.0159817351598173,0.3706240487062405,0.015220700152207,0.0403348554033485
19644361938372.0,Los Angeles,Covina-Valley Unified,South Hills High,West Covina,N,N,N,34.062090,-117.88263,Y,0.591,0.0,0.0455373406193078,0.0006071645415907,0.0176077717061323,0.3108682452944748,0.0139647844565877,0.0825743776563448,0.0012143290831815,0.0394656952034001,0.0006071645415907,0.0127504553734061,0.3290831815421979,0.0133576199149969,0.0813600485731633
19644441932201.0,Los Angeles,Culver City Unified,Culver City High,Culver City,N,N,N,34.007671,-118.40207,Y,0.359,0.0014450867052023,0.052504816955684,0.001926782273603,0.0134874759152215,0.193159922928709,0.0958574181117533,0.1223506743737957,0.0024084778420038,0.0500963391136801,0.0024084778420038,0.0072254335260115,0.1936416184971098,0.1064547206165703,0.1252408477842004
19644441932656.0,Los Angeles,Culver City Unified,Culver Park High,Culver City,N,N,N,34.006644,-118.40103,Y,0.438,0.0,0.0263157894736842,0.0,0.0,0.3684210526315789,0.1052631578947368,0.1578947368421052,0.0,0.0,0.0,0.0,0.1578947368421052,0.0263157894736842,0.1578947368421052
19644510135335.0,Los Angeles,Downey Unified,Woodruff Academy,Downey,N,Y,N,33.919847,-118.11643,Y,0.8,,,,,,,,,,,,,,
19644511931625.0,Los Angeles,Downey Unified,Columbus (Christopher) High,Downey,N,N,N,33.919660,-118.11662,Y,0.689,0.0043859649122807,0.0043859649122807,0.0,0.0,0.5570175438596491,0.0087719298245614,0.0394736842105263,0.0,0.0,0.0043859649122807,0.0,0.3421052631578947,0.0175438596491228,0.0219298245614035
19644511932441.0,Los Angeles,Downey Unified,Downey High,Downey,N,N,N,33.939009,-118.12902,Y,0.646,0.0007107320540156,0.0106609808102345,0.0009476427386875,0.0054489457474532,0.4378109452736318,0.0163468372423596,0.0289031035299692,0.0009476427386875,0.0108978914949064,0.001895285477375,0.0040274816394219,0.4344941956882255,0.0165837479270315,0.025349443259891
19644511939164.0,Los Angeles,Downey Unified,Warren (Earl) High,Downey,N,N,N,33.934857,-118.14069,Y,0.642,0.0010875475802066,0.0059815116911364,0.0016313213703099,0.0065252854812398,0.4404567699836867,0.0138662316476345,0.0293637846655791,0.0019032082653616,0.0059815116911364,0.0005437737901033,0.0043501903208265,0.4518760195758564,0.0135943447525829,0.0209352909189777
19644690128736.0,Los Angeles,Duarte Unified,Opportunities for Learning - Duarte,Duarte,Y,N,N,34.139552,-117.97985,Y,0.789,0.0168350168350168,0.0067340067340067,0.0,0.0067340067340067,0.2592592592592592,0.0134680134680134,0.0639730639730639,0.0303030303030303,0.0067340067340067,0.0,0.0101010101010101,0.239057239057239,0.0269360269360269,0.0707070707070707
19644690134858.0,Los Angeles,Duarte Unified,California School of the Arts - San Gabriel Valley,Duarte,Y,N,N,34.136932,-117.96885,Y,0.266,,,,,,,,,,,,,,
19644690139535.0,Los Angeles,Duarte Unified,Options For Youth - Duarte Inc,City Of Industry,Y,N,N,34.035760,-117.93534,Y,0.864,,,,,,,,,,,,,,
19644691932482.0,Los Angeles,Duarte Unified,Duarte High,Duarte,N,Y,N,34.136066,-117.97128,Y,0.748,0.0042194092827004,0.0073839662447257,0.0,0.0210970464135021,0.3386075949367088,0.0210970464135021,0.0611814345991561,0.0021097046413502,0.0221518987341772,0.0,0.0253164556962025,0.3734177215189873,0.0137130801687763,0.0453586497890295
19644691936079.0,Los Angeles,Duarte Unified,Mt. Olive Innovation and Technology High,Duarte,N,N,N,34.137288,-117.95503,Y,0.885,0.0,0.0,0.0,0.0,0.4,0.0181818181818181,0.0363636363636363,0.0,0.0,0.0,0.0,0.4,0.0181818181818181,0.1272727272727272
19645191930320.0,Los Angeles,El Monte Union High,Arroyo High,El Monte,N,N,N,34.093681,-118.02059,Y,0.864,0.000907029478458,0.1419501133786848,0.0,0.0095238095238095,0.3569160997732426,0.001814058956916,0.0131519274376417,0.000453514739229,0.1260770975056689,0.000453514739229,0.0049886621315192,0.3315192743764172,0.0,0.0113378684807256
