CDSCode,County,District,School,City,Charter,SOCType,Virtual,Magnet,Latitude,Longitude
19648731936749,Los Angeles,Paramount Unified,Paramount High,Paramount,N,High Schools (Public),N,N,33.901996,-118.15159
19648731936756,Los Angeles,Paramount Unified,Buena Vista High,Lakewood,N,Continuation High Schools,N,N,33.856974,-118.14836
19648731996107,Los Angeles,Paramount Unified,Paramount Unified Community Day,Paramount,N,District Community Day Schools,N,N,33.901790,-118.16029
19648810118075,Los Angeles,Pasadena Unified,Learning Works,Pasadena,Y,High Schools (Public),N,N,34.147548,-118.09299
19648811936103,Los Angeles,Pasadena Unified,John Muir High,Pasadena,N,High Schools (Public),N,N,34.178298,-118.15962
19648811936806,Los Angeles,Pasadena Unified,Rose City High (Continuation),Pasadena,N,Continuation High Schools,N,N,34.139795,-118.13450
19648811936822,Los Angeles,Pasadena Unified,Pasadena High,Pasadena,N,High Schools (Public),N,N,34.161649,-118.09134
19649071933175,Los Angeles,Pomona Unified,Ganesha High,Pomona,N,High Schools (Public),N,N,34.064682,-117.78764
19649071933324,Los Angeles,Pomona Unified,Garey High,Pomona,N,High Schools (Public),N,N,34.036945,-117.75121
19649071936772,Los Angeles,Pomona Unified,Park West High (Continuation),Pomona,N,Continuation High Schools,N,N,34.061285,-117.77388
19649071937028,Los Angeles,Pomona Unified,Pomona High,Pomona,N,High Schools (Public),N,N,34.084323,-117.74145
19649071995901,Los Angeles,Pomona Unified,Diamond Ranch High,Pomona,N,High Schools (Public),N,N,34.022278,-117.77361
19649071996495,Los Angeles,Pomona Unified,Village Academy High School at Indian Hill,Pomona,N,Alternative Schools of Choice,N,N,34.063011,-117.72293
19649076061634,Los Angeles,Pomona Unified,Fremont Academy of Engineering and Design,Pomona,N,High Schools (Public),N,N,34.040547,-117.75669
19649641937754,Los Angeles,San Marino Unified,San Marino High,San Marino,N,High Schools (Public),N,N,34.125111,-118.09795
19649801933373,Los Angeles,Santa Monica-Malibu Unified,Olympic High (Continuation),Santa Monica,N,Continuation High Schools,N,N,34.006199,-118.47777
19649801938000,Los Angeles,Santa Monica-Malibu Unified,Santa Monica High,Santa Monica,N,High Schools (Public),N,N,34.011253,-118.48513
19649801995737,Los Angeles,Santa Monica-Malibu Unified,Malibu High,Malibu,N,High Schools (Public),N,N,34.024246,-118.82817
19650291938455,Los Angeles,South Pasadena Unified,South Pasadena Senior High,South Pasadena,N,High Schools (Public),C,N,34.109915,-118.15320
19650521938679,Los Angeles,Temple City Unified,Temple City High,Temple City,N,High Schools (Public),N,N,34.117455,-118.06422
19650521995745,Los Angeles,Temple City Unified,Dr. Doug Sears Learning Center,Temple City,N,Continuation High Schools,N,N,34.119454,-118.06471
19650521995976,Los Angeles,Temple City Unified,Temple City Virtual Academy,Temple City,N,Alternative Schools of Choice,F,N,34.106855,-118.05753
19650600110320,Los Angeles,Torrance Unified,Gene Drevno Community Day,Torrance,N,District Community Day Schools,N,N,33.825638,-118.32158
19650601936277,Los Angeles,Torrance Unified,North High,Torrance,N,High Schools (Public),C,N,33.865535,-118.33570
19650601938083,Los Angeles,Torrance Unified,Shery (Kurt T.) High (Continuation),Torrance,N,Continuation High Schools,C,N,33.822861,-118.32388
19650601938356,Los Angeles,Torrance Unified,South High,Torrance,N,High Schools (Public),C,N,33.810786,-118.36524
19650601938752,Los Angeles,Torrance Unified,Torrance High,Torrance,N,High Schools (Public),C,N,33.831308,-118.32114
19650601939602,Los Angeles,Torrance Unified,West High,Torrance,N,High Schools (Public),C,N,33.846515,-118.36670
19650940122432,Los Angeles,West Covina Unified,Edgewood High,West Covina,N,High Schools (Public),C,N,34.061058,-117.95230
19650940137042,Los Angeles,West Covina Unified,Mt. SAC Early College Academy at West Covina,West Covina,N,Alternative Schools of Choice,N,N,34.066937,-117.89777
19650941938513,Los Angeles,West Covina Unified,Coronado High (Continuation),West Covina,N,Continuation High Schools,N,N,34.050204,-117.91274
19650941939537,Los Angeles,West Covina Unified,West Covina High,West Covina,N,High Schools (Public),C,N,34.061151,-117.91378
19651281930338,Los Angeles,Whittier Union High,Frontier High (Continuation),Whittier,N,Continuation High Schools,N,N,33.952348,-118.04392
19651281931302,Los Angeles,Whittier Union High,California High,Whittier,N,High Schools (Public),N,N,33.943816,-118.02427
19651281934868,Los Angeles,Whittier Union High,La Serna High,Whittier,N,High Schools (Public),N,N,33.954826,-117.99605
19651281936889,Los Angeles,Whittier Union High,Pioneer High,Whittier,N,High Schools (Public),N,N,33.971545,-118.07874
19651281937903,Los Angeles,Whittier Union High,Santa Fe High,Santa Fe Springs,N,High Schools (Public),N,N,33.940125,-118.08998
19651281939701,Los Angeles,Whittier Union High,Whittier High,Whittier,N,High Schools (Public),N,N,33.979818,-118.04411
19651281995653,Los Angeles,Whittier Union High,Sierra Vista High (Alternative),Whittier,N,Alternative Schools of Choice,N,N,33.952348,-118.04392
19651360102459,Los Angeles,William S. Hart Union High,Golden Valley High,Santa Clarita,N,High Schools (Public),N,N,34.399593,-118.49154
19651360102475,Los Angeles,William S. Hart Union High,West Ranch High,Valencia,N,High Schools (Public),N,N,34.403527,-118.59608
19651360114439,Los Angeles,William S. Hart Union High,Mission View Public,Santa Clarita,Y,K-12 Schools (Public),N,N,34.415381,-118.55294
19651360138727,Los Angeles,William S. Hart Union High,Castaic High,Castaic,N,High Schools (Public),N,N,34.494555,-118.66092
19651361931492,Los Angeles,William S. Hart Union High,Canyon High,Canyon Country,N,High Schools (Public),N,N,34.429710,-118.47243
19651361931740,Los Angeles,William S. Hart Union High,Saugus High,Saugus,N,High Schools (Public),N,N,34.443020,-118.51790
19651361932532,Los Angeles,William S. Hart Union High,Learning Post Academy (Alternative),Santa Clarita,N,Alternative Schools of Choice,V,N,34.385112,-118.53955
19651361933902,Los Angeles,William S. Hart Union High,William S. Hart High,Newhall,N,High Schools (Public),N,N,34.384473,-118.53645
19651361934421,Los Angeles,William S. Hart Union High,Bowman (Jereann) High (Continuation),Santa Clarita,N,Continuation High Schools,N,N,34.413512,-118.51454
19651361995802,Los Angeles,William S. Hart Union High,Valencia High,Valencia,N,High Schools (Public),N,N,34.441672,-118.56199
19651361996263,Los Angeles,William S. Hart Union High,Opportunities for Learning - William S. Hart,Valencia,Y,High Schools (Public),V,N,34.438245,-118.56372
19651361996321,Los Angeles,William S. Hart Union High,Academy of the Canyons,Santa Clarita,N,High Schools (Public),N,N,34.407188,-118.56758
19734370132969,Los Angeles,Compton Unified,Compton Early College High,Compton,N,High Schools (Public),C,N,33.915392,-118.24067
19734371931567,Los Angeles,Compton Unified,Centennial High,Compton,N,High Schools (Public),C,N,33.915421,-118.25428
19734371931963,Los Angeles,Compton Unified,Compton High,Compton,N,High Schools (Public),C,N,33.887400,-118.21062
19734371932326,Los Angeles,Compton Unified,Dominguez High,Compton,N,High Schools (Public),C,N,33.893830,-118.18237
19734371995695,Los Angeles,Compton Unified,Cesar Chavez Continuation High,Compton,N,Continuation High Schools,C,N,33.893596,-118.18186
19734371996040,Los Angeles,Compton Unified,Compton Community Day High,Compton,N,District Community Day Schools,C,N,33.883220,-118.24964
19734371996057,Los Angeles,Compton Unified,Thurgood Marshall,Compton,N,K-12 Schools (Public),C,N,33.893610,-118.18188
19734450125351,Los Angeles,Hacienda la Puente Unified,Palm Canyon,Hacienda Heights,N,Special Education Schools (Public),N,N,34.011707,-117.97794
19734451934801,Los Angeles,Hacienda la Puente Unified,La Puente High,La Puente,N,High Schools (Public),N,N,34.024827,-117.95549
19734451935246,Los Angeles,Hacienda la Puente Unified,Los Altos High,Hacienda Heights,N,High Schools (Public),N,N,34.007165,-117.97735
19734451938935,Los Angeles,Hacienda la Puente Unified,Valley Alternative High (Continuation),Hacienda Heights,N,Continuation High Schools,N,N,34.011360,-117.97206
19734451939834,Los Angeles,Hacienda la Puente Unified,Glen A. Wilson High,Hacienda Heights,N,High Schools (Public),N,N,33.995701,-117.93796
19734451939925,Los Angeles,Hacienda la Puente Unified,William Workman High,City Of Industry,N,High Schools (Public),N,N,34.028579,-117.93744
19734451996560,Los Angeles,Hacienda la Puente Unified,Valley Community Day,Hacienda Heights,N,District Community Day Schools,N,N,34.011337,-117.97188
19734520111070,Los Angeles,Rowland Unified,Rowland Assistive Technology Academy,La Puente,N,Special Education Schools (Public),N,N,34.018067,-117.91215
19734521930106,Los Angeles,Rowland Unified,Santana High (Continuation),La Puente,N,Continuation High Schools,N,N,34.012425,-117.89907
19734521936228,Los Angeles,Rowland Unified,Nogales High,La Puente,N,High Schools (Public),N,N,34.010182,-117.88703
19734521937564,Los Angeles,Rowland Unified,John A. Rowland High,Rowland Heights,N,High Schools (Public),N,N,33.982440,-117.88431
19734521995943,Los Angeles,Rowland Unified,Rowland Unified Community Day,Rowland Heights,N,District Community Day Schools,N,N,33.983284,-117.88880
19734601932862,Los Angeles,Walnut Valley Unified,Diamond Bar High,Diamond Bar,N,High Schools (Public),C,N,33.984021,-117.83876
19734601937747,Los Angeles,Walnut Valley Unified,Ron Hockwalt Academies (Continuation),Walnut,N,Continuation High Schools,C,N,34.008261,-117.85717
19734601939149,Los Angeles,Walnut Valley Unified,Walnut High,Walnut,N,High Schools (Public),C,N,34.021231,-117.85144
19741951995034,Los Angeles,San Gabriel Valley Regional Occupational Program,San Gabriel Valley Regional Occupational Program,Glendora,N,ROC/ROP,No Data,No Data,34.126491,-117.88120
19743281995059,Los Angeles,Tri-Cities ROP,Tri-Cities ROP,Whittier,N,ROC/ROP,No Data,No Data,33.970026,-118.07866
19743361995067,Los Angeles,Southern California ROC,Southern California ROC,Torrance,N,ROC/ROP,N,No Data,33.824924,-118.32846
19744271995075,Los Angeles,Long Beach Unified ROP,Long Beach Unified School District ROP,Long Beach,N,ROC/ROP,No Data,No Data,33.804502,-118.14919
19744431995091,Los Angeles,Los Angeles County ROP,Los Angeles County ROP,Downey,N,ROC/ROP,No Data,No Data,33.916978,-118.12860
19747731995125,Los Angeles,Hart ROP,Hart ROP,Santa Clarita,N,ROC/ROP,No Data,No Data,34.413590,-118.51443
19747991995133,Los Angeles,Antelope Valley ROP,Antelope Valley ROP,Palmdale,N,ROC/ROP,No Data,No Data,34.557956,-118.10676
19748311995281,Los Angeles,Compton Unified ROP,Compton Unified ROP,Compton,N,ROC/ROP,No Data,No Data,33.890360,-118.20617
19752911995810,Los Angeles,San Gabriel Unified,Gabrielino High,San Gabriel,N,High Schools (Public),N,N,34.084000,-118.09084
19752911996016,Los Angeles,San Gabriel Unified,Options for Youth San Gabriel,San Gabriel,Y,High Schools (Public),N,N,34.100225,-118.11048
19752911996081,Los Angeles,San Gabriel Unified,Del Mar High,San Gabriel,N,Continuation High Schools,N,N,34.098423,-118.09953
19753090127100,Los Angeles,Acton-Agua Dulce Unified,Assurance Learning Academy,Lancaster,Y,K-12 Schools (Public),N,N,34.666971,-118.13050
19753090131383,Los Angeles,Acton-Agua Dulce Unified,SIATech Academy South,Los Angeles,Y,High Schools (Public),F,N,34.033636,-118.16227
19753090134619,Los Angeles,Acton-Agua Dulce Unified,Empower Generations,Lancaster,Y,High Schools (Public),V,N,34.687185,-118.14727
19753090136648,Los Angeles,Acton-Agua Dulce Unified,Options for Youth-Acton,Fontana,Y,High Schools (Public),N,N,34.063466,-117.42968
19753091995786,Los Angeles,Acton-Agua Dulce Unified,Vasquez High,Acton,N,High Schools (Public),N,N,34.493620,-118.21611
19753331935808,Los Angeles,Manhattan Beach Unified,Mira Costa High,Manhattan Beach,N,High Schools (Public),N,N,33.872932,-118.38948
19753410116285,Los Angeles,Redondo Beach Unified,Redondo Beach Learning Academy,Redondo Beach,N,District Community Day Schools,N,N,33.848720,-118.38247
19753411937143,Los Angeles,Redondo Beach Unified,Redondo Union High,Redondo Beach,N,High Schools (Public),N,N,33.844753,-118.38649
19753411995752,Los Angeles,Redondo Beach Unified,Patricia Dreizler Continuation High,Redondo Beach,N,Continuation High Schools,N,N,33.848720,-118.38247
19757131930122,Los Angeles,Alhambra Unified,Century High,Alhambra,N,Continuation High Schools,C,N,34.091236,-118.14194
19757131930163,Los Angeles,Alhambra Unified,Alhambra High,Alhambra,N,High Schools (Public),C,N,34.095262,-118.12970
19757131934553,Los Angeles,Alhambra Unified,Mark Keppel High,Alhambra,N,High Schools (Public),C,N,34.069864,-118.11535
19757131937697,Los Angeles,Alhambra Unified,San Gabriel High,San Gabriel,N,High Schools (Public),C,N,34.092839,-118.11007
19757131995430,Los Angeles,Alhambra Unified,Independence High (Alternative),Alhambra,N,Alternative Schools of Choice,N,N,34.091236,-118.14194
19768690119016,Los Angeles,Wiseburn Unified,Da Vinci Science,El Segundo,Y,High Schools (Public),N,N,33.917908,-118.38408
19768690119636,Los Angeles,Wiseburn Unified,Da Vinci Design,El Segundo,Y,High Schools (Public),N,N,33.918105,-118.38322
19768690131128,Los Angeles,Wiseburn Unified,Da Vinci Communications,El Segundo,Y,High Schools (Public),N,N,33.917773,-118.38398
19772890109942,Los Angeles,SBE - Los Angeles College Prep Academy,Los Angeles College Prep Academy,Los Angeles,Y,High Schools In 1 School Dist. (Public),N,N,34.102359,-118.18336
20102072030054,Madera,Madera County Superintendent of Schools,Enterprise Secondary,Madera,N,County Community,C,N,36.952663,-120.03756
20102072030153,Madera,Madera County Superintendent of Schools,Juvenile Hall (Endeavor/Voyager Secondary),Madera,N,Juvenile Court Schools,C,N,36.952668,-120.02745
20102072030229,Madera,Madera County Superintendent of Schools,Pioneer Technical Center,Madera,Y,County Community,C,N,36.952663,-120.03756
20652012030047,Madera,Chowchilla Union High,Gateway High (Continuation),Chowchilla,N,Continuation High Schools,N,N,37.116435,-120.26264
20652012032357,Madera,Chowchilla Union High,Chowchilla Union High,Chowchilla,N,High Schools (Public),N,N,37.116435,-120.26264
20652430110965,Madera,Madera Unified,Madera South High,Madera,N,High Schools (Public),N,N,36.938338,-120.06022
20652430118950,Madera,Madera Unified,Sherman Thomas Charter High,Madera,Y,High Schools (Public),N,N,36.982895,-120.07114
20652430123414,Madera,Madera Unified,Madera Unified Adult Transition Program,Madera,N,Special Education Schools (Public),N,N,36.938646,-120.06828
20652430123620,Madera,Madera Unified,Mountain Vista High,Madera,N,Continuation High Schools,N,N,36.972242,-120.03812
20652430131086,Madera,Madera Unified,Ripperdan Community Day,Madera,N,District Community Day Schools,N,N,36.851333,-120.07158
20652430139691,Madera,Madera Unified,Matilda Torres High,Madera,N,High Schools (Public),N,N,36.991307,-120.07421
20652432035640,Madera,Madera Unified,Duane E. Furman Independent Study,Madera,N,Alternative Schools of Choice,N,N,36.938283,-120.04733
20652432035707,Madera,Madera Unified,Madera High,Madera,N,High Schools (Public),N,N,36.956015,-120.06588
20755800110395,Madera,Golden Valley Unified,Lincoln Community Day,Madera,N,District Community Day Schools,C,N,36.925073,-119.89431
20755800111443,Madera,Golden Valley Unified,Centennial Independent Study,Madera,N,Alternative Schools of Choice,C,N,36.925073,-119.89431
20755802030161,Madera,Golden Valley Unified,Independence Continuation High,Madera,N,Continuation High Schools,C,N,36.925073,-119.89431
20755802030195,Madera,Golden Valley Unified,Golden Valley Adult,Madera,N,Adult Education Centers,N,No Data,36.924576,-119.89439
20755802030203,Madera,Golden Valley Unified,Liberty High,Madera,N,High Schools (Public),N,N,36.926178,-119.89430
20756060100180,Madera,Chawanakee Unified,Mountain Oaks High,North Fork,N,High Schools (Public),C,N,37.226943,-119.50158
20756060109504,Madera,Chawanakee Unified,Cedar Continuation High,O'neals,N,Continuation High Schools,N,N,37.124996,-119.72993
20756060117010,Madera,Chawanakee Unified,Minarets High,O'Neals,N,High Schools (Public),C,N,37.123320,-119.73076
20756060125021,Madera,Chawanakee Unified,Minarets Charter High,O'Neals,Y,High Schools (Public),C,N,37.128282,-119.69431
20764140115527,Madera,Yosemite Unified,Campbell High Community Day,Oakhurst,N,District Community Day Schools,N,N,37.325866,-119.62651
20764142030013,Madera,Yosemite Unified,Yosemite High,Oakhurst,N,High Schools (Public),N,N,37.329796,-119.62791
20764142030039,Madera,Yosemite Unified,Ahwahnee High,Oakhurst,N,Continuation High Schools,N,N,37.325280,-119.62800
20764142030070,Madera,Yosemite Unified,Raymond Granite High,Raymond,N,Alternative Schools of Choice,N,N,37.280575,-119.82523
