School Code,"Percent (%) 
Eligible FRPM 
(Ages 5-17)"
1100170112607,0.668
1100170123968,0.827
1100170124172,0.0684
1100170125567,0.343
1100170130401,0.545
1100170130419,0.863
1100170131581,0.895
1100176001788,0.875
1100176002000,0.926
1316090131755,1.0
1316170131763,0.645
1611190000001,0.161
1611190106401,0.291
1611190111765,0.628
1611190119222,0.222
1611190122085,0.251
1611190126656,0.367
1611190130229,0.178
1611190130609,0.111
1611190130625,0.93
1611190131805,0.465
1611190132142,0.402
1611190134304,0.425
1611196090005,0.262
1611196090013,0.113
1611196090021,0.17
1611196090039,0.136
1611196090047,0.504
1611196090054,0.126
1611196090112,0.464
1611196090120,0.43
1611196100374,0.0736
1611196110779,0.0626
1611270000001,0.0
1611270130294,0.533
1611270130450,0.17
1611276090146,0.109
1611276090161,0.174
1611276095376,0.137
1611276116222,0.288
1611430000001,0.211
1611430122689,0.722
1611430122697,0.732
1611430131177,0.272
1611430134924,0.741
1611436056857,0.352
1611436056865,0.457
1611436090187,0.303
1611436090195,0.375
1611436090211,0.413
1611436090252,0.316
1611436090278,0.455
1611436090286,0.311
1611436090294,0.5
1611436090302,0.411
1611436090310,0.416
1611436090328,0.3
1611436097729,0.345
1611436105316,0.449
1611500000001,0.438
1611500130047,0.0
1611500132225,0.2
1611500135533,0.293
1611506090351,0.42
1611506090369,0.178
1611506090385,0.193
1611506090393,0.137
1611506090401,0.386
1611506090419,0.129
1611506090435,0.154
1611506090468,0.31
1611506090484,0.143
1611506097653,0.227
1611506113005,0.0524
1611680132746,0.718
1611686090492,0.75
1611760000001,0.0857
1611760127233,0.0
1611760130062,0.214
1611760130138,0.595
1611760130435,0.231
1611760130534,0.162
1611760134270,0.159
1611760134452,0.433
1611760135244,0.0406
1611760138693,0.288
1611766000541,0.516
1611766000558,0.468
1611766000566,0.519
1611766000590,0.585
1611766000624,0.376
1611766000640,0.299
1611766000665,0.395
1611766000673,0.0355
1611766000681,0.262
1611766000715,0.297
1611766000723,0.156
1611766000749,0.0776
1611766000756,0.126
1611766000764,0.255
1611766000798,0.098
1611766000806,0.288
1611766000830,0.303
1611766000848,0.0474
1611766056873,0.33
1611766056881,0.505
1611766056907,0.157
1611766056915,0.215
1611766056923,0.0374
1611766066468,0.0418
1611766089320,0.13
1611766089619,0.187
1611766090526,0.0673
1611766090534,0.0262
1611766090542,0.221
1611766090559,0.25
1611766104723,0.0765
1611766106983,0.0612
1611766111330,0.0479
1611920000001,0.587
1611920108670,0.604
1611920111815,0.531
1611920113902,0.602
1611920119248,0.333
1611920127696,0.663
1611920127944,0.529
1611920131334,0.875
1611920133009,0.801
1611920133629,0.75
1611920135319,0.692
1611920138339,0.828
1611926000889,0.825
1611926000905,0.795
1611926000913,0.889
1611926000921,0.634
1611926000947,0.813
1611926000962,0.762
1611926000988,0.901
1611926000996,0.869
1611926001044,0.885
1611926001051,0.66
1611926001093,0.79
1611926001101,0.84
1611926001127,0.803
1611926001135,0.842
1611926001176,0.593
1611926001192,0.686
1611926056931,0.688
1611926056949,0.855
1611926056956,0.737
1611926056972,0.891
1611926062160,0.816
1611926066476,0.816
1611926090583,0.634
1611926104566,0.92
1611926113815,0.752
1612000000001,0.0769
1612000107839,0.0492
1612000120931,0.102
1612000130393,0.19
1612000132670,0.51
1612000133397,0.147
1612000134536,0.2
1612006001234,0.63
1612006001242,0.288
1612006001259,0.104
1612006001283,0.419
1612006001291,0.31
1612006001317,0.788
1612006001341,0.0992
1612006071906,0.23
1612006085773,0.2
1612006089338,0.213
1612006097661,0.0415
1612006110332,0.224
1612006117543,0.156
1612186001358,0.579
1612340000001,0.0
1612340130054,0.418
1612340130484,0.553
1612340135426,0.65
1612346001440,0.749
1612346001457,0.674
1612346001473,0.501
1612346001481,0.676
1612346001499,0.237
1612346001507,0.247
1612346001523,0.417
1612346001531,0.652
1612346102917,0.486
1612420000001,0.0588
1612420110460,0.589
1612420110478,0.818
1612420126763,0.383
1612420134668,0.41
1612426001572,0.492
1612426001606,0.711
1612426001622,0.635
1612426068266,0.356
1612426097679,0.554
1612426101604,0.336
1612426115505,0.417
1612426115554,0.599
1612426118525,0.219
1612590000001,0.271
1612590100065,0.765
1612590100123,0.954
1612590100701,0.787
1612590100792,0.866
1612590102988,0.923
1612590106542,0.857
1612590106559,0.75
1612590106906,0.964
1612590108944,0.811
1612590109819,0.775
1612590110189,0.859
1612590110239,0.859
1612590110247,0.762
1612590110254,0.902
1612590110262,0.972
1612590111476,0.955
1612590111856,0.85
1612590112763,0.885
1612590112771,0.938
1612590112789,0.943
1612590112797,0.955
1612590112805,0.921
1612590112813,0.912
1612590114363,0.766
1612590114454,0.42
1612590114868,0.83
1612590115014,0.716
1612590115204,0.906
1612590115238,0.933
1612590115386,1.0
1612590115576,0.872
1612590115584,0.964
1612590115592,0.909
1612590115600,0.959
1612590115618,0.849
1612590115626,0.96
1612590115667,0.918
1612590118224,0.887
1612590118653,0.952
1612590119859,0.568
1612590120188,0.94
1612590121210,0.0
1612590121376,0.0
1612590123711,0.893
1612590125161,0.81
1612590125716,0.849
1612590126748,0.936
1612590128413,0.933
1612590129403,0.899
1612590129635,0.867
1612590129932,0.154
1612590130146,0.765
1612590130179,0.72
1612590130575,0.942
1612590130617,0.251
1612590130633,0.81
1612590130666,0.919
1612590130732,0.923
1612590131672,0.866
1612590131896,0.543
1612590131946,0.938
1612590132514,0.283
1612590132555,0.529
1612590132688,0.724
1612590135905,0.883
1612590136051,0.476
1612590137943,0.759
1612593030772,0.118
1612596001630,0.861
1612596001648,0.141
1612596001655,0.862
1612596001663,0.816
1612596001689,0.853
1612596001697,0.751
1612596001713,0.875
1612596001739,0.583
1612596001754,0.0844
1612596001812,0.805
1612596001820,0.904
1612596001838,0.872
1612596001846,0.946
1612596001853,0.362
1612596001879,0.711
1612596001895,0.238
1612596001903,0.938
1612596001911,0.0546
1612596001929,0.93
1612596001945,0.233
1612596001978,0.915
1612596001994,0.754
1612596002018,0.703
1612596002042,0.93
1612596002059,0.951
1612596002075,0.952
1612596002083,0.155
1612596002091,0.914
1612596002109,0.222
1612596002117,0.813
1612596002125,0.926
1612596002141,0.259
1612596002174,0.419
1612596002182,0.967
1612596002190,0.945
1612596002216,0.142
1612596002273,0.938
1612596056998,0.787
1612596057004,0.569
1612596057020,0.936
1612596057046,0.938
1612596057061,0.625
1612596057079,0.504
1612596057087,0.963
1612596057095,0.934
1612596066450,0.97
1612596072235,0.941
1612596096523,0.865
1612596111660,0.884
1612596113807,0.84
1612596114011,0.699
1612596117568,0.961
1612596117972,0.219
1612596118608,0.896
1612596118616,0.888
1612596118640,0.606
1612596118657,0.946
1612750000001,0.0
1612750130286,0.0615
1612750136515,0.0114
1612756002281,0.0179
1612756002299,0.00408
1612756002307,0.0
1612756066492,0.00441
1612910000001,0.333
1612910134528,0.739
1612910137588,0.62
1612916002372,0.587
1612916002398,0.76
1612916002414,0.491
1612916002422,0.739
1612916002430,0.632
1612916002448,0.344
1612916002455,0.706
1612916002463,0.695
1612916057111,0.726
1612916066518,0.685
1613090000001,0.12
1613090101212,0.716
1613090111799,0.69
1613090114421,0.686
1613090130849,0.497
1613090137745,0.586
1613090137810,0.771
1613096002505,0.521
1613096002513,0.674
1613096002521,0.852
1613096002539,0.601
1613096002547,0.616
1613096002554,0.67
1613096002562,0.832
1613096002604,0.646
1613096002612,0.787
1613096002620,0.902
1613096002653,0.798
1613096002703,0.566
1750930114579,0.0228
1750930123935,0.0366
1750930125930,0.0389
1750930131615,0.011
1750930132704,0.0873
1750930138453,0.255
1750936001374,0.0955
1750936001390,0.176
1750936001424,0.15
1750936066484,0.178
1750936118038,0.0223
1751010000000,0.0357
1751010000001,0.0
1751010130096,0.05
1751010130252,0.321
1751010130583,0.0588
1751016001366,0.0424
1751016001416,0.0579
1751016002315,0.0782
1751016002323,0.0678
1751016002349,0.239
1751016002356,0.0325
1751016066500,0.0487
1751016089361,0.0233
1751016108971,0.101
1751016114318,0.0543
1751016117592,0.0634
1751016117600,0.0721
1751196002711,0.0464
2100250230011,0.75
2613336002794,0.625
3100330000001,0.538
3100330129692,0.429
3100330330035,0.556
3100330330068,0.745
3739810330019,0.837
3739810330050,0.541
3739810330753,0.391
3739810334755,0.374
3739816002810,0.49
3739816002828,0.582
3739816002844,0.472
3739816002851,0.708
3739816002869,0.595
3739816002877,0.416
3739816107387,0.508
3739816107395,0.49
4100410114991,0.423
4100410128264,0.941
4100410129817,1.0
4100410430066,1.0
4100410430090,0.792
4100416069256,0.773
4613826002919,0.82
4614080430207,0.833
4614080430827,0.579
4614086002943,0.771
4614086002950,0.452
4614240000001,0.6
4614240110551,0.509
4614240111039,0.769
4614240118042,0.403
4614240120394,0.255
4614240121475,0.32
4614240123810,0.262
4614240123976,0.833
4614240430199,0.631
4614240430215,0.412
4614240431502,0.674
4614240431676,0.335
4614240437558,0.33
4614246002968,0.844
4614246002976,0.864
4614246003008,0.417
4614246003024,0.772
4614246003032,0.351
4614246003040,0.515
4614246003073,0.454
4614246003081,0.524
4614246003099,0.309
4614246003107,0.204
4614246057129,0.488
4614246057137,0.498
4614246109722,0.614
4614246111116,0.488
4614246113773,0.204
4614246116610,0.301
4614246119523,0.585
4614320433201,0.329
4614326003115,0.413
4614326105761,0.349
4614400121509,0.529
4614406003123,0.818
4614570125252,0.53
4614576003131,0.649
4614996003198,0.395
4615070000001,0.667
4615070110072,0.768
4615070129577,0.325
4615076003214,0.988
4615076003230,0.799
4615076003255,0.84
4615076003263,0.573
4615076003271,0.805
4615076094957,0.907
4615150000001,0.125
4615150430140,0.897
4615150434803,0.637
4615150435602,0.697
4615150437566,0.857
4615230000001,1.0
4615230110510,0.814
4615236003289,0.832
4615236003297,0.769
4615236089080,1.0
4615236115034,1.0
4615310110338,0.416
4615310121715,0.531
4615310430108,0.778
4615310432856,0.83
4615310437350,0.525
4615316003313,0.649
4615316003321,0.669
4615316003339,0.651
4615316105522,0.786
4615316112585,0.759
4615316112999,0.318
4615316113526,0.75
4615316113765,0.541
4615490101485,0.667
4615490102327,0.882
4615496003354,0.876
4615496003362,0.896
4615496003370,0.943
4615496121016,0.7
4733796002927,0.965
4755070000001,0.0
4755070433946,0.731
4755070433953,0.518
4755076003156,0.703
4755076003164,0.621
4755076003172,0.668
5100580530048,0.957
5100580530154,0.551
5100586077150,0.6
5100589010745,1.0
5615560530014,0.857
5615560530121,0.375
5615560532507,0.553
5615640000001,0.667
5615640530022,0.762
5615640530055,0.675
5615640531509,0.584
5615646003404,1.0
5615646003420,1.0
5615646003438,0.996
5615646003446,0.557
5615646003453,0.989
5615646105431,0.649
5615646108518,0.541
5615726003388,0.596
5615726003461,0.561
5615806003396,0.545
5615806088975,0.41
5615806111884,0.399
6100660630111,0.286
6615980630012,0.5
6615980630046,0.473
6615980631259,0.467
6615986003495,0.729
6615986057152,0.75
6616060133223,0.197
6616060634758,0.129
6616066003503,0.187
6616140630087,0.8
6616140635250,0.634
6616146003511,0.714
6616146003537,0.98
6616146103576,0.652
6616220000001,1.0
6616220118729,0.89
6616220630038,0.722
6616220637504,0.779
6616226003552,0.868
7100740107326,0.333
7100740107334,0.0
7100740107342,0.532
7100740114470,0.81
7100740118208,0.226
7100740120444,0.346
7100740129528,0.773
7100740129684,0.607
7100740730242,0.24
7100740730614,0.918
7100740731380,0.18
7100746077168,0.531
7616300000001,0.0
7616300107524,0.0345
7616300730283,0.0317
7616300731125,0.0206
7616300733725,0.0863
7616300734244,0.0109
7616480000001,0.695
7616480100461,0.666
7616480100479,0.586
7616480106583,0.694
7616480110494,0.689
7616480113761,0.596
7616480115063,0.344
7616480117218,0.52
7616480730101,0.758
7616480730259,0.496
7616480730465,0.54
7616480730481,1.0
7616480730861,0.712
7616486003578,0.763
7616486003594,0.945
7616486003602,0.889
7616486003610,0.944
7616486003628,0.633
7616486003636,0.902
7616486057178,0.899
7616486061154,0.753
7616486084941,0.847
7616486108989,0.583
7616486110514,0.725
7616486113104,0.718
7616486115380,0.625
7616486115703,0.28
7616486117501,0.605
7616550000000,0.125
7616550000001,0.167
7616550102376,0.229
7616550108019,0.337
7616550110528,0.203
7616550127464,0.467
7616556003644,0.33
7616556003651,0.343
7616556070981,0.302
7616556109730,0.172
7616556112718,0.227
7616556117410,0.153
7616556119754,0.138
7616630130930,0.428
7616636003669,0.267
7616636101943,0.369
7616636119838,0.184
7616716003677,0.0857
7616970737023,0.556
7616970737619,0.69
7616976003685,0.698
7616976003701,0.765
7617056003719,0.41
7617136003727,0.0127
7617136003743,0.00581
7617136003750,0.044
7617136003768,0.0303
7617136003792,0.0226
7617210000001,0.0
7617210107797,0.151
7617210730457,0.354
7617210730572,0.221
7617210733980,0.32
7617210733998,0.492
7617390730440,0.518
7617390730473,0.333
7617390730549,0.277
7617396003826,0.422
7617396003834,0.13
7617396003842,0.597
7617396003875,0.16
7617396057186,0.339
7617476003909,0.00771
7617476003917,0.022
7617476003925,0.0191
7617476003933,0.0131
7617540000000,0.309
7617540000001,0.262
7617540106088,0.5
7617540730044,0.0907
7617540730317,0.154
7617540730333,0.773
7617540730358,0.6
7617540730416,0.742
7617540730424,0.541
7617540730655,0.636
7617540731646,0.213
7617540731836,0.471
7617540734566,0.754
7617540734764,0.688
7617540737809,0.752
7617546003958,0.293
7617546003966,0.114
7617546003974,0.944
7617546003982,0.929
7617546004030,0.633
7617546004048,0.675
7617546004055,0.812
7617546004063,0.0959
7617546004097,0.305
7617546004105,0.15
7617546004154,0.93
7617546004162,0.182
7617546004170,0.453
7617546004188,0.0821
7617546004196,0.918
7617546004220,0.351
7617546004238,0.676
7617546004246,0.202
7617546004253,0.0887
7617546004261,0.888
7617546004295,0.936
7617546004303,0.368
7617546004311,0.137
7617546004329,0.732
7617546004337,0.215
7617546004345,0.0708
7617546004352,0.366
7617546004360,0.0632
7617546004378,0.44
7617546004394,0.377
7617546004402,0.777
7617546004410,0.835
7617546096226,0.901
7617546105357,0.339
7617546111504,0.169
7617546112395,0.319
7617546114904,0.358
7617546118087,0.0565
7617620000001,0.333
7617620110684,0.463
7617620129064,0.245
7617626004428,0.729
7617626096234,0.471
7617626108765,0.432
7617626110803,0.37
7617626110811,0.453
7617626119226,0.507
7617706004444,0.0
7617706004451,0.00451
7617706004477,0.00447
7617706004501,0.00524
7617706066583,0.0103
7617880000001,0.256
7617880116863,0.815
7617880125435,0.815
7617880730184,0.747
7617880735407,0.687
7617886004527,0.786
7617886004535,0.827
7617886004543,0.787
7617886004568,0.821
7617886004576,0.827
7617886061162,0.75
7617886084966,0.821
7617886098578,0.75
7617886109383,0.785
7617960000000,0.575
7617960000001,0.27
7617960101477,0.913
7617960110973,0.857
7617960126805,0.866
7617960129643,0.869
7617960132100,0.69
7617960132118,0.766
7617960132233,0.824
7617960730291,0.46
7617960730325,0.654
7617960730598,0.421
7617960732164,0.682
7617960732941,0.509
7617960733253,0.856
7617960733659,0.807
7617960735316,0.61
7617960735902,0.925
7617966004600,0.888
7617966004659,0.571
7617966004667,0.952
7617966004691,0.946
7617966004733,0.378
7617966004741,0.882
7617966004758,0.576
7617966004766,0.882
7617966004774,0.949
7617966004782,0.316
7617966004808,0.0618
7617966004824,0.951
7617966004832,0.961
7617966004840,0.174
7617966004857,0.553
7617966004865,0.86
7617966004873,0.667
7617966004881,0.912
7617966004899,0.313
7617966004907,0.971
7617966004915,0.947
7617966004931,0.895
7617966004956,0.762
7617966004964,0.677
7617966004972,0.889
7617966004980,0.425
7617966004998,0.692
7617966005003,0.418
7617966005011,0.975
7617966005037,0.635
7617966005045,0.875
7617966057210,0.955
7617966057228,0.932
7617966057236,0.674
7617966057244,0.55
7617966061170,0.758
7617966097141,0.381
7617966099717,0.32
7617966112015,0.284
7617966114086,0.5
7617966114094,0.95
7617966118368,0.77
7617966119515,0.448
7617966120885,0.945
7618040000001,0.235
7618040102566,0.031
7618040108324,0.0249
7618040109173,0.0768
7618040113118,0.0512
7618040113589,0.0444
7618040116541,0.0679
7618040119032,0.036
7618040730051,0.049
7618040730218,0.037
7618040734368,0.0229
7618040736504,0.0177
7618040736819,0.194
7618046005060,0.0185
7618046005078,0.0188
7618046005086,0.0645
7618046005094,0.00965
7618046005102,0.0143
7618046005110,0.0324
7618046005128,0.0188
7618046005136,0.0181
7618046005144,0.0236
7618046005151,0.00926
7618046066591,0.0318
7618046071039,0.0211
7618046089130,0.0511
7618046096036,0.0363
7618046097158,0.054
7618046097166,0.0582
7618046100952,0.0395
7618046108161,0.0527
7618046110449,0.0109
7618046113336,0.0388
7618046114326,0.0239
7618046117451,0.0226
7618046117485,0.0425
7618120000001,0.0
7618120131714,0.0302
7618126005169,0.12
7618126005177,0.105
7618126005185,0.154
7618126005193,0.049
7618126005235,0.108
7618126005243,0.0923
7768100125815,0.351
8100820106625,1.0
8100820106666,1.0
8100820114116,0.66
8100820830042,0.973
8100820830059,0.479
8618200833004,0.542
8618200836205,0.625
8618206005375,0.837
8618206005383,0.691
8618206005391,0.839
8618206005417,0.833
8618206005425,0.621
8618206005433,0.726
8618206005441,0.387
8618206005458,0.773
8618206113013,0.589
9100900000001,0.917
9100900106047,1.0
9100900123521,0.195
9100900930016,1.0
9100900930123,0.327
9100900930131,0.975
9100906069470,0.254
9618380000001,0.111
9618380100024,0.078
9618380107227,0.184
9618380111724,0.114
9618380129965,0.049
9618386005466,0.445
9618386005474,0.0754
9618386096614,0.202
9618386107361,0.255
9618386110456,0.0524
9618386112361,0.0716
