School Code,"Percent (%) 
Eligible FRPM 
(Ages 5-17)"
1100170112607,0.746
1100170123968,0.7
1100170124172,0.137
1100170125567,0.29
1100170130401,1.0
1100170130419,0.818
1100170131581,0.855
1100170136101,0.248
1100170136226,0.667
1100176001788,0.933
1100176002000,0.913
1316090131755,1.0
1316170131763,0.997
1611190000001,0.267
1611190106401,0.304
1611190111765,0.673
1611190119222,0.305
1611190122085,0.376
1611190126656,0.231
1611190130229,0.226
1611190130609,0.318
1611190130625,0.988
1611190131805,0.212
1611190132142,0.436
1611190134304,0.453
1611196090005,0.345
1611196090013,0.143
1611196090021,0.172
1611196090039,0.212
1611196090047,0.502
1611196090054,0.172
1611196090112,0.495
1611196090120,0.439
1611196100374,0.127
1611196110779,0.111
1611270000001,0.5
1611270130294,0.4
1611270130450,0.201
1611276090146,0.145
1611276090161,0.189
1611276095376,0.144
1611276116222,0.322
1611430000001,0.304
1611430122689,0.765
1611430122697,0.728
1611430131177,0.282
1611430134924,0.756
1611436056857,0.272
1611436056865,0.383
1611436090187,0.236
1611436090195,0.351
1611436090211,0.372
1611436090252,0.319
1611436090278,0.369
1611436090286,0.259
1611436090294,0.564
1611436090302,0.355
1611436090310,0.428
1611436090328,0.313
1611436097729,0.335
1611436105316,0.392
1611500000001,0.2
1611500130047,0.0
1611500132225,0.238
1611500133876,0.308
1611500135533,0.462
1611506090351,0.484
1611506090369,0.203
1611506090385,0.247
1611506090393,0.17
1611506090401,0.373
1611506090419,0.159
1611506090435,0.174
1611506090468,0.327
1611506090484,0.115
1611506097653,0.244
1611506113005,0.0905
1611680132746,0.743
1611686090492,0.773
1611760000001,0.2
1611760127233,0.0
1611760130062,0.189
1611760130138,0.521
1611760130435,0.391
1611760130534,0.413
1611760134270,0.151
1611760134452,0.383
1611760135244,0.0571
1611760138693,0.265
1611766000541,0.441
1611766000558,0.395
1611766000566,0.509
1611766000590,0.494
1611766000624,0.318
1611766000640,0.281
1611766000665,0.281
1611766000673,0.0423
1611766000681,0.213
1611766000715,0.233
1611766000723,0.138
1611766000749,0.0931
1611766000756,0.125
1611766000764,0.22
1611766000798,0.102
1611766000806,0.236
1611766000830,0.277
1611766000848,0.0485
1611766056873,0.282
1611766056881,0.416
1611766056907,0.148
1611766056915,0.157
1611766056923,0.0639
1611766066468,0.0662
1611766089320,0.15
1611766089619,0.165
1611766090526,0.0535
1611766090534,0.0383
1611766090542,0.197
1611766090559,0.197
1611766104723,0.0889
1611766106983,0.0657
1611766111330,0.0474
1611920000001,0.186
1611920108670,0.614
1611920111815,0.468
1611920113902,0.646
1611920119248,0.241
1611920127696,0.618
1611920127944,0.594
1611920131334,0.84
1611920133009,0.8
1611920133629,0.709
1611920135319,0.654
1611920138339,0.747
1611926000889,0.74
1611926000905,0.663
1611926000913,0.714
1611926000921,0.606
1611926000947,0.712
1611926000962,0.718
1611926000988,0.716
1611926000996,0.674
1611926001044,0.7
1611926001051,0.561
1611926001093,0.716
1611926001101,0.768
1611926001127,0.709
1611926001135,0.68
1611926001176,0.598
1611926001192,0.686
1611926056931,0.692
1611926056949,0.779
1611926056956,0.69
1611926056972,0.794
1611926062160,0.644
1611926066476,0.698
1611926090583,0.569
1611926104566,0.793
1611926113815,0.721
1612000000001,0.0667
1612000130393,0.235
1612000132670,0.56
1612000133397,0.189
1612000134536,0.228
1612000135376,0.118
1612006001234,0.649
1612006001242,0.295
1612006001259,0.0803
1612006001283,0.414
1612006001291,0.234
1612006001317,0.772
1612006001341,0.11
1612006071906,0.226
1612006085773,0.205
1612006089338,0.227
1612006097661,0.0759
1612006110332,0.246
1612006117543,0.197
1612186001358,0.8
1612340000001,0.167
1612340130054,0.446
1612340130484,0.585
1612340135426,0.708
1612346001440,0.777
1612346001457,0.65
1612346001473,0.535
1612346001481,0.67
1612346001499,0.354
1612346001507,0.291
1612346001523,0.538
1612346001531,0.448
1612346102917,0.551
1612420000001,0.0769
1612420110460,0.496
1612420110478,0.714
1612420126763,0.524
1612420134668,0.461
1612426001572,0.516
1612426001606,0.722
1612426001622,0.661
1612426068266,0.404
1612426097679,0.621
1612426101604,0.381
1612426115505,0.445
1612426115554,0.614
1612426118525,0.255
1612590000001,0.275
1612590100065,0.85
1612590100123,0.882
1612590100701,0.751
1612590100792,0.899
1612590102988,0.941
1612590106542,0.9
1612590106559,1.0
1612590106906,0.704
1612590108944,0.838
1612590109819,0.799
1612590110189,0.883
1612590110239,0.828
1612590110247,0.657
1612590110254,0.906
1612590110262,0.975
1612590111476,0.953
1612590111856,0.672
1612590112763,0.953
1612590112771,0.961
1612590112789,0.949
1612590112797,0.948
1612590112805,0.968
1612590112813,0.925
1612590114363,0.703
1612590114868,0.476
1612590115014,0.869
1612590115204,0.95
1612590115238,0.849
1612590115386,1.0
1612590115576,0.99
1612590115584,0.97
1612590115592,0.887
1612590115600,0.962
1612590115618,0.946
1612590115626,0.96
1612590115667,0.955
1612590118224,0.902
1612590118653,0.905
1612590119859,0.56
1612590120188,0.935
1612590121228,0.0
1612590121376,0.0
1612590123711,0.815
1612590125161,0.921
